aX,aY,aZ,gX,gY,gZ,target
1960,-10328,1877,-67,-159,-50,0
2063,-10146,1646,-67,-161,-118,0
2151,-9932,1482,-59,-144,-157,0
2279,-9715,1401,-56,-109,-170,0
2360,-9559,1416,-48,-75,-168,0
2391,-9458,1470,-40,-56,-162,0
2428,-9328,1479,-35,-39,-147,0
2443,-9256,1478,-24,-22,-112,0
2375,-9368,1540,-7,-7,-74,0
2245,-9520,1632,6,1,-51,0
2150,-9608,1709,17,7,-41,0
2166,-9623,1842,38,17,-41,0
2205,-9548,2067,11,22,-71,0
2269,-9407,2157,-69,37,-120,0
2281,-9228,2201,-129,46,-148,0
2330,-9013,2250,-151,37,-154,0
2364,-8985,2217,-136,17,-131,0
2349,-9068,1984,-92,2,-105,0
2389,-9113,1842,-22,4,-88,0
2365,-9130,1820,36,11,-70,0
2263,-9161,1812,59,21,-56,0
2233,-9179,1866,50,22,-45,0
2254,-9142,1896,14,17,-43,0
2273,-9117,1899,-31,25,-46,0
2273,-9159,1928,-69,34,-44,0
2250,-9287,1844,-74,46,-39,0
2213,-9342,1873,-33,48,-34,0
2272,-9387,1875,4,18,-27,0
2326,-9401,1683,37,-4,-17,0
2304,-9416,1496,103,13,-7,0
2343,-9379,1434,165,47,-4,0
2439,-9267,1465,195,92,-7,0
2528,-9104,1593,194,157,-14,0
2535,-8985,1824,165,233,-19,0
2460,-8971,2178,124,296,-13,0
2327,-9079,2563,75,323,10,0
2262,-9319,2923,23,305,30,0
2177,-9561,3129,0,251,44,0
2111,-9641,3237,18,169,46,0
2099,-9622,3289,59,66,43,0
2078,-9542,3207,74,-41,37,0
2043,-9464,2948,51,-135,43,0
2090,-9483,2573,10,-206,60,0
2071,-9717,2066,-22,-237,76,0
2102,-10012,1625,-15,-194,69,0
2068,-10139,1520,37,-87,28,0
1971,-10161,1778,76,32,-18,0
1917,-10095,2209,61,127,-56,0
1921,-10055,2627,6,172,-89,0
1942,-10079,2915,-51,172,-116,0
1964,-10140,3021,-68,129,-131,0
2006,-10168,2994,-36,54,-137,0
2029,-10130,2826,23,-38,-139,0
2047,-10137,2636,83,-108,-139,0
2008,-10205,2553,112,-133,-138,0
1850,-10436,2572,93,-133,-150,0
1844,-10799,2608,58,-120,-182,0
1927,-11300,2664,37,-108,-249,0
2091,-11645,2710,18,-102,-368,0
2126,-11937,2661,-4,-96,-503,0
1929,-12262,2547,-42,-92,-627,0
1843,-12550,2511,-59,-88,-736,0
1832,-12651,2592,-35,-102,-844,0
1812,-12621,2741,17,-124,-964,0
1782,-12591,3207,55,-155,-1111,0
1541,-13240,3788,-4,-225,-1346,0
1336,-13901,4010,-145,-325,-1740,0
1239,-14456,3962,-299,-411,-2245,0
1126,-14638,3457,-379,-469,-2822,0
1199,-14204,3234,-365,-459,-3388,0
1233,-12759,3159,-406,-415,-3853,0
1485,-11213,3082,-559,-379,-4134,0
1879,-10184,2881,-833,-382,-4268,0
2407,-9328,2796,-1127,-447,-4374,0
2727,-8735,2782,-1343,-573,-4491,0
3253,-7431,2488,-1496,-727,-4643,0
3633,-5631,2015,-1602,-909,-4823,0
3660,-3906,1395,-1658,-1045,-5092,0
3709,-2071,640,-1748,-1125,-5395,0
4539,808,-487,-2016,-1086,-5486,0
3997,2427,-1547,-2301,-852,-5255,0
3879,4254,-1940,-2436,-471,-5058,0
4109,6253,-1930,-2419,-172,-4796,0
4500,8711,-2382,-2140,-55,-4384,0
5352,11918,-3360,-1447,59,-3919,0
6413,15651,-3693,-410,349,-3349,0
6413,15651,-3693,-410,349,-3349,0
7045,19755,-4169,689,814,-2280,0
7300,24378,-4514,1850,1326,-560,0
7823,28177,-3895,2768,1772,1749,0
8005,28289,-2304,2977,2185,4648,0
6739,24757,-1012,2368,2421,7705,0
3077,19489,-524,1461,2341,10574,0
-3395,13508,88,1157,2140,13347,0
-11645,7963,1318,1753,2073,15798,0
-20849,2889,3329,2407,2077,17453,0
-32321,-9064,7179,2166,1827,17453,0
26309,-29519,11166,953,1184,17453,0
28249,26309,13168,245,-2,14856,0
-18325,26309,16066,1206,-736,6821,0
-9993,26552,14893,1907,-280,-938,0
-20891,28684,13466,2441,747,-4580,0
-21949,-25451,14688,1026,714,-5807,0
-13283,-17743,13820,-2206,-161,-6426,0
-6915,-16787,10223,-4699,-730,-6544,0
-4031,-17571,6853,-5270,-833,-6428,0
-3634,-16526,3126,-4138,-900,-6504,0
-4101,-13905,732,-2163,-851,-6700,0
-3984,-10950,634,-386,-696,-6652,0
-3647,-8766,1182,589,-618,-6463,0
-2616,-7065,1382,837,-537,-6442,0
-991,-4417,1215,569,-380,-6678,0
356,-1568,1992,-73,-195,-7097,0
484,573,3366,-1136,-124,-7531,0
563,3101,3302,-2461,-212,-8060,0
712,5243,2235,-3714,-358,-8538,0
1935,8344,1581,-4647,-570,-8827,0
2011,10745,906,-5004,-779,-8613,0
2954,13680,-305,-4493,-882,-7815,0
4503,16858,-1784,-3180,-962,-6499,0
5740,20478,-3441,-1378,-908,-4826,0
6911,23949,-3830,588,-392,-2918,0
8339,26752,-2345,2052,330,-864,0
9095,27730,-809,2454,830,1412,0
8871,25579,-235,1998,866,3963,0
7434,21519,-460,1325,567,6457,0
4684,17151,-1255,985,278,8817,0
292,12535,-1630,1206,133,11172,0
-5578,7433,-1240,1914,167,13323,0
-11745,2760,-723,2818,453,14997,0
-18856,-2721,413,3228,991,16251,0
-27866,-13757,938,2748,1240,16743,0
-31483,-31391,2036,2111,760,15432,0
-22080,26309,1592,1721,149,11693,0
-4318,26309,2448,2221,429,6430,0
-1611,28783,6670,3831,1731,2017,0
-8069,-26607,11552,5463,2696,-744,0
-10333,-17916,12573,4659,2239,-2196,0
-7494,-12835,11400,1714,1191,-2684,0
-3703,-10643,8962,-1266,438,-2648,0
-1416,-10255,6215,-3184,104,-2544,0
-231,-10589,4149,-3824,73,-2435,0
313,-10574,2674,-3396,190,-2213,0
518,-9865,2011,-2205,315,-1849,0
624,-9009,2509,-705,323,-1363,0
990,-8414,3616,600,156,-899,0
1777,-7895,4407,1346,-80,-540,0
2436,-7606,4672,1574,-336,-272,0
2794,-7436,4382,1465,-608,-88,0
2944,-7345,3763,1116,-818,-14,0
2911,-7388,2870,590,-960,-7,0
2733,-7695,1733,41,-1022,-5,0
2467,-8115,533,-345,-960,12,0
2220,-8506,-73,-441,-756,63,0
1987,-8874,-44,-335,-517,161,0
1758,-9203,579,-148,-329,274,0
1658,-9553,1358,57,-222,379,0
1679,-9802,2092,246,-158,451,0
1626,-10103,2762,360,-127,489,0
1570,-10392,3262,324,-173,469,0
1565,-10563,3375,131,-254,381,0
1449,-10750,3100,-72,-312,254,0
1297,-10884,2592,-176,-333,113,0
1277,-10764,2224,-119,-324,2,0
1345,-10485,2037,20,-295,-71,0
1455,-10081,1992,122,-227,-128,0
1468,-9727,2020,149,-150,-158,0
1581,-9438,2171,116,-103,-160,0
1818,-9281,2327,11,-105,-159,0
2019,-9234,2378,-113,-121,-163,0
2134,-9115,2291,-217,-160,-160,0
2256,-9026,2056,-298,-205,-148,0
2236,-9030,1709,-351,-208,-139,0
2014,-9061,1357,-348,-167,-124,0
1828,-9178,1227,-286,-96,-80,0
1673,-9526,1204,-173,-10,-44,0
1582,-9695,1241,2,92,-31,0
1501,-9665,1589,224,152,-5,0
1501,-9665,1589,224,152,-5,0
1472,-9622,2102,378,160,20,0
1498,-9590,2508,388,159,23,0
1540,-9593,2790,268,142,18,0
1553,-9665,2972,72,107,0,0
1498,-9781,2970,-131,70,-30,0
1341,-9900,2869,-270,37,-51,0
1310,-9914,2795,-290,-15,-54,0
1352,-9823,2819,-223,-92,-50,0
1401,-9719,2685,-141,-153,-41,0
1430,-9717,2502,-46,-155,-29,0
1327,-9599,2491,54,-155,-20,0
1403,-9539,2594,109,-189,-4,0
1646,-9581,2563,108,-212,-1,0
1800,-9423,2518,55,-209,-45,0
1838,-9217,2537,-36,-209,-104,0
1965,-9049,2491,-162,-226,-140,0
2089,-8911,2223,-293,-256,-147,0
2139,-8865,1939,-369,-273,-131,0
2062,-8982,1734,-357,-280,-84,0
1998,-9104,1600,-308,-287,-15,0
1922,-9325,1468,-238,-276,49,0
1859,-9525,1391,-134,-249,102,0
1770,-9718,1485,-3,-202,145,0
1735,-9929,1634,94,-151,140,0
1795,-10018,1794,132,-102,100,0
1768,-9986,1941,124,-48,37,0
1619,-9844,2062,55,-21,-35,0
1525,-9741,2018,-58,-19,-84,0
1537,-9670,1861,-161,-20,-107,0
1569,-9675,1790,-266,-22,-133,0
1567,-9686,1715,-369,-37,-172,0
1477,-9816,1356,-376,-39,-178,0
1492,-9864,1069,-242,-45,-147,0
1616,-9723,997,-20,-49,-90,0
1632,-9622,1083,215,-25,-14,0
1622,-9571,1361,375,25,47,0
1628,-9553,1647,408,77,74,0
1583,-9499,1928,338,128,60,0
1558,-9465,2191,226,159,23,0
1510,-9475,2341,112,165,-9,0
1503,-9439,2446,34,150,-30,0
1557,-9416,2557,0,98,-28,0
1601,-9453,2583,-3,18,-9,0
1664,-9474,2497,19,-68,21,0
1759,-9465,2390,56,-151,57,0
1844,-9615,2150,82,-211,79,0
1946,-9761,1744,84,-211,67,0
2005,-9809,1482,92,-160,44,0
1960,-9961,1443,119,-88,25,0
2019,-10084,1508,116,-8,-11,0
2078,-10051,1728,61,54,-71,0
2090,-9908,1915,-23,91,-121,0
2124,-9712,1984,-93,95,-141,0
2172,-9611,1984,-105,75,-132,0
2188,-9539,2021,-62,45,-107,0
2147,-9437,2007,0,10,-74,0
2115,-9320,1966,72,-26,-30,0
2092,-9249,1963,137,-56,17,0
2025,-9330,1936,179,-61,42,0
1919,-9490,1873,191,-35,36,0
1916,-9457,1903,180,3,6,0
1891,-9326,2038,119,59,-35,0
1862,-9229,2175,4,102,-76,0
1835,-9158,2184,-125,103,-98,0
1789,-9132,2102,-204,86,-89,0
1704,-9207,2063,-193,70,-50,0
1610,-9354,2055,-120,44,11,0
1598,-9472,2086,-6,13,70,0
1605,-9605,2178,130,-14,111,0
1666,-9676,2217,232,-37,120,0
1746,-9660,2126,267,-33,91,0
1747,-9542,2123,269,10,50,0
1653,-9453,2318,224,61,22,0
1563,-9513,2467,90,84,5,0
1553,-9672,2440,-76,88,-16,0
1600,-9808,2395,-183,91,-42,0
1677,-9826,2418,-199,79,-68,0
1728,-9711,2497,-148,56,-83,0
1729,-9470,2553,-76,23,-76,0
1766,-9288,2563,-7,-20,-41,0
1854,-9221,2504,42,-71,6,0
1818,-9261,2412,66,-110,59,0
1820,-9407,2251,74,-122,88,0
1913,-9610,2075,77,-119,80,0
1822,-9669,1987,86,-91,63,0
1747,-9683,2011,96,-54,39,0
1793,-9653,2090,75,-31,19,0
1814,-9644,2068,20,-1,-10,0
1750,-9603,2087,-34,35,-43,0
1738,-9513,2151,-73,50,-62,0
1777,-9431,2174,-80,47,-56,0
1777,-9431,2174,-80,47,-56,0
1798,-9380,2221,-44,34,-28,0
1855,-9308,2292,11,4,2,0
1873,-9275,2355,65,-20,44,0
1831,-9323,2438,101,-43,93,0
1849,-9387,2427,102,-77,118,0
1804,-9506,2321,88,-90,116,0
1696,-9628,2261,68,-86,100,0
1619,-9703,2194,24,-88,71,0
1606,-9820,2055,-20,-72,35,0
1658,-9809,1966,-43,-39,-7,0
1705,-9699,1974,-47,-10,-44,0
1794,-9608,2066,-45,12,-64,0
1830,-9446,2165,-42,19,-71,0
1798,-9330,2257,-41,9,-54,0
1738,-9346,2274,-31,-17,-14,0
1656,-9441,2253,-8,-49,36,0
1604,-9614,2202,31,-71,76,0
1672,-9743,2200,61,-70,90,0
1710,-9736,2226,68,-62,71,0
1673,-9792,2282,60,-55,42,0
1662,-9780,2287,12,-51,9,0
1692,-9695,2286,-43,-50,-13,0
1765,-9621,2266,-74,-69,-19,0
1836,-9565,2230,-75,-93,-15,0
1836,-9555,2116,-53,-112,-5,0
1863,-9601,1940,-15,-113,3,0
1835,-9605,1907,30,-94,7,0
1752,-9680,1877,49,-84,2,0
1813,-9763,1783,35,-65,-14,0
1897,-9720,1747,5,-29,-39,0
1895,-9662,1757,-16,7,-53,0
1915,-9587,1794,-17,30,-60,0
1902,-9500,1914,-3,41,-59,0
1744,-9459,2026,13,47,-42,0
1662,-9488,2195,30,39,-12,0
1646,-9536,2317,41,3,13,0
1679,-9601,2304,41,-22,17,0
1670,-9599,2317,36,-28,10,0
1608,-9616,2327,18,-47,2,0
1650,-9709,2221,-12,-65,-9,0
1707,-9733,2079,-23,-56,-27,0
1644,-9726,2050,-17,-44,-47,0
1668,-9684,2027,-13,-49,-55,0
1774,-9632,1971,-5,-45,-52,0
1806,-9604,1936,10,-35,-56,0
1854,-9531,1941,21,-26,-56,0
1859,-9446,2007,26,-17,-54,0
1893,-9373,2041,8,-17,-49,0
1940,-9312,2065,-12,-12,-39,0
1932,-9262,2105,-22,-8,-29,0
1911,-9282,2158,-25,-6,-22,0
1901,-9323,2159,-26,-12,-7,0
1930,-9414,2124,-9,-18,9,0
1924,-9499,2093,31,-17,22,0
1863,-9560,2091,62,-10,23,0
1862,-9580,2097,74,0,16,0
1820,-9578,2051,68,2,10,0
1739,-9561,2044,56,4,4,0
1802,-9599,2073,41,13,14,0
1824,-9624,2108,15,26,3,0
1743,-9577,2123,-13,33,-17,0
1766,-9580,2134,-27,23,-11,0
1836,-9607,2139,-22,13,3,0
1806,-9714,2140,-2,8,10,0
1772,-9796,2133,22,-10,13,0
1780,-9818,2114,47,-24,18,0
1806,-9777,2100,54,-34,7,0
1784,-9768,2036,39,-31,-13,0
1787,-9747,1958,13,-11,-32,0
1913,-9713,1974,-14,1,-48,0
1989,-9719,2000,-35,9,-63,0
2008,-9747,1965,-34,17,-74,0
1982,-9682,1911,-2,16,-80,0
1938,-9572,1896,41,12,-75,0
1960,-9472,1929,74,17,-56,0
2096,-9354,2038,92,34,-38,0
2117,-9277,2178,85,44,-41,0
2100,-9269,2169,50,52,-44,0
2073,-9253,2151,26,66,-34,0
2039,-9320,2174,23,66,-15,0
1983,-9447,2106,15,65,0,0
1883,-9566,2051,1,80,2,0
1783,-9659,2144,-20,95,-7,0
1780,-9665,2207,-50,111,-20,0
1726,-9632,2357,-44,131,-22,0
1654,-9626,2588,-7,133,-15,0
1637,-9578,2797,41,109,-4,0
1631,-9463,2911,71,64,-1,0
1668,-9401,2959,68,10,0,0
1665,-9408,2816,31,-52,7,0
1665,-9408,2816,31,-52,7,0
1726,-9429,2448,-14,-116,7,0
1732,-9449,2030,-35,-147,-2,0
1745,-9496,1619,-21,-127,-13,0
1863,-9323,1382,24,-75,-25,0
1907,-9225,1368,61,-3,-44,0
1904,-9065,1529,56,77,-56,0
2031,-8876,1721,26,136,-52,0
2245,-8766,1980,-20,168,-45,0
2444,-8654,2185,-73,177,-39,0
2622,-8578,2231,-97,152,-15,0
2728,-8546,2193,-72,100,39,0
2903,-8578,2108,-16,39,116,0
2966,-8669,2032,60,1,204,0
2537,-8967,1913,230,1,337,0
1804,-9783,1866,498,21,510,0
1246,-10843,2261,683,58,616,0
708,-11923,2865,635,117,614,0
189,-12963,3531,391,188,510,0
-351,-13922,3946,82,214,317,0
-978,-14994,4033,-127,202,78,0
-1405,-16057,4338,-153,166,-178,0
-1641,-17171,4823,-100,65,-446,0
-1866,-18166,5060,13,-114,-847,0
-1610,-18192,5273,164,-314,-1399,0
-1550,-17338,5844,151,-488,-1989,0
-1315,-16179,6081,-267,-635,-2542,0
-1186,-15328,5400,-993,-763,-2970,0
-939,-14912,4268,-1597,-781,-3306,0
-512,-14794,3240,-1822,-708,-3576,0
-393,-14550,2276,-1716,-625,-3845,0
-10,-13848,1744,-1395,-535,-4137,0
770,-12684,2037,-1095,-503,-4348,0
1240,-11585,2406,-984,-548,-4514,0
1371,-11389,2479,-1055,-601,-4715,0
1801,-10899,1813,-1121,-658,-5027,0
2150,-9205,1120,-1045,-726,-5367,0
2583,-7488,903,-948,-759,-5583,0
3113,-5534,901,-917,-767,-5625,0
3016,-3409,924,-1062,-749,-5580,0
3648,-1233,949,-1301,-722,-5585,0
4561,98,774,-1550,-782,-5355,0
4508,55,405,-1637,-761,-5012,0
4717,177,-225,-1622,-636,-4851,0
4587,463,-726,-1480,-435,-4827,0
3832,997,-476,-1203,-253,-4893,0
3120,1930,-259,-866,-155,-5052,0
2470,3896,-736,-450,-103,-5281,0
1780,7488,-1197,9,-29,-5532,0
712,12598,-2196,465,117,-5680,0
93,19509,-3536,974,359,-5645,0
1389,28494,-3442,1440,673,-5151,0
2986,-28984,-1007,1481,1146,-3473,0
4125,-26310,566,601,1518,-518,0
5968,-27821,47,-761,1341,2819,0
4970,-31095,-1073,-1253,954,5811,0
2205,29613,-1344,-423,850,8776,0
-424,24184,-1619,1036,815,11709,0
-4394,18748,-1965,2656,1003,14342,0
-12001,12356,-2238,4199,1612,16679,0
-21125,7130,-1352,5611,2612,17453,0
32673,2278,3976,6252,3691,17453,0
26309,-14688,10260,4672,4109,17453,0
26309,26309,15192,1258,2930,17453,0
31456,26309,23079,-1769,1169,12310,0
-15852,26701,20285,-3617,607,4120,0
-15481,26354,9903,-2771,1334,-2572,0
-23625,28175,9226,-331,1730,-5328,0
-19722,-26826,14551,25,1105,-6039,0
-11402,-19566,13625,-1679,-131,-6115,0
-5171,-18754,9051,-2785,-1120,-5751,0
-2628,-20351,4423,-2367,-1724,-5338,0
-2157,-19868,361,-911,-1879,-5505,0
-2540,-16759,-1435,669,-1685,-5949,0
-3414,-13287,-684,1642,-1351,-6340,0
-3864,-9996,344,1528,-1047,-6582,0
-3162,-6605,780,612,-928,-6791,0
-1486,-3187,417,-625,-972,-7146,0
252,493,-659,-1917,-880,-7664,0
44,3414,-1233,-2993,-645,-8345,0
-164,6458,-1106,-3890,-388,-9216,0
594,10304,-511,-4578,-54,-10012,0
748,13706,-877,-4774,242,-10054,0
1368,18257,-1181,-3981,538,-9002,0
3141,24404,-1030,-2433,669,-6989,0
5579,30104,-682,-671,725,-4276,0
7073,32649,-25,825,900,-1257,0
7707,32685,1969,1538,1021,1552,0
7433,30668,2658,1326,925,4118,0
6519,26540,1981,873,633,6636,0
5163,21658,554,771,276,9027,0
1673,15988,-1036,1200,52,11498,0
1673,15988,-1036,1200,52,11498,0
-4844,9311,-2273,2295,207,14103,0
-13194,2388,-2124,4032,869,16464,0
-23777,-6696,-684,5517,1768,17453,0
32269,-20378,4297,6166,2420,17453,0
26770,28426,16978,4908,2203,17453,0
-31588,26309,28575,1509,985,12043,0
-17023,26499,25190,-1364,-70,4692,0
-13503,26390,15293,-1391,-638,-1640,0
-16422,30037,11571,-328,-733,-5149,0
-14239,-22264,10237,-907,-627,-6697,0
-8259,-14582,7716,-2582,-729,-7186,0
-3662,-12376,4178,-3797,-918,-7104,0
-1935,-10788,480,-3833,-788,-6961,0
-1265,-8436,-2044,-2834,-304,-6709,0
-535,-5604,-2479,-1518,107,-6330,0
29,-3081,-1304,-451,108,-6094,0
598,15,51,1,-93,-6013,0
2044,3147,748,-148,-197,-5925,0
3367,4853,981,-607,-84,-5781,0
4664,5820,999,-1238,150,-5586,0
6763,7252,1143,-2028,337,-5202,0
7594,7437,549,-2746,436,-4497,0
8480,8346,-577,-2816,443,-3613,0
8863,9189,-1243,-1873,496,-2383,0
9186,9881,-1199,-296,531,-933,0
9256,10058,-823,1176,514,512,0
8784,9238,-147,2058,482,1877,0
8062,7978,628,2239,414,3120,0
6957,6435,1021,2000,340,4197,0
5552,4277,837,1642,288,5169,0
3695,1355,325,1383,277,6079,0
1731,-2494,-95,1216,439,6850,0
112,-7696,-86,943,730,7385,0
-1579,-13638,201,573,973,7464,0
-2024,-17292,1601,306,1120,6840,0
-1634,-18364,3857,114,1081,5817,0
-1799,-18239,5678,95,800,4795,0
-2032,-17816,6750,319,406,3977,0
-2080,-17168,6603,557,-119,3454,0
-2051,-16855,5675,633,-608,3064,0
-2292,-17453,4653,374,-844,2546,0
-1970,-17625,3749,-186,-782,1729,0
-1233,-16995,2940,-855,-578,738,0
-536,-15979,2020,-1334,-360,-151,0
128,-14614,1921,-1390,-101,-806,0
550,-13055,2492,-1290,54,-1201,0
1037,-11633,2877,-1234,17,-1346,0
1446,-10666,2692,-1172,-180,-1250,0
1784,-10018,2112,-1047,-460,-1047,0
2032,-9604,1270,-858,-688,-827,0
2245,-9466,474,-616,-779,-601,0
2096,-9510,-270,-324,-782,-393,0
1950,-9566,-806,46,-684,-223,0
2158,-9553,-848,394,-528,-112,0
2299,-9250,-227,593,-376,-83,0
2315,-8980,585,582,-247,-116,0
2288,-8894,1201,415,-150,-161,0
2415,-8883,1567,174,-105,-168,0
2500,-8931,1643,-60,-128,-105,0
2317,-9140,1382,-213,-200,-2,0
2112,-9414,1091,-225,-259,106,0
1972,-9842,830,-114,-305,199,0
1922,-10361,342,93,-320,230,0
2032,-10418,15,408,-255,197,0
2079,-10204,310,721,-157,145,0
2065,-10039,1048,796,-74,62,0
2129,-9854,1516,543,-3,-44,0
2287,-9638,1679,124,53,-157,0
2400,-9410,1532,-255,89,-262,0
2409,-9216,1229,-480,85,-324,0
2494,-9074,966,-546,52,-341,0
2531,-8785,888,-485,60,-310,0
2381,-8579,990,-310,111,-204,0
2047,-8808,1139,-64,126,-47,0
1996,-9204,1211,198,92,88,0
2085,-9342,1484,423,68,171,0
2006,-9413,1941,525,72,186,0
1960,-9459,2318,449,62,143,0
2153,-9427,2456,237,12,74,0
2364,-9335,2428,-12,-25,-10,0
2430,-9174,2226,-211,-39,-77,0
2342,-9079,1932,-321,-62,-103,0
2208,-9062,1632,-349,-109,-81,0
2074,-9220,1374,-282,-154,1,0
1989,-9548,1227,-135,-204,141,0
2079,-9960,999,36,-260,252,0
2207,-10258,775,216,-275,278,0
2279,-10395,711,373,-252,245,0
2197,-10437,633,466,-205,173,0
2170,-10307,688,441,-131,76,0
2114,-10100,871,283,-52,-27,0
2114,-10100,871,283,-52,-27,0
1966,-9967,960,49,17,-120,0
1855,-9906,920,-135,70,-164,0
1874,-9872,897,-175,99,-143,0
2019,-9828,1064,-101,95,-106,0
2148,-9706,1242,-10,67,-102,0
2181,-9554,1349,68,60,-107,0
2188,-9305,1438,122,68,-110,0
2199,-9018,1456,140,71,-106,0
2160,-8781,1543,148,83,-93,0
2097,-8703,1698,153,101,-55,0
2031,-8778,1896,133,103,-1,0
2004,-9004,2066,74,83,39,0
2020,-9238,2187,-8,43,51,0
1995,-9401,2166,-96,-11,46,0
1934,-9518,1987,-175,-77,29,0
1930,-9676,1691,-267,-148,-2,0
2055,-9744,1259,-337,-182,-55,0
2151,-9761,804,-325,-174,-93,0
2212,-9662,580,-226,-135,-96,0
2213,-9482,597,-69,-85,-71,0
2211,-9390,695,83,-39,-19,0
2163,-9378,891,197,12,55,0
2170,-9498,1167,258,45,133,0
2092,-9707,1401,243,57,170,0
1994,-9897,1547,180,66,170,0
1996,-10034,1653,92,55,139,0
1986,-10017,1686,5,27,80,0
2018,-9847,1697,-64,-10,14,0
2102,-9604,1635,-101,-48,-25,0
2171,-9397,1482,-98,-74,-31,0
2206,-9373,1328,-48,-72,-20,0
2249,-9407,1300,47,-49,9,0
2266,-9349,1383,162,-43,46,0
2217,-9379,1410,234,-85,95,0
2159,-9443,1216,265,-126,143,0
2080,-9548,1005,303,-145,191,0
1871,-9851,854,339,-132,222,0
1807,-10101,987,322,-79,218,0
1848,-10219,1343,188,-25,158,0
1878,-10276,1528,-32,26,53,0
1835,-10145,1526,-235,69,-52,0
1873,-10024,1411,-333,77,-118,0
1903,-9964,1315,-320,75,-128,0
1905,-9859,1289,-245,68,-109,0
1978,-9755,1297,-132,54,-79,0
2049,-9611,1395,-15,37,-54,0
2033,-9454,1541,72,12,-32,0
2059,-9373,1563,118,-31,-5,0
2112,-9304,1491,111,-70,6,0
2163,-9334,1375,72,-72,10,0
2317,-9428,1325,26,-44,-13,0
2405,-9444,1441,-34,-6,-50,0
2437,-9489,1509,-105,26,-83,0
2475,-9469,1501,-164,30,-98,0
2512,-9463,1361,-193,12,-87,0
2488,-9445,1223,-185,2,-66,0
2478,-9471,1119,-147,-11,-39,0
2415,-9474,1096,-73,-14,-3,0
2324,-9478,1177,14,-5,36,0
2215,-9562,1304,85,0,70,0
2019,-9672,1353,135,-2,95,0
1877,-9822,1410,162,1,109,0
1844,-9933,1502,156,2,99,0
1865,-9961,1598,103,9,59,0
1807,-10033,1574,29,35,13,0
1766,-10032,1544,-17,54,-17,0
1871,-10029,1561,-21,37,-26,0
1944,-10069,1482,3,12,-26,0
1952,-9998,1381,31,1,-45,0
1989,-9780,1361,49,-6,-68,0
2050,-9556,1375,43,-15,-86,0
2144,-9360,1373,11,-20,-103,0
2207,-9183,1350,-24,-6,-110,0
2102,-9103,1351,-33,15,-92,0
1980,-9176,1409,-27,35,-58,0
2021,-9330,1570,-12,52,-26,0
2047,-9486,1739,18,58,-10,0
2041,-9578,1840,43,30,-19,0
2033,-9526,1813,53,-15,-41,0
2051,-9341,1783,48,-61,-57,0
2093,-9131,1675,18,-98,-60,0
2114,-8997,1574,-21,-121,-46,0
2043,-9025,1367,-59,-137,-22,0
1975,-9126,1144,-77,-136,4,0
2044,-9284,1049,-57,-118,30,0
2151,-9350,1058,-19,-95,41,0
2189,-9262,1138,3,-70,36,0
2196,-9177,1268,2,-47,39,0
2201,-9038,1398,-25,-38,49,0
2172,-9052,1491,-55,-36,77,0
2100,-9302,1498,-51,-29,113,0
2100,-9302,1498,-51,-29,113,0
2099,-9538,1547,19,-30,143,0
2029,-9721,1650,111,-60,164,0
1960,-9987,1666,173,-93,178,0
1917,-9953,1544,167,-120,183,0
1960,-9911,1423,139,-124,165,0
1960,-10052,1314,83,-110,126,0
1946,-10076,1245,-3,-86,80,0
1978,-10085,1142,-75,-53,34,0
1998,-10103,1118,-86,-10,-3,0
1975,-10070,1267,-50,15,-19,0
1880,-10082,1397,-9,6,-11,0
1917,-10105,1368,22,-19,6,0
2011,-10054,1282,47,-47,9,0
2006,-9903,1253,60,-62,0,0
1994,-9790,1206,69,-64,1,0
2027,-9729,1155,74,-60,7,0
2027,-9666,1098,60,-61,16,0
2009,-9645,1059,58,-36,35,0
1970,-9863,1160,50,18,46,0
1928,-9996,1308,9,55,23,0
1932,-10057,1491,0,92,-13,0
1960,-9968,1659,-23,79,-56,0
2001,-9773,1732,-54,41,-88,0
2055,-9653,1650,-58,7,-95,0
2115,-9535,1508,-33,-15,-98,0
2194,-9409,1464,15,-26,-87,0
2264,-9350,1486,61,-20,-59,0
2199,-9307,1502,61,-21,-36,0
2078,-9397,1382,22,-23,-22,0
2031,-9536,1294,-29,-2,-17,0
1996,-9598,1309,-90,21,-29,0
2001,-9602,1370,-142,37,-50,0
2041,-9598,1464,-159,37,-61,0
2066,-9575,1423,-142,15,-66,0
2054,-9536,1388,-78,-8,-54,0
2017,-9465,1403,6,-38,-26,0
1964,-9439,1413,63,-74,10,0
1993,-9496,1370,94,-94,46,0
1992,-9675,1344,124,-82,68,0
2030,-9805,1381,162,-60,60,0
2061,-9762,1473,181,-35,20,0
1983,-9690,1650,153,0,-11,0
1953,-9641,1743,64,12,-37,0
1974,-9595,1702,-30,0,-60,0
1957,-9562,1653,-73,-10,-66,0
1951,-9531,1580,-63,-22,-60,0
2069,-9483,1545,-11,-30,-50,0
2217,-9401,1567,53,-39,-42,0
2317,-9313,1541,91,-55,-27,0
2339,-9249,1541,103,-67,-3,0
2340,-9348,1466,79,-86,15,0
2275,-9597,1312,43,-89,22,0
2019,-9972,1267,0,-72,23,0
1951,-10355,1325,-70,-64,19,0
1928,-10769,1339,-146,-61,-4,0
1825,-11320,1249,-190,-45,-56,0
1711,-11989,1304,-137,-14,-128,0
