IQ,71,1,27,34.0,-20.0,23.0,-31.0
IQ,71,1,28,0.0,0.0,0.0,0.0
IQ,71,1,29,-4.0,-38.0,21.0,20.0
IQ,71,1,30,-39.0,-12.0,-11.0,29.0
IQ,71,1,31,-1.0,-41.0,23.0,19.0
IQ,71,1,32,-9.0,40.0,-30.0,-12.0
IQ,71,1,33,-44.0,-4.0,-17.0,28.0
IQ,71,1,34,0.0,0.0,0.0,0.0
IQ,71,1,35,11.0,-47.0,34.0,7.0
IQ,71,1,36,0.0,0.0,0.0,0.0
IQ,71,1,37,-44.0,30.0,-31.0,23.0
IQ,71,1,38,-29.0,46.0,-39.0,9.0
IQ,71,1,39,-55.0,-13.0,-1.0,41.0
IQ,71,1,40,-10.0,58.0,-44.0,1.0
IQ,71,1,41,60.0,-6.0,3.0,-45.0
IQ,71,1,42,36.0,-52.0,19.0,-59.0
IQ,71,1,43,-37.0,-54.0,46.0,11.0
IQ,71,1,44,-66.0,-15.0,30.0,39.0
IQ,71,1,45,-63.0,-29.0,43.0,25.0
IQ,71,1,46,-44.0,-56.0,51.0,0.0
IQ,71,1,47,58.0,-41.0,-14.0,-52.0
IQ,71,1,48,-71.0,-18.0,50.0,18.0
IQ,71,1,49,33.0,65.0,-43.0,34.0
IQ,71,1,50,27.0,-70.0,-1.0,-55.0
IQ,71,1,51,-20.0,73.0,49.0,54.0
IQ,71,1,52,55.0,-53.0,-72.0,-11.0
IQ,71,1,53,0.0,76.0,10.0,56.0
IQ,71,1,54,-39.0,64.0,38.0,36.0
IQ,71,1,55,68.0,27.0,-11.0,73.0
IQ,71,1,56,-56.0,46.0,53.0,9.0
IQ,71,1,57,63.0,-33.0,-52.0,11.0
IQ,71,1,58,-63.0,-33.0,13.0,-52.0
IQ,71,1,59,-62.0,35.0,46.0,-23.0
IQ,71,1,60,41.0,-56.0,-53.0,4.0
IQ,71,1,61,-2.0,-69.0,-46.0,-24.0
IQ,71,1,62,-67.0,10.0,22.0,-49.0
IQ,71,1,63,63.0,-26.0,-28.0,43.0
IQ,71,1,64,8.0,64.0,48.0,12.0
IQ,71,1,65,62.0,-21.0,-16.0,46.0
IQ,71,1,66,-53.0,41.0,25.0,-43.0
IQ,71,1,67,13.0,-63.0,-46.0,18.0
IQ,71,1,68,16.0,-62.0,-45.0,24.0
IQ,71,1,69,21.0,-60.0,-17.0,61.0
IQ,71,1,70,-51.0,36.0,-30.0,-56.0
IQ,71,1,71,17.0,59.0,46.0,-14.0
IQ,71,1,72,52.0,-32.0,7.0,47.0
IQ,71,1,73,-3.0,-62.0,-13.0,61.0
IQ,71,1,74,15.0,59.0,42.0,-22.0
IQ,71,1,75,-51.0,31.0,-14.0,-46.0
IQ,71,1,76,-55.0,28.0,-55.0,-31.0
CS,71,1,1,2.419,3.171,nan,15,296
IQ,72,0,2,-27.0,178.0,214.0,-50.0
IQ,72,0,3,70.0,165.0,208.0,67.0
IQ,72,0,4,129.0,125.0,128.0,173.0
IQ,72,0,5,17.0,-179.0,-208.0,61.0
IQ,72,0,6,137.0,119.0,136.0,166.0
IQ,72,0,7,26.0,-181.0,-214.0,43.0
IQ,72,0,8,173.0,-63.0,-66.0,208.0
IQ,72,0,9,149.0,-115.0,-107.0,192.0
IQ,72,0,10,135.0,-133.0,-57.0,216.0
IQ,72,0,11,-179.0,75.0,31.0,-224.0
IQ,72,0,12,30.0,-196.0,-204.0,104.0
IQ,72,0,13,-186.0,-84.0,-170.0,-160.0
IQ,72,0,14,-200.0,48.0,-64.0,-228.0
IQ,72,0,15,-210.0,0.0,-115.0,-211.0
IQ,72,0,16,-149.0,-152.0,-241.0,-23.0
IQ,72,0,17,210.0,-49.0,113.0,216.0
IQ,72,0,18,-13.0,-219.0,-192.0,151.0
IQ,72,0,19,220.0,-16.0,182.0,167.0
IQ,72,0,20,210.0,-75.0,163.0,187.0
IQ,72,0,21,-174.0,-140.0,-216.0,128.0
IQ,72,0,22,-209.0,92.0,-177.0,-179.0
IQ,72,0,23,0.0,0.0,0.0,0.0
IQ,72,0,24,0.0,0.0,0.0,0.0
IQ,72,0,25,0.0,0.0,0.0,0.0
IQ,72,0,26,-222.0,-89.0,-247.0,62.0
IQ,72,0,27,-223.0,-91.0,-232.0,111.0
IQ,72,0,28,-154.0,-189.0,-163.0,202.0
IQ,72,0,29,226.0,103.0,226.0,-132.0
IQ,72,0,30,247.0,53.0,245.0,-103.0
IQ,72,0,31,-225.0,-131.0,-91.0,255.0
IQ,72,0,32,-185.0,191.0,-239.0,-136.0
IQ,72,0,33,-268.0,-48.0,-234.0,153.0
IQ,72,0,34,-123.0,249.0,-237.0,-160.0
IQ,72,0,35,285.0,9.0,223.0,-183.0
IQ,72,0,36,288.0,51.0,182.0,-231.0
IQ,72,0,37,183.0,234.0,-58.0,-294.0
IQ,72,0,38,-300.0,58.0,-207.0,222.0
IQ,72,0,39,231.0,-207.0,294.0,-94.0
IQ,72,0,40,54.0,311.0,-304.0,-73.0
IQ,72,0,41,163.0,-279.0,304.0,-82.0
IQ,72,0,42,270.0,187.0,-120.0,-297.0
IQ,72,0,43,304.0,-141.0,170.0,-273.0
IQ,72,0,44,-164.0,-300.0,293.0,143.0
IQ,72,0,45,202.0,281.0,-295.0,-146.0
IQ,72,0,46,197.0,291.0,-311.0,-121.0
IQ,72,0,47,123.0,336.0,-304.0,145.0
IQ,72,0,48,139.0,-335.0,188.0,-280.0
IQ,72,0,49,-351.0,110.0,114.0,320.0
IQ,72,0,50,151.0,-338.0,155.0,-304.0
IQ,72,0,51,310.0,-209.0,-213.0,-268.0
IQ,72,0,52,-257.0,-276.0,328.0,-87.0
IQ,72,0,53,0.0,0.0,0.0,0.0
IQ,72,0,54,53.0,-374.0,-88.0,-328.0
IQ,72,0,55,-373.0,-71.0,335.0,-15.0
IQ,72,0,56,-49.0,373.0,30.0,332.0
IQ,72,0,57,227.0,-301.0,-295.0,-155.0
IQ,72,0,58,77.0,369.0,-33.0,328.0
IQ,72,0,59,0.0,0.0,0.0,0.0
IQ,72,0,60,256.0,276.0,-82.0,314.0
IQ,72,0,61,-375.0,-45.0,240.0,-216.0
IQ,72,0,62,44.0,374.0,181.0,263.0
IQ,72,0,63,370.0,61.0,-197.0,249.0
IQ,72,0,64,297.0,-228.0,-266.0,175.0
IQ,72,0,65,215.0,308.0,128.0,290.0
IQ,72,0,66,-263.0,267.0,298.0,-101.0
IQ,72,0,67,25.0,-374.0,-312.0,36.0
IQ,72,0,68,-200.0,-315.0,-213.0,-227.0
IQ,72,0,69,52.0,367.0,310.0,5.0
IQ,72,0,70,105.0,355.0,300.0,60.0
IQ,72,0,71,-60.0,364.0,285.0,-108.0
IQ,72,0,72,-306.0,-204.0,-240.0,-186.0
IQ,72,0,73,-225.0,288.0,186.0,-239.0
IQ,72,0,74,-219.0,-290.0,-297.0,-40.0
IQ,72,0,75,280.0,228.0,289.0,64.0
IQ,72,0,76,201.0,296.0,294.0,-16.0
CS,72,0,1,2.342,2.192,1.306,19,331
IQ,72,1,2,0.0,-48.0,-48.0,14.0
IQ,72,1,3,-24.0,-43.0,-51.0,-11.0
IQ,72,1,4,-35.0,-37.0,-41.0,-37.0
IQ,72,1,5,1.0,52.0,50.0,-24.0
IQ,72,1,6,-44.0,-35.0,-45.0,-37.0
IQ,72,1,7,-8.0,58.0,54.0,-28.0
IQ,72,1,8,-53.0,27.0,3.0,-62.0
IQ,72,1,9,-27.0,55.0,37.0,-52.0
IQ,72,1,10,-31.0,56.0,2.0,-65.0
IQ,72,1,11,35.0,-54.0,-14.0,65.0
IQ,72,1,12,30.0,60.0,62.0,-28.0
IQ,72,1,13,67.0,13.0,66.0,23.0
IQ,72,1,14,44.0,-55.0,18.0,67.0
IQ,72,1,15,65.0,-26.0,57.0,41.0
IQ,72,1,16,63.0,30.0,66.0,-24.0
IQ,72,1,17,-57.0,40.0,-60.0,-36.0
IQ,72,1,18,55.0,41.0,46.0,-49.0
IQ,72,1,19,-41.0,54.0,-58.0,-36.0
IQ,72,1,20,-27.0,60.0,-50.0,-44.0
IQ,72,1,21,64.0,-6.0,40.0,-48.0
IQ,72,1,22,37.0,-50.0,60.0,11.0
IQ,72,1,23,0.0,0.0,0.0,0.0
IQ,72,1,24,0.0,0.0,0.0,0.0
IQ,72,1,25,0.0,0.0,0.0,0.0
IQ,72,1,26,56.0,-5.0,39.0,-40.0
IQ,72,1,27,52.0,-17.0,45.0,-29.0
IQ,72,1,28,55.0,7.0,29.0,-46.0
IQ,72,1,29,-56.0,-4.0,-33.0,43.0
IQ,72,1,30,-56.0,4.0,-39.0,40.0
IQ,72,1,31,57.0,11.0,5.0,-57.0
IQ,72,1,32,30.0,-53.0,56.0,8.0
IQ,72,1,33,58.0,-22.0,53.0,-28.0
IQ,72,1,34,18.0,-63.0,58.0,23.0
IQ,72,1,35,-60.0,32.0,-57.0,33.0
IQ,72,1,36,-73.0,1.0,-32.0,60.0
IQ,72,1,37,-54.0,-52.0,28.0,65.0
IQ,72,1,38,75.0,-21.0,36.0,-65.0
IQ,72,1,39,-51.0,62.0,-67.0,40.0
IQ,72,1,40,-44.0,-72.0,75.0,27.0
IQ,72,1,41,-7.0,87.0,-83.0,4.0
IQ,72,1,42,-83.0,-39.0,47.0,71.0
IQ,72,1,43,-79.0,49.0,-28.0,84.0
IQ,72,1,44,82.0,47.0,-70.0,-57.0
IQ,72,1,45,-90.0,-39.0,72.0,57.0
IQ,72,1,46,-73.0,-70.0,94.0,7.0
IQ,72,1,47,-61.0,-84.0,83.0,-53.0
IQ,72,1,48,17.0,104.0,-63.0,75.0
IQ,72,1,49,68.0,-82.0,-27.0,-97.0
IQ,72,1,50,-20.0,106.0,-14.0,101.0
IQ,72,1,51,-66.0,86.0,77.0,66.0
IQ,72,1,52,105.0,26.0,-100.0,21.0
IQ,72,1,53,0.0,0.0,0.0,0.0
IQ,72,1,54,38.0,101.0,28.0,97.0
IQ,72,1,55,96.0,-43.0,-101.0,-4.0
IQ,72,1,56,-8.0,-105.0,-43.0,-90.0
IQ,72,1,57,-13.0,103.0,90.0,41.0
IQ,72,1,58,-52.0,-90.0,-24.0,-95.0
IQ,72,1,59,0.0,0.0,0.0,0.0
IQ,72,1,60,-98.0,-24.0,26.0,-92.0
IQ,72,1,61,88.0,-47.0,-70.0,63.0
IQ,72,1,62,-64.0,-78.0,-43.0,-81.0
IQ,72,1,63,-97.0,2.0,23.0,-90.0
IQ,72,1,64,-43.0,86.0,72.0,-57.0
IQ,72,1,65,-75.0,-59.0,-61.0,-68.0
IQ,72,1,66,50.0,-80.0,-69.0,58.0
IQ,72,1,67,18.0,91.0,85.0,-29.0
IQ,72,1,68,82.0,42.0,53.0,71.0
IQ,72,1,69,-36.0,-85.0,-88.0,18.0
IQ,72,1,70,-64.0,-65.0,-85.0,-25.0
IQ,72,1,71,-21.0,-88.0,-83.0,28.0
IQ,72,1,72,88.0,19.0,67.0,56.0
IQ,72,1,73,48.0,-75.0,-32.0,81.0
IQ,72,1,74,55.0,70.0,86.0,-7.0
IQ,72,1,75,-82.0,-33.0,-81.0,-34.0
IQ,72,1,76,-50.0,-73.0,-83.0,24.0
CS,72,1,1,2.404,2.321,nan,19,331
IQ,73,0,2,81.0,-61.0,-18.0,117.0
IQ,73,0,3,62.0,-81.0,-37.0,112.0
IQ,73,0,4,-36.0,-96.0,-114.0,25.0
IQ,73,0,5,-58.0,-84.0,-117.0,8.0
IQ,73,0,6,-21.0,-101.0,-97.0,67.0
IQ,73,0,7,94.0,41.0,112.0,36.0
IQ,73,0,8,6.0,183.0,103.0,-194.0
IQ,73,0,9,140.0,-121.0,83.0,205.0
IQ,73,0,10,92.0,-56.0,39.0,115.0
IQ,73,0,11,-89.0,-65.0,-123.0,15.0
IQ,73,0,12,-63.0,-182.0,-127.0,192.0
IQ,73,0,13,113.0,-11.0,110.0,62.0
IQ,73,0,14,-201.0,29.0,-233.0,-45.0
IQ,73,0,15,92.0,185.0,83.0,-225.0
IQ,73,0,16,144.0,151.0,160.0,-182.0
IQ,73,0,17,-7.0,-121.0,-18.0,131.0
IQ,73,0,18,-33.0,-121.0,-32.0,129.0
IQ,73,0,19,108.0,60.0,113.0,-71.0
IQ,73,0,20,-71.0,202.0,-174.0,-179.0
IQ,73,0,21,87.0,92.0,65.0,-119.0
IQ,73,0,22,-80.0,-102.0,-40.0,129.0
IQ,73,0,23,0.0,0.0,0.0,0.0
IQ,73,0,24,0.0,0.0,0.0,0.0
IQ,73,0,25,0.0,0.0,0.0,0.0
IQ,73,0,26,44.0,-127.0,118.0,72.0
IQ,73,0,27,16.0,135.0,-85.0,-112.0
IQ,73,0,28,0.0,0.0,0.0,0.0
IQ,73,0,29,114.0,82.0,7.0,-142.0
IQ,73,0,30,0.0,0.0,0.0,0.0
IQ,73,0,31,0.0,0.0,0.0,0.0
IQ,73,0,32,110.0,101.0,-33.0,-147.0
IQ,73,0,33,-6.0,-154.0,141.0,57.0
IQ,73,0,34,-267.0,57.0,-63.0,278.0
IQ,73,0,35,-129.0,-97.0,63.0,144.0
IQ,73,0,36,0.0,0.0,0.0,0.0
IQ,73,0,37,108.0,270.0,-296.0,-43.0
IQ,73,0,38,-9.0,171.0,-162.0,29.0
IQ,73,0,39,101.0,142.0,-154.0,-64.0
IQ,73,0,40,272.0,148.0,-281.0,-135.0
IQ,73,0,41,0.0,0.0,0.0,0.0
IQ,73,0,42,0.0,0.0,0.0,0.0
IQ,73,0,43,77.0,172.0,-171.0,40.0
IQ,73,0,44,324.0,0.0,-296.0,-142.0
IQ,73,0,45,-171.0,-96.0,177.0,24.0
IQ,73,0,46,121.0,-159.0,-25.0,-181.0
IQ,73,0,47,-191.0,62.0,138.0,119.0
IQ,73,0,48,307.0,153.0,-291.0,173.0
IQ,73,0,49,-84.0,-189.0,108.0,-150.0
IQ,73,0,50,-186.0,-98.0,164.0,-84.0
IQ,73,0,51,-130.0,-166.0,103.0,-154.0
IQ,73,0,52,-119.0,-174.0,74.0,-171.0
IQ,73,0,53,-106.0,184.0,132.0,130.0
IQ,73,0,54,-205.0,63.0,180.0,-36.0
IQ,73,0,55,157.0,143.0,-42.0,178.0
IQ,73,0,56,152.0,-150.0,-182.0,-14.0
IQ,73,0,57,-97.0,-190.0,-61.0,-171.0
IQ,73,0,58,-205.0,-58.0,73.0,-164.0
IQ,73,0,59,-213.0,1.0,89.0,-155.0
IQ,73,0,60,-88.0,-194.0,-117.0,-134.0
IQ,73,0,61,115.0,177.0,107.0,139.0
IQ,73,0,62,-184.0,105.0,111.0,-136.0
IQ,73,0,63,-203.0,-61.0,-65.0,-162.0
IQ,73,0,64,-81.0,-196.0,-163.0,-63.0
IQ,73,0,65,207.0,-40.0,-17.0,172.0
IQ,73,0,66,-125.0,171.0,103.0,-137.0
IQ,73,0,67,-206.0,46.0,-7.0,-172.0
IQ,73,0,68,42.0,-207.0,-134.0,103.0
IQ,73,0,69,-206.0,-44.0,-128.0,-112.0
IQ,73,0,70,-179.0,-111.0,-160.0,-55.0
IQ,73,0,71,200.0,57.0,151.0,72.0
IQ,73,0,72,56.0,-198.0,-58.0,156.0
IQ,73,0,73,-325.0,123.0,-279.0,-115.0
IQ,73,0,74,197.0,-54.0,129.0,102.0
IQ,73,0,75,-178.0,99.0,-111.0,-122.0
IQ,73,0,76,-194.0,-56.0,-162.0,1.0
CS,73,0,1,2.393,2.463,0.618,20,165
IQ,73,1,2,-17.0,22.0,3.0,-28.0
IQ,73,1,3,-14.0,24.0,8.0,-27.0
IQ,73,1,4,14.0,24.0,28.0,-9.0
IQ,73,1,5,22.0,20.0,29.0,-2.0
IQ,73,1,6,14.0,27.0,26.0,-18.0
IQ,73,1,7,-33.0,-5.0,-32.0,-9.0
IQ,73,1,8,-14.0,-58.0,-26.0,56.0
IQ,73,1,9,-34.0,49.0,-32.0,-55.0
IQ,73,1,10,-25.0,26.0,-19.0,-31.0
IQ,73,1,11,36.0,5.0,35.0,-9.0
IQ,73,1,12,40.0,51.0,23.0,-65.0
IQ,73,1,13,-33.0,18.0,-36.0,-11.0
IQ,73,1,14,54.0,-41.0,70.0,0.0
IQ,73,1,15,-55.0,-41.0,-9.0,69.0
IQ,73,1,16,-67.0,-19.0,-26.0,65.0
IQ,73,1,17,24.0,30.0,-6.0,-38.0
IQ,73,1,18,28.0,26.0,-6.0,-38.0
IQ,73,1,19,-37.0,9.0,-20.0,29.0
IQ,73,1,20,-21.0,-60.0,58.0,26.0
IQ,73,1,21,-35.0,-3.0,-4.0,33.0
IQ,73,1,22,34.0,10.0,-4.0,-34.0
IQ,73,1,23,0.0,0.0,0.0,0.0
IQ,73,1,24,0.0,0.0,0.0,0.0
IQ,73,1,25,0.0,0.0,0.0,0.0
IQ,73,1,26,8.0,30.0,-30.0,-9.0
IQ,73,1,27,-20.0,-25.0,23.0,16.0
IQ,73,1,28,0.0,0.0,0.0,0.0
IQ,73,1,29,-32.0,-2.0,4.0,29.0
IQ,73,1,30,0.0,0.0,0.0,0.0
IQ,73,1,31,19.0,-30.0,21.0,-21.0
IQ,73,1,32,-33.0,-10.0,8.0,30.0
IQ,73,1,33,14.0,33.0,-32.0,-10.0
IQ,73,1,34,55.0,-33.0,7.0,-63.0
IQ,73,1,35,36.0,14.0,-17.0,-32.0
IQ,73,1,36,0.0,0.0,0.0,0.0
IQ,73,1,37,-48.0,-56.0,70.0,7.0
IQ,73,1,38,-14.0,-43.0,39.0,-7.0
IQ,73,1,39,-35.0,-30.0,38.0,15.0
IQ,73,1,40,-82.0,-11.0,74.0,31.0
IQ,73,1,41,0.0,0.0,0.0,0.0
IQ,73,1,42,0.0,0.0,0.0,0.0
IQ,73,1,43,-32.0,-42.0,46.0,-15.0
IQ,73,1,44,-84.0,35.0,79.0,41.0
IQ,73,1,45,55.0,7.0,-50.0,-8.0
IQ,73,1,46,-13.0,55.0,7.0,51.0
IQ,73,1,47,40.0,-42.0,-40.0,-35.0
IQ,73,1,48,-99.0,-10.0,79.0,-59.0
IQ,73,1,49,45.0,39.0,-29.0,46.0
IQ,73,1,50,60.0,8.0,-47.0,29.0
IQ,73,1,51,53.0,31.0,-23.0,50.0
IQ,73,1,52,53.0,28.0,-18.0,52.0
IQ,73,1,53,2.0,-62.0,-44.0,-35.0
IQ,73,1,54,50.0,-35.0,-51.0,20.0
IQ,73,1,55,-59.0,-14.0,8.0,-54.0
IQ,73,1,56,-24.0,55.0,54.0,-6.0
IQ,73,1,57,44.0,38.0,27.0,45.0
IQ,73,1,58,56.0,-10.0,-14.0,51.0
IQ,73,1,59,52.0,-24.0,-18.0,49.0
IQ,73,1,60,46.0,33.0,38.0,35.0
IQ,73,1,61,-47.0,-32.0,-40.0,-34.0
IQ,73,1,62,30.0,-46.0,-27.0,44.0
IQ,73,1,63,56.0,-3.0,24.0,45.0
IQ,73,1,64,37.0,39.0,49.0,11.0
IQ,73,1,65,-44.0,31.0,-2.0,-50.0
IQ,73,1,66,16.0,-50.0,-22.0,45.0
IQ,73,1,67,40.0,-35.0,5.0,49.0
IQ,73,1,68,4.0,51.0,31.0,-38.0
IQ,73,1,69,51.0,-8.0,38.0,29.0
IQ,73,1,70,50.0,11.0,46.0,12.0
IQ,73,1,71,-52.0,0.0,-45.0,-18.0
IQ,73,1,72,6.0,50.0,17.0,-45.0
IQ,73,1,73,69.0,-48.0,81.0,29.0
IQ,73,1,74,-46.0,20.0,-42.0,-24.0
IQ,73,1,75,35.0,-36.0,34.0,32.0
IQ,73,1,76,50.0,2.0,48.0,0.0
CS,73,1,1,2.299,2.756,nan,20,165
IQ,74,0,2,-61.0,66.0,65.0,-99.0
IQ,74,0,3,-112.0,-61.0,-134.0,-81.0
IQ,74,0,4,91.0,-88.0,-28.0,152.0
IQ,74,0,5,6.0,-128.0,-124.0,94.0
IQ,74,0,6,-27.0,-126.0,-144.0,60.0
IQ,74,0,7,-123.0,-41.0,-134.0,-80.0
IQ,74,0,8,-16.0,-130.0,-126.0,95.0
IQ,74,0,9,56.0,-120.0,-46.0,152.0
