t_s,media_mA,min_mA,max_mA,n
341.18,0.4313,0.0037,4.3330,9728
341.28,0.4298,0.0036,7.8188,10240
341.38,0.4314,0.0039,7.6621,10240
341.49,0.4256,0.0029,4.5936,10240
341.59,0.4270,0.0017,6.3369,9728
341.69,0.4294,0.0031,5.9066,10240
341.79,0.4283,0.0021,4.2994,10240
341.89,0.4334,0.0016,10.3410,9728
341.99,0.4283,0.0029,4.1413,10240
342.09,0.4342,0.0012,4.4293,10240
342.19,0.4291,0.0015,7.5006,9728
342.29,0.4331,0.0020,4.2418,10240
342.39,0.4290,0.0033,11.1205,10240
342.49,0.4267,0.0021,9.3352,9728
342.59,0.4327,0.0024,4.6470,10240
342.69,0.4230,0.0001,9.5335,10240
342.80,0.4341,0.0031,6.8547,10240
342.90,0.4266,0.0012,4.2322,9728
343.00,0.4277,0.0022,6.8922,10240
343.10,0.4270,0.0026,6.4902,10240
343.21,0.4334,0.0019,4.4486,10240
343.31,0.4307,-0.0001,6.9821,10752
343.41,0.4303,0.0030,4.2562,10240
343.51,0.4295,0.0030,4.7978,10240
343.61,0.4350,0.0019,8.1882,9728
343.72,0.4208,0.0016,9.4530,10240
343.82,0.4289,0.0015,9.3492,10240
343.92,0.4304,0.0024,6.5849,10240
344.02,0.4288,0.0022,6.3631,9728
344.12,0.4324,0.0022,7.9368,10240
344.22,0.4258,0.0027,6.4335,10240
344.32,0.4277,0.0034,8.2453,9728
344.42,0.4310,0.0013,10.6152,10240
344.52,0.4304,0.0004,9.1226,10240
344.62,0.4344,0.0008,8.9006,9728
344.72,0.4278,-0.0001,4.6082,10240
344.82,0.4278,0.0029,4.3667,9728
344.92,0.4295,0.0026,10.1166,10240
345.02,0.4303,-0.0007,10.7808,10240
345.12,0.4287,0.0021,4.3090,9728
345.23,0.4334,0.0027,9.5665,10240
345.33,0.4280,0.0033,4.4582,10240
345.43,0.4306,0.0016,10.5115,10240
345.53,0.4324,0.0023,10.2585,9728
345.63,0.4298,0.0017,6.4000,10240
345.73,0.4330,0.0024,9.5749,10240
345.83,0.4344,0.0036,7.8143,9728
345.93,0.4202,-0.0003,5.7352,10240
346.03,0.4270,0.0020,7.3746,10240
346.13,0.4333,0.0023,8.4903,9728
346.23,0.4264,0.0026,5.6833,10240
346.33,0.4322,0.0027,4.5017,9728
346.43,0.4311,0.0011,8.6588,10240
346.53,0.4324,0.0018,9.1859,10240
346.63,0.4256,0.0024,4.7296,9728
346.73,0.4310,0.0032,4.4293,10240
346.84,0.4317,0.0010,4.3522,9728
346.94,0.4294,0.0012,10.3917,10240
347.04,0.4342,0.0026,4.3474,10240
347.14,0.4254,0.0028,10.4124,9728
347.24,0.4315,0.0017,4.2898,10240
347.34,0.4289,0.0002,8.5748,10240
347.44,0.4300,0.0028,10.2943,9728
347.54,0.4323,0.0011,4.2370,10240
347.64,0.4257,0.0021,8.9296,10240
347.74,0.4310,0.0030,4.5452,9728
347.84,0.4294,0.0018,9.8709,10240
347.94,0.4273,0.0023,11.0155,10240
348.04,0.4284,0.0006,6.4209,9728
348.14,0.4313,0.0028,4.4293,10240
348.24,0.4297,0.0016,9.8827,10240
348.35,0.4247,0.0034,9.3761,9728
348.45,0.4287,0.0032,4.3956,10240
348.55,0.4270,0.0015,4.4148,10240
348.65,0.4301,0.0034,8.4739,9728
348.75,0.4286,0.0034,6.8276,10240
348.85,0.4263,0.0040,7.7028,9728
348.95,0.4330,0.0012,8.8544,10240
349.05,0.4261,0.0022,5.8520,10240
349.15,0.4319,0.0026,10.0257,9728
349.25,0.4334,0.0030,4.1891,10240
349.35,0.4248,0.0029,10.2764,10240
349.45,0.4298,0.0012,8.5890,10240
349.55,0.4268,0.0001,8.3669,9728
349.65,0.4299,0.0014,8.5988,10240
349.75,0.4308,0.0038,4.2131,10240
349.85,0.4304,0.0034,4.3330,9728
349.96,0.4276,0.0015,8.9265,10240
350.06,0.4356,0.0013,4.4052,10240
350.16,0.4272,0.0029,7.9860,9728
350.26,0.4281,0.0024,8.5439,10240
350.36,0.4333,0.0024,4.3186,10240
350.46,0.4284,0.0010,9.0275,9728
350.56,0.4245,0.0033,9.5553,10240
350.66,0.4275,0.0015,9.6340,9728
350.76,0.4329,0.0008,8.2000,10240
350.86,0.4235,0.0021,8.8545,10240
350.96,0.4265,0.0017,6.3348,9728
351.06,0.4249,0.0026,7.6787,10240
351.16,0.4316,0.0008,8.8506,10240
351.26,0.4315,0.0023,6.1748,9728
351.36,0.4238,0.0016,6.4651,10240
351.46,0.4349,0.0011,4.3522,10240
351.57,0.4305,-0.0006,8.8938,9728
351.67,0.4314,0.0022,10.6610,10240
351.77,0.4346,0.0036,4.2466,10240
351.87,0.4313,0.0027,8.0862,9728
351.97,0.4219,0.0022,6.9821,10240
352.07,0.4338,0.0017,10.8906,10240
352.17,0.4272,0.0012,4.0793,10240
352.27,0.4326,0.0028,9.0171,9728
352.37,0.4323,0.0026,8.7440,10240
352.47,0.4254,0.0019,7.0736,10240
352.57,0.4324,0.0017,9.2954,9728
352.67,0.4326,0.0009,4.1796,10240
352.78,0.4308,0.0030,10.2947,10240
352.88,0.4293,0.0034,9.0667,9728
352.98,0.4245,0.0028,9.7070,10240
353.08,0.4316,0.0012,9.7456,10240
353.18,0.4266,0.0025,7.5695,9728
353.28,0.4322,0.0028,9.0583,10240
353.38,0.4251,0.0021,8.3812,10240
353.48,0.4311,0.0033,9.7404,9728
353.58,0.4317,0.0022,10.0359,10240
353.68,0.4288,0.0039,4.1700,10240
353.78,0.4273,0.0023,7.6294,9728
353.88,0.4298,0.0025,8.1040,10240
353.98,0.4261,0.0033,5.8128,10240
354.08,0.4287,0.0017,9.9376,9728
354.19,0.4285,0.0028,8.0214,10240
354.29,0.4339,0.0025,5.7652,10240
354.39,0.4278,0.0041,8.2000,9728
354.49,0.4275,0.0015,9.3352,10240
354.59,0.4299,0.0019,10.7987,9728
354.69,0.4338,0.0017,10.3859,10240
354.79,0.4283,0.0017,9.2851,10240
354.89,0.4271,0.0012,9.9134,9728
354.99,0.4287,0.0029,6.0667,10240
355.09,0.4362,0.0027,9.9382,10240
355.19,0.4265,0.0025,6.6947,9728
355.29,0.4259,0.0030,9.1531,10240
355.39,0.4325,0.0019,6.9995,10240
355.49,0.4297,0.0022,9.0482,9728
355.59,0.4274,0.0017,8.4081,10240
355.69,0.4296,0.0020,9.3352,10240
355.79,0.4265,-0.0002,8.8857,9728
355.89,0.4304,0.0023,6.6229,10240
355.99,0.4288,0.0012,10.7130,9728
356.09,0.4301,0.0028,4.4196,10240
356.19,0.4284,-0.0001,8.3514,9728
356.29,0.4298,0.0015,9.6892,10240
356.40,0.4339,0.0014,11.3506,10240
356.50,0.4267,0.0020,8.5802,9728
356.60,0.4292,0.0019,10.0861,10240
356.70,0.4264,0.0037,9.0167,10240
356.80,0.4327,0.0034,4.2946,9728
356.90,0.4324,0.0027,7.7347,10240
357.00,0.4342,0.0028,4.2898,10240
357.10,0.4250,0.0023,6.3586,9728
357.20,0.4343,0.0025,7.3872,10240
357.30,0.4313,0.0025,8.9832,10240
357.40,0.4269,0.0035,4.3234,9728
357.50,0.4339,0.0018,12.0890,10240
357.60,0.4316,0.0035,9.4778,10240
357.70,0.4305,0.0027,8.4681,9728
357.80,0.4334,0.0034,4.4872,10240
357.90,0.4301,0.0037,4.4486,9728
358.00,0.4323,0.0040,4.4824,10240
358.10,0.4334,0.0034,8.4905,9728
358.20,0.4273,0.0032,6.8024,10240
358.30,0.4307,0.0039,7.7891,10240
358.41,0.4306,0.0011,9.7054,9728
358.51,0.4377,0.0017,10.0912,10240
358.61,0.4289,0.0014,8.6592,10240
358.71,0.4295,0.0024,9.3151,9728
358.81,0.4323,0.0010,7.8383,10240
358.91,0.4321,0.0010,4.5500,10240
359.01,0.4258,0.0034,8.6533,9728
359.11,0.4304,0.0021,7.8980,10240
359.21,0.4347,0.0025,4.4004,9728
359.31,0.4232,0.0024,8.4778,10240
359.41,0.4331,0.0025,4.4920,10240
359.51,0.4268,0.0020,8.4980,9728
359.61,0.4311,0.0026,4.5839,10240
359.71,0.4341,0.0024,9.5419,10240
359.81,0.4236,0.0024,7.8383,9728
359.91,0.4316,0.0034,10.3859,10240
360.01,0.4319,0.0006,4.3956,9728
360.12,0.4269,0.0029,4.3186,10240
360.22,0.4316,0.0012,7.5985,10240
360.32,0.4278,0.0031,4.4004,9728
360.42,0.4296,0.0004,9.9019,10240
360.52,0.4278,0.0028,9.0221,10240
360.62,0.4319,0.0009,11.1205,9728
360.72,0.4318,0.0025,10.2028,10240
360.82,0.4288,0.0026,7.1858,10240
360.92,26.1166,0.0548,55.1099,9728
361.02,31.2089,2.4425,63.7899,10240
361.12,35.8889,24.0576,63.2136,10240
361.22,36.1302,24.1067,63.3864,9728
361.32,35.9013,24.1067,63.6745,10240
361.42,35.9134,24.1067,64.0784,9728
361.52,35.6369,24.0084,63.7322,10240
361.62,35.9315,23.8121,63.5016,10240
361.72,36.1170,23.7630,63.3864,9728
361.82,35.8451,24.1067,63.2712,10240
361.93,37.5480,23.9593,67.1912,10240
362.03,36.0890,24.1067,63.7899,9728
362.13,35.2761,24.1067,63.3288,10240
362.23,35.4151,24.0576,63.0985,9728
362.33,34.7155,24.3033,63.9052,10240
362.43,34.0183,23.9593,63.2136,10240
362.53,34.2248,24.0084,63.2136,10240
362.63,34.1231,24.0576,64.0784,9728
362.73,34.2188,23.8612,64.2517,10240
362.83,34.0655,23.9593,63.4440,10240
362.93,17.4758,1.2914,68.7032,9728
363.03,0.8705,0.0019,9.9741,10240
363.13,0.4336,0.0028,4.0412,9728
363.23,0.4254,0.0017,7.6780,10240
363.33,0.4343,0.0012,8.5327,10240
363.43,0.4335,0.0018,4.3282,9728
363.53,0.4344,0.0027,9.8856,10240
363.63,0.4264,0.0022,4.4052,10240
363.73,0.4344,0.0023,10.1113,9728
363.83,0.4271,0.0018,4.4969,10240
363.93,0.4359,0.0034,6.2374,9728
364.03,0.4263,0.0031,4.3282,10240
364.13,0.4295,0.0022,7.5694,9728
364.24,0.4341,0.0017,4.5210,10240
364.34,0.4314,0.0029,4.3138,10240
364.44,0.4264,0.0013,6.3293,9728
364.54,0.4328,0.0023,8.2906,10240
364.64,0.4266,0.0032,4.3619,9728
364.74,0.4312,0.0041,4.3570,10240
364.84,0.4331,0.0030,10.0271,10240
364.94,0.4312,0.0030,8.1954,9728
365.04,0.4347,0.0015,9.4974,10240
365.14,0.4254,0.0016,10.0745,10240
365.24,0.4318,0.0032,9.7272,9728
365.34,0.4345,0.0012,4.4679,10240
365.44,0.4314,0.0016,10.8465,10240
365.54,0.4311,0.0016,4.1175,9728
365.64,0.4322,0.0028,8.5421,10240
365.74,0.4275,0.0012,9.7670,10240
365.84,0.4322,0.0034,4.3474,9728
365.95,0.4301,0.0036,4.1127,10240
366.05,0.4269,0.0020,10.5867,10240
366.15,0.4331,0.0026,4.2658,9728
366.25,0.4324,0.0037,7.7780,10240
366.35,0.4287,0.0040,9.4719,10240
366.45,0.4314,0.0026,4.3859,9728
366.55,0.4337,0.0038,4.5017,10240
366.65,0.4297,0.0007,9.2571,10240
366.75,0.4309,0.0034,10.2889,9728
366.85,0.4331,0.0027,8.2087,10240
366.95,0.4224,0.0008,7.1080,10240
367.05,0.4322,0.0010,9.4773,9728
367.15,0.4315,0.0021,9.5175,10240
367.25,0.4350,0.0006,4.5162,10240
367.36,0.4252,0.0023,8.2803,9728
367.46,0.4322,0.0034,9.0381,10240
367.56,0.4268,0.0003,10.3567,10240
367.66,0.4282,0.0023,9.3352,9728
367.76,0.4359,0.0014,8.7510,10240
367.86,0.4241,0.0017,10.3054,10240
367.96,0.4349,0.0025,4.0412,9728
368.06,0.4293,0.0029,4.1175,10240
368.16,0.4388,0.0026,10.9365,10240
368.26,0.4275,0.0024,8.9580,9728
368.36,0.4329,0.0043,4.1796,10240
368.46,0.4328,0.0032,10.4440,10240
368.57,0.4283,0.0030,4.2322,10240
368.67,0.4299,0.0028,4.4486,10240
368.77,0.4293,0.0032,6.5385,9728
368.87,0.4260,0.0027,7.1170,10240
368.97,0.4289,0.0030,4.3859,10240
369.07,0.4331,0.0019,4.1891,9728
369.17,0.4299,0.0023,11.2125,10240
369.27,0.4309,0.0017,10.6491,10240
369.37,0.4326,0.0032,4.1700,9728
369.47,0.4281,0.0038,4.3042,10240
369.57,0.4316,0.0030,4.2706,10240
369.68,0.4355,0.0023,4.4969,9728
369.78,0.4266,0.0012,9.6482,10240
369.88,0.4291,0.0026,4.1604,10240
369.98,0.4317,0.0028,4.3956,9728
370.08,0.4312,0.0032,7.4862,10240
370.18,0.4303,0.0010,7.2070,10240
370.28,0.4280,0.0023,4.1939,10240
370.38,0.4303,0.0025,6.3987,9728
370.48,0.4294,0.0027,4.2658,10240
370.58,0.4276,0.0032,6.9314,10240
370.68,0.4325,0.0047,10.1912,9728
370.78,0.4302,0.0021,5.6278,10240
370.88,0.4312,0.0023,4.4196,10240
370.98,0.4313,0.0017,4.2322,9728
371.09,0.4337,0.0008,4.3811,10240
371.19,0.4265,0.0008,8.3827,10240
371.29,0.4278,0.0025,8.4142,9728
371.39,0.4299,0.0019,7.9739,10240
371.49,0.4317,0.0029,4.3907,9728
371.59,0.4309,0.0008,7.5675,10240
371.69,0.4284,0.0039,4.3763,10240
371.79,0.4285,0.0018,4.2850,9728
371.89,0.4352,0.0021,4.6858,10240
371.99,0.4258,0.0008,7.8156,10240
372.09,0.4305,0.0024,8.6264,9728
372.19,0.4308,0.0027,4.1222,10240
372.29,0.4345,0.0001,10.4745,10240
372.39,0.4290,0.0014,6.8105,9728
372.49,0.4247,0.0024,6.6642,10240
372.59,0.4293,0.0023,8.9508,9728
372.69,0.4328,0.0035,5.8129,10240
372.79,0.4278,0.0012,10.7069,10240
372.89,0.4335,0.0015,4.3378,9728
373.00,0.4248,0.0020,9.7456,10240
373.10,0.4335,0.0025,7.5485,9728
373.20,0.4255,0.0026,10.0832,10240
373.30,0.4309,0.0027,4.5791,10240
373.40,0.4343,0.0041,4.2179,10240
373.50,0.4274,0.0015,9.4089,9728
373.60,0.4338,0.0031,4.3956,10240
373.70,0.4306,0.0031,4.3474,10240
373.80,0.4272,0.0035,4.1270,9728
373.90,0.4277,0.0036,8.6549,10240
374.00,0.4281,0.0038,6.9821,10240
374.10,0.4338,0.0026,4.2514,9728
374.20,0.4298,0.0029,11.7656,10240
374.30,0.4291,0.0022,9.5853,9728
374.40,0.4342,0.0035,9.8961,10240
374.50,0.4329,0.0023,9.5835,10240
374.60,0.4325,0.0027,8.6471,9728
374.70,0.4333,0.0017,4.4775,10240
374.81,0.4325,0.0019,4.2227,9728
374.91,0.4318,0.0021,9.2628,10240
375.01,0.4259,0.0013,6.0795,10240
375.11,0.4286,0.0033,9.3952,9728
375.21,0.4325,0.0029,4.4486,10240
375.31,0.4305,0.0034,4.3522,10240
375.41,0.4279,0.0002,6.9299,9728
375.51,0.4275,0.0030,6.2855,10240
375.61,0.4297,0.0030,6.0669,9728
375.71,0.4332,0.0027,7.8595,10240
375.81,0.4235,0.0008,10.9825,10240
375.91,0.4319,0.0015,7.3551,9728
376.01,0.4261,0.0027,7.7316,10240
376.11,0.4323,0.0023,4.2802,9728
376.21,0.4308,0.0030,4.2994,10240
376.31,0.4290,0.0029,5.8202,10240
376.41,0.4249,0.0030,9.7964,9728
376.51,0.4262,0.0020,4.5162,10240
376.61,0.4250,0.0017,6.3657,10240
376.71,0.4309,0.0024,8.9195,9728
376.82,0.4290,0.0010,6.4435,10240
376.92,0.4301,0.0019,8.3135,10240
377.02,0.4312,0.0015,4.3090,9728
377.12,0.4256,0.0020,9.1359,10240
377.22,0.4316,0.0028,4.2994,10240
377.32,0.4310,0.0027,4.4872,9728
377.42,0.4288,0.0028,6.3784,10240
377.52,0.4282,0.0015,5.8119,10240
377.62,0.4266,0.0027,10.1735,9728
377.72,0.4287,0.0041,8.2677,10240
377.82,0.4322,0.0041,4.2706,10240
377.92,0.4287,0.0023,10.0044,9728
378.02,0.4284,0.0018,10.6811,10240
378.12,0.4343,0.0027,10.0138,9728
378.22,0.4265,0.0031,6.1780,10240
378.32,0.4311,0.0034,4.1557,10240
378.42,0.4274,0.0032,7.6911,9728
378.53,0.4303,0.0027,8.8160,10240
378.63,0.4266,0.0027,8.7501,10240
378.73,0.4283,0.0009,4.5065,9728
378.83,0.4253,0.0010,7.0771,10240
378.93,0.4229,0.0013,6.7925,10240
379.03,0.4307,0.0030,7.6785,9728
379.13,0.4258,0.0020,7.8771,10240
379.23,0.4306,0.0018,11.0285,10240
379.33,0.4309,0.0023,8.7440,10240
379.43,0.4341,0.0021,4.3811,9728
379.53,0.4230,0.0011,8.4500,10240
379.63,0.4347,0.0015,8.9621,9728
379.73,0.4315,-0.0002,9.9492,10240
379.83,0.4298,0.0011,10.6610,10240
379.93,0.4324,0.0022,10.5440,9728
380.03,0.4337,0.0021,9.8308,10240
380.13,0.4256,0.0017,4.0793,9728
380.24,0.4291,0.0018,9.9757,10240
380.34,0.4264,0.0024,8.1066,10240
380.44,0.4304,0.0001,4.1748,9728
380.54,0.4291,-0.0005,4.1175,10240
380.64,0.4290,-0.0001,4.3090,9728
380.74,0.4256,0.0025,9.4250,10240
380.84,0.4297,0.0023,8.5848,10240
380.94,0.4287,0.0026,7.0385,9728
381.04,0.4295,0.0026,4.3522,10240
381.14,0.4301,0.0018,4.3956,10240
381.24,0.4292,0.0030,7.7035,9728
381.34,0.4257,0.0028,6.0342,10240
381.44,0.4331,0.0027,4.3811,9728
381.54,0.4306,0.0010,8.9349,10240
381.64,0.4288,0.0010,8.1854,10240
381.74,0.4247,0.0027,10.2990,9728
381.84,0.4280,0.0036,10.6152,10240
381.94,0.4314,0.0030,4.2035,10240
382.04,0.4329,0.0030,4.5404,9728
382.14,0.4328,0.0020,4.4679,10240
382.24,0.4291,0.0038,8.4373,9728
382.35,0.4264,0.0026,8.9712,10240
382.45,0.4320,0.0033,9.2441,10240
382.55,0.4304,0.0027,8.1023,9728
382.65,0.4344,0.0029,9.7638,10240
382.75,0.4269,0.0011,6.2964,10240
382.85,0.4301,0.0017,9.8794,10240
382.95,0.4272,0.0028,8.5933,9728
383.05,0.4300,-0.0008,4.2946,10240
383.15,0.4241,0.0017,8.6412,10240
383.25,0.4365,0.0005,10.2012,9728
383.35,0.4232,0.0016,5.5634,10240
383.45,0.4346,0.0014,9.7654,9728
383.55,0.4305,0.0005,4.3763,10240
383.66,0.4294,0.0006,4.3619,10240
383.76,0.4307,0.0009,7.6549,10240
383.86,0.4251,-0.0006,6.8827,9728
383.96,0.4301,0.0014,8.5818,10240
384.06,0.4270,0.0003,4.6179,9728
384.16,0.4275,0.0003,7.7960,10240
384.26,0.4344,-0.0000,9.0139,10240
384.36,0.4266,0.0001,9.5099,10240
384.46,0.4259,0.0009,9.0350,9728
384.56,0.4290,0.0016,9.0167,10240
384.66,0.4285,0.0021,6.2230,10240
384.76,0.4276,0.0025,6.5064,10240
384.86,0.4325,0.0029,4.2898,9728
384.97,0.4267,0.0008,6.3499,10240
385.07,0.4325,0.0002,4.6761,9728
385.17,0.4223,0.0026,7.9038,10240
385.27,0.4332,0.0009,10.6610,10240
385.37,0.4261,-0.0004,4.5597,9728
385.47,0.4280,0.0003,6.3091,10240
385.57,0.4273,0.0008,9.4621,9728
385.67,0.4276,0.0013,9.2126,10240
385.77,0.4283,0.0022,8.5810,10240
385.87,0.4293,0.0023,9.9027,9728
385.97,0.4299,0.0030,9.3992,10240
386.07,0.4265,0.0009,7.6734,10240
386.17,0.4369,-0.0004,4.5017,9728
386.27,0.4281,0.0034,4.1796,10240
386.37,0.4291,0.0034,4.6276,10240
386.47,0.4318,0.0033,4.3667,9728
386.57,0.4285,0.0028,7.2954,10240
386.68,0.4307,0.0021,10.2578,10240
386.78,0.4332,0.0032,4.3522,9728
386.88,0.4300,0.0026,5.9985,10240
386.98,0.4273,0.0030,7.3318,10240
387.08,0.4299,0.0034,4.3907,10240
387.18,0.4274,0.0036,6.6588,9728
387.28,0.4313,0.0012,9.3101,10240
387.38,0.4278,0.0018,9.5565,10240
387.48,0.4289,0.0015,7.7518,9728
387.58,0.4288,0.0027,7.8496,10240
387.68,0.4287,0.0013,6.0932,10240
387.78,0.4303,0.0017,4.3234,9728
387.88,0.4294,0.0023,8.8161,10240
387.99,0.4318,0.0024,8.7982,10240
388.09,0.4322,0.0025,8.8387,9728
388.19,0.4325,0.0003,7.7191,10240
388.29,0.4252,0.0025,11.6733,10240
388.39,0.4316,0.0018,10.2869,9728
388.49,0.4301,0.0029,6.5622,10240
388.59,0.4272,0.0033,4.3330,10240
388.69,0.4290,0.0014,4.3907,9728
388.79,0.4287,0.0010,10.6152,10240
388.89,0.4291,0.0018,10.5470,10240
388.99,0.4300,0.0024,9.6702,9728
389.09,0.4246,0.0002,10.1909,10240
389.19,0.4300,0.0029,4.4775,10240
389.29,0.4252,0.0029,9.9227,9728
389.39,0.4327,0.0031,4.5259,10240
389.50,0.4278,0.0028,7.6036,10240
389.60,0.4272,0.0034,9.6399,9728
389.70,0.4298,0.0023,8.9257,10240
389.80,0.4254,0.0022,6.4883,9728
389.90,0.4318,0.0027,4.7491,10240
390.00,0.4288,0.0038,7.8232,9728
390.10,0.4277,0.0024,6.7162,10240
390.20,0.4345,0.0033,7.4850,10240
390.30,0.4270,0.0036,8.2960,9728
390.40,0.4275,0.0016,9.6006,10240
390.50,0.4259,0.0034,6.6696,10240
390.60,0.4278,0.0018,4.6082,9728
390.70,0.4281,0.0027,10.8447,10240
390.80,0.4295,0.0023,4.3234,9728
390.90,0.4299,-0.0005,10.5693,10240
391.00,0.4320,0.0030,10.0198,10240
391.10,0.4297,0.0010,4.2227,9728
391.20,0.4283,0.0017,8.9801,10240
391.30,0.4312,0.0003,7.5343,10240
391.40,0.4307,0.0019,10.0819,9728
391.50,0.4300,0.0005,8.9088,10240
391.60,0.4293,0.0022,7.3436,9728
391.70,0.4349,-0.0006,10.4349,10240
391.80,0.4221,0.0016,8.7349,10240
391.91,0.4332,0.0009,4.4582,9728
392.01,0.4300,0.0027,5.9503,10240
392.11,0.4323,0.0003,4.5113,10240
392.21,0.4254,0.0004,9.3486,9728
392.31,0.4318,0.0012,10.7223,10240
392.41,0.4235,0.0015,10.0723,9728
392.51,0.4344,-0.0014,10.0160,10240
392.61,0.4237,0.0012,6.3423,10240
392.71,0.4254,-0.0004,10.2028,9728
392.81,0.4295,0.0028,11.0745,10240
392.91,0.4308,0.0005,8.4866,10240
393.01,0.4241,0.0017,6.8546,9728
393.11,0.4273,0.0030,8.6503,10240
393.21,0.4338,0.0016,9.9402,9728
393.31,0.4288,0.0026,10.3041,10240
393.41,0.4296,0.0005,6.9851,10240
393.52,0.4328,-0.0007,4.3138,10240
393.62,0.4292,0.0019,10.3061,9728
393.72,0.4262,0.0025,8.2082,10240
393.82,0.4282,0.0008,4.3186,10240
393.92,0.4318,0.0024,8.1226,9728
394.02,0.4266,0.0026,9.3352,10240
394.12,0.4288,0.0021,10.0486,10240
394.22,0.4287,0.0017,8.8878,9728
394.32,0.4319,0.0030,4.4196,10240
394.42,0.4223,0.0017,5.9985,10240
394.52,0.4322,0.0035,6.7721,9728
394.62,0.4264,0.0027,7.1673,10240
394.72,0.4328,0.0038,4.1987,10240
394.82,0.4262,0.0005,9.6795,9728
394.92,0.4308,0.0027,10.6152,10240
395.02,0.4290,0.0023,8.9846,9728
395.12,0.4343,0.0031,3.9841,10240
395.23,0.4267,0.0033,8.6288,10240
395.33,0.4302,0.0017,6.7199,9728
395.43,0.4283,0.0012,7.2301,10240
395.53,0.4282,0.0027,6.4593,10240
395.63,0.4334,0.0036,4.3956,10240
395.73,0.4293,0.0020,9.1080,9728
395.83,0.4298,0.0025,9.9186,10240
395.93,0.4338,0.0027,9.6409,10240
396.03,0.4254,0.0024,4.5210,9728
396.13,0.4332,0.0036,9.9284,10240
396.23,0.4254,-0.0003,8.1174,9728
396.33,0.4317,0.0019,11.4427,10240
396.43,0.4333,0.0021,4.3186,10240
396.53,0.4318,0.0014,9.4264,9728
396.63,0.4296,0.0021,6.1833,10240
396.73,0.4272,0.0034,6.3053,9728
396.83,0.4291,0.0029,9.4171,10240
396.94,0.4254,0.0008,7.4753,10240
397.04,0.4264,-0.0000,8.7708,9728
397.14,0.4305,0.0024,10.0163,10240
397.24,0.4282,0.0001,7.9404,10240
397.34,0.4320,0.0030,4.4004,9728
397.44,0.4295,0.0030,7.5569,10240
397.54,0.4314,0.0024,4.0555,10240
397.64,0.4284,0.0021,4.5597,9728
397.74,0.4261,0.0018,8.9190,10240
397.84,0.4341,0.0027,9.2897,9728
397.94,0.4268,0.0028,7.7156,10240
398.04,0.4261,0.0021,8.6079,9728
398.14,0.4282,0.0026,10.5024,10240
398.24,0.4292,0.0033,7.3257,10240
398.34,0.4360,0.0009,4.5162,9728
398.44,0.4245,0.0008,10.0175,10240
398.54,0.4257,0.0009,8.4182,9728
398.64,0.4279,0.0009,5.7855,10240
398.74,0.4261,-0.0011,9.0538,10240
398.84,0.4367,0.0007,4.2610,9728
398.94,0.4299,-0.0006,9.3014,10240
399.04,0.4244,-0.0011,7.8640,9728
399.14,0.4316,-0.0010,10.9365,10240
399.24,0.4320,0.0018,7.0455,9728
399.34,0.4272,0.0019,4.1461,10240
399.44,0.4307,0.0025,4.5017,10240
399.54,0.4327,0.0019,8.9754,9728
399.64,0.4284,0.0026,4.4679,10240
399.74,0.4271,0.0007,9.7913,9728
399.84,0.4334,0.0015,4.5743,10240
399.95,0.4329,0.0016,4.1891,10240
400.05,0.4269,0.0009,4.5065,9728
400.15,0.4296,0.0010,4.0745,10240
400.25,0.4282,0.0006,10.6776,10240
400.35,0.4305,0.0035,4.2706,9728
400.45,0.4260,0.0030,7.8909,10240
400.55,0.4315,0.0022,4.2083,9728
400.65,0.4280,0.0038,10.2828,10240
400.75,0.4321,0.0030,7.4677,9728
400.85,0.4256,0.0016,7.6505,10240
400.95,0.4318,0.0016,9.1891,10240
401.05,0.4306,0.0028,4.5404,9728
401.15,0.4301,0.0027,9.2897,10240
401.25,0.4274,0.0013,6.4580,9728
401.35,0.4236,-0.0006,6.1115,10240
401.45,0.4282,0.0003,7.2971,10240
401.55,0.4278,0.0010,8.6020,9728
401.65,0.4298,0.0033,4.2994,10240
401.75,0.4318,0.0021,4.6421,10240
401.85,0.4282,0.0027,4.4727,9728
401.95,0.4296,0.0002,8.8349,10240
402.06,0.4315,0.0017,8.0308,10240
402.16,0.4257,0.0009,6.4300,9728
402.26,0.4302,-0.0003,6.3446,10240
402.36,0.4252,0.0023,9.9284,10240
402.46,0.4273,0.0033,11.4427,9728
402.56,0.4298,0.0018,4.6470,10240
402.66,0.4332,0.0017,10.2374,9728
402.76,0.4296,0.0005,8.5798,10240
402.86,0.4237,0.0017,7.8902,10240
402.96,0.4292,0.0005,7.2144,9728
403.06,0.4278,0.0014,6.9749,10240
403.16,0.4298,0.0023,4.3330,9728
403.26,0.4298,0.0019,8.0663,10240
403.36,0.4260,0.0007,10.0824,10240
403.46,0.4316,0.0002,4.1844,9728
403.56,0.4290,0.0007,7.2971,10240
403.66,0.4314,0.0013,5.6833,10240
403.76,0.4338,0.0015,8.3716,9728
403.86,0.4250,0.0033,8.7432,10240
403.96,0.4304,0.0012,10.3754,9728
404.06,0.4310,-0.0001,10.5796,10240
404.16,0.4320,0.0005,7.8871,10240
404.26,0.4327,0.0030,8.4265,9728
404.37,0.4353,0.0017,10.0198,10240
404.47,0.4282,0.0015,4.3330,10240
404.57,0.4351,0.0028,10.6152,9728
404.67,0.4248,0.0027,4.4052,10240
404.77,0.4299,0.0030,9.6164,10240
404.87,0.4273,0.0023,5.8913,9728
