t_s,media_mA,min_mA,max_mA,n
186.18,0.4314,0.0003,4.5936,10240
186.28,0.4315,0.0005,8.6440,10240
186.38,0.4284,0.0034,8.0945,9728
186.48,0.4313,0.0011,4.7053,10240
186.58,0.4346,0.0027,8.0006,10240
186.68,0.4256,0.0019,6.2643,9728
186.78,0.4285,0.0025,7.1167,10240
186.88,0.4260,0.0008,7.9187,10240
186.98,0.4349,0.0015,4.3619,9728
187.08,0.4304,0.0019,7.5124,10240
187.18,0.4288,0.0027,4.4196,9728
187.28,0.4326,0.0020,8.4177,10240
187.38,0.4217,0.0028,6.5453,10240
187.49,0.4297,0.0019,6.4366,9728
187.59,0.4330,0.0020,8.5792,10240
187.69,0.4253,0.0025,6.1106,10240
187.79,0.4314,0.0020,9.8807,9728
187.89,0.4301,0.0020,4.1891,10240
187.99,0.4353,0.0038,4.9984,10240
188.09,0.4293,0.0028,8.9921,9728
188.19,0.4297,0.0035,6.4435,10240
188.29,0.4292,0.0010,8.7744,10240
188.39,0.4286,0.0031,10.0748,9728
188.49,0.4333,0.0023,7.1029,10240
188.59,0.4334,0.0035,4.3282,9728
188.69,0.4262,0.0016,8.6016,10240
188.79,0.4324,0.0023,4.4148,10240
188.89,0.4318,0.0028,7.4201,9728
188.99,0.4318,0.0015,4.1031,10240
189.09,0.4300,0.0023,9.8708,9728
189.19,0.4291,0.0030,4.1939,10240
189.30,0.4257,0.0019,10.0790,10240
189.40,0.4330,0.0022,9.5029,10240
189.50,0.4331,0.0019,6.4883,9728
189.60,0.4269,0.0019,6.5780,10240
189.70,0.4323,0.0004,8.5844,9728
189.80,0.4277,0.0016,4.3667,10240
189.90,0.4317,0.0029,9.2132,10240
190.00,0.4345,0.0011,9.2185,9728
190.10,0.4297,0.0032,8.5690,10240
190.20,0.4230,0.0025,8.0619,10240
190.30,0.4323,0.0009,8.2100,9728
190.40,0.4265,0.0028,7.4656,10240
190.50,0.4332,0.0027,4.3474,10240
190.60,0.4303,0.0019,8.8894,9728
190.70,0.4314,0.0030,9.4762,10240
190.80,0.4325,0.0015,4.2610,9728
190.90,0.4289,0.0031,7.5926,10240
191.00,0.4315,0.0026,4.4727,10240
191.10,0.4292,0.0019,7.4523,9728
191.21,0.4291,0.0017,4.3907,10240
191.31,0.4350,0.0030,4.3811,9728
191.41,0.4266,0.0030,10.2943,10240
191.51,0.4303,0.0030,9.6508,10240
191.61,0.4315,0.0034,4.3282,10240
191.71,0.4291,0.0033,4.1748,9728
191.81,0.4299,0.0025,9.7033,10240
191.91,0.4310,0.0022,9.2049,9728
192.01,0.4292,0.0031,7.1586,10240
192.11,0.4364,0.0019,9.1656,10240
192.21,0.4260,0.0023,6.0667,9728
192.31,0.4358,0.0032,9.5623,10240
192.41,0.4325,0.0021,7.4161,10240
192.51,0.4247,0.0023,10.2485,9728
192.61,0.4364,0.0025,4.2179,10240
192.71,0.4262,0.0028,7.9819,10240
192.81,0.4288,0.0006,8.9078,9728
192.92,0.4289,0.0023,8.8524,10240
193.02,0.4299,0.0040,4.3234,9728
193.12,0.4326,0.0023,7.3444,10240
193.22,0.4279,0.0012,9.2599,10240
193.32,0.4234,0.0017,8.9782,9728
193.42,0.4318,0.0015,8.1662,10240
193.52,0.4314,0.0021,4.3090,9728
193.62,0.4309,0.0027,9.3144,10240
193.72,0.4344,0.0016,8.6986,10240
193.82,0.4338,0.0034,4.9298,9728
193.92,0.4286,0.0005,4.3522,10240
194.02,0.4305,0.0015,7.4773,9728
194.12,0.4243,0.0027,8.3434,10240
194.22,0.4333,0.0016,4.4389,10240
194.32,0.4312,0.0027,8.2453,9728
194.42,0.4300,0.0027,4.4679,10240
194.52,0.4271,0.0030,4.6130,9728
194.62,0.4289,0.0004,8.6079,10240
194.72,0.4265,0.0032,4.4582,10240
194.82,0.4289,0.0009,8.2458,9728
194.92,0.4293,0.0004,4.5791,10240
195.02,0.4272,0.0025,9.0814,9728
195.12,0.4298,0.0036,9.4719,10240
195.22,0.4268,0.0018,9.3664,10240
195.32,0.4319,0.0024,9.7201,9728
195.42,0.4285,0.0019,6.8135,10240
195.52,0.4268,0.0019,4.3859,10240
195.63,0.4306,0.0016,9.9462,9728
195.73,0.4306,0.0022,4.2562,10240
195.83,0.4332,0.0034,10.9365,10240
195.93,0.4336,0.0019,4.2083,9728
196.03,0.4231,0.0019,8.4330,10240
196.13,0.4239,0.0034,5.9955,10240
196.23,0.4263,0.0025,9.0533,9728
196.33,0.4305,0.0023,4.3042,10240
196.43,0.4338,0.0037,9.4927,10240
196.53,0.4278,0.0024,9.6679,9728
196.63,0.4296,0.0003,4.4100,10240
196.73,0.4337,0.0029,4.9151,10240
196.83,0.4295,0.0038,4.5936,9728
196.93,0.4279,0.0023,4.8369,10240
197.03,0.4281,0.0020,6.6447,9728
197.13,0.4289,0.0027,10.1672,10240
197.23,0.4261,0.0034,9.1222,9728
197.33,0.4294,0.0031,8.7794,10240
197.44,0.4315,0.0031,7.1218,10240
197.54,0.4339,0.0019,4.6907,9728
197.64,0.4293,0.0003,10.1980,10240
197.74,0.4284,0.0023,7.2070,10240
197.84,0.4287,0.0019,7.6126,10240
197.94,0.4294,0.0033,10.4922,9728
198.04,0.4249,0.0021,7.2230,10240
198.14,0.4309,0.0030,4.4679,9728
198.24,0.4302,0.0007,4.5259,10240
198.34,0.4351,0.0027,4.5597,10240
198.44,0.4300,0.0013,7.8230,9728
198.54,0.4276,0.0028,10.6152,10240
198.64,0.4255,0.0018,6.6740,9728
198.74,0.4283,0.0018,11.2125,10240
198.84,0.4329,0.0029,4.1509,10240
198.94,0.4322,0.0003,4.3474,9728
199.04,0.4300,0.0026,8.6079,10240
199.14,0.4310,0.0020,8.9712,10240
199.25,0.4346,0.0027,8.7642,9728
199.35,0.4315,0.0022,11.2585,10240
199.45,0.4334,0.0014,9.0048,9728
199.55,0.4272,0.0024,4.3282,10240
199.65,0.4255,0.0023,7.2838,10240
199.75,0.4321,0.0030,9.5631,9728
199.85,0.4265,0.0030,4.5646,10240
199.95,0.4251,0.0023,7.3872,10240
200.05,0.4265,0.0023,8.9288,9728
200.15,0.4310,0.0029,6.9821,10240
200.25,0.4288,0.0041,8.2436,9728
200.35,0.4292,0.0038,10.2423,10240
200.45,0.4299,0.0023,4.3090,10240
200.55,0.4298,0.0014,9.2441,9728
200.65,0.4283,0.0027,4.4630,10240
200.75,0.4300,0.0028,7.7310,10240
200.85,0.4288,0.0043,9.1986,9728
200.95,0.4314,0.0028,9.9279,10240
201.05,0.4258,0.0025,4.3474,10240
201.16,0.4320,0.0029,7.3044,9728
201.26,0.4285,0.0015,4.2658,10240
201.36,0.4269,0.0013,10.3682,10240
201.46,0.4331,0.0028,7.7140,9728
201.56,0.4298,0.0030,4.2562,10240
201.66,0.4281,0.0013,4.5162,10240
201.76,0.4317,0.0009,4.5404,9728
201.86,0.4291,0.0019,9.5175,10240
201.96,0.4292,0.0007,5.1152,9728
202.06,0.4273,0.0015,7.7757,10240
202.16,0.4289,0.0021,4.5210,10240
202.26,0.4310,0.0018,10.0918,9728
202.36,0.4358,0.0000,4.2610,10240
202.46,0.4230,0.0022,9.0236,10240
202.56,0.4317,0.0037,4.2274,9728
202.66,0.4313,0.0022,4.6518,10240
202.76,0.4355,0.0023,9.8488,9728
202.86,0.4317,0.0030,11.1205,10240
202.97,0.4259,0.0016,7.7152,10240
203.07,0.4327,0.0017,10.5636,9728
203.17,0.4268,0.0015,8.9098,10240
203.27,0.4307,0.0036,4.3234,10240
203.37,0.4298,0.0019,8.2983,9728
203.47,0.4305,0.0020,10.2170,10240
203.57,0.4297,0.0030,4.3859,10240
203.67,0.4279,0.0027,9.4349,9728
203.77,0.4280,0.0022,9.9741,10240
203.87,0.4202,0.0017,9.2790,10240
203.97,0.4280,0.0029,7.8714,9728
204.07,0.4341,0.0023,10.3859,10240
204.17,0.4305,0.0034,8.2738,9728
204.27,0.4333,-0.0001,9.4086,10240
204.37,0.4289,0.0022,10.3254,10240
204.47,0.4357,0.0036,4.4341,9728
204.57,0.4250,0.0035,9.2819,10240
204.67,0.4279,0.0004,7.6471,10240
204.77,0.4280,0.0017,10.0660,9728
204.88,0.4343,0.0040,9.7913,10240
204.98,0.4307,0.0027,9.5642,10240
205.08,0.4278,0.0034,4.5452,9728
205.18,0.4308,0.0024,8.5182,10240
205.28,0.4274,0.0019,4.7588,9728
205.38,0.4332,0.0041,4.3378,10240
205.48,0.4308,0.0027,8.2561,10240
205.58,0.4305,0.0030,7.4641,9728
205.68,0.4272,0.0035,4.4052,10240
205.78,0.4303,0.0028,7.7066,10240
205.88,0.4279,0.0015,9.2897,9728
205.98,0.4307,0.0025,4.2658,10240
206.08,0.4308,0.0025,8.7498,10240
206.18,0.4249,0.0026,6.4418,9728
206.28,0.4300,0.0004,4.4196,10240
206.38,0.4334,0.0041,4.5355,9728
206.49,0.4301,0.0035,4.3859,10240
206.59,0.4264,0.0023,9.4010,10240
206.69,0.4324,-0.0002,8.7733,9728
206.79,0.4248,0.0003,9.3808,10240
206.89,0.4293,0.0011,4.4004,10240
206.99,0.4293,-0.0002,4.2946,9728
207.09,0.4286,0.0009,7.6272,10240
207.19,0.4320,0.0026,4.1700,10240
207.29,0.4286,0.0032,7.2260,9728
207.39,0.4309,0.0021,7.1690,10240
207.49,0.4285,0.0022,7.3622,9728
207.59,0.4228,0.0018,9.5177,10240
207.69,0.4327,-0.0001,4.2706,10240
207.79,0.4337,0.0009,6.2668,10240
207.89,0.4261,0.0026,4.3186,9728
207.99,0.4327,0.0019,11.2125,10240
208.10,0.4296,0.0033,4.3667,10240
208.20,0.4282,0.0018,7.2956,10240
208.30,0.4240,0.0023,6.7135,9728
208.40,0.4339,0.0020,8.0944,10240
208.50,0.4297,0.0017,8.2323,10240
208.60,0.4305,0.0030,9.9284,9728
208.70,0.4292,0.0026,4.2466,10240
208.80,0.4343,0.0012,12.1815,10240
208.90,0.4337,0.0019,4.4582,9728
209.00,0.4288,0.0008,10.2943,10240
209.10,0.4306,0.0012,9.0878,10240
209.20,0.4307,0.0041,4.3282,9728
209.30,0.4230,0.0032,9.8194,10240
209.41,0.4359,0.0029,4.4872,10240
209.51,0.4277,0.0012,10.6152,9728
209.61,0.4317,0.0019,4.2706,10240
209.71,0.4296,0.0013,9.9651,10240
209.81,0.4249,0.0012,9.8363,9728
209.91,0.4346,0.0044,4.2083,10240
210.01,0.4264,0.0024,6.3079,9728
210.11,0.4284,0.0011,9.7456,10240
210.21,0.4294,0.0034,6.1782,10240
210.31,0.4354,0.0004,10.2107,9728
210.41,0.4285,-0.0005,9.4794,10240
210.51,0.4282,0.0024,9.1479,10240
210.61,0.4282,0.0029,7.0052,9728
210.71,0.4279,0.0004,4.4969,10240
210.81,0.4369,0.0013,4.2466,10240
210.91,0.4233,0.0020,7.6255,9728
211.01,0.4331,0.0022,4.3811,10240
211.11,0.4313,0.0029,6.1454,9728
211.21,0.4277,0.0019,8.4718,10240
211.31,0.4293,0.0011,10.0871,10240
211.41,0.4253,0.0022,4.0841,9728
211.52,0.4310,0.0023,8.9322,10240
211.62,0.4307,0.0021,4.2418,10240
211.72,0.4313,0.0015,4.3186,9728
211.82,0.4316,0.0029,10.4649,10240
211.92,0.4270,0.0001,7.9450,9728
212.02,0.4250,0.0030,7.7206,10240
212.12,0.4277,0.0009,8.2437,9728
212.22,0.4320,0.0036,6.1301,10240
212.32,0.4274,0.0010,8.0510,10240
212.42,0.4292,0.0015,7.3872,9728
212.52,0.4336,0.0033,8.9119,10240
212.62,0.4266,0.0013,4.2754,9728
212.72,0.4305,0.0033,4.1891,10240
212.82,0.4316,0.0037,6.4956,10240
212.92,0.4268,0.0022,9.2872,9728
213.02,0.4264,0.0021,8.9170,10240
213.12,0.4327,0.0029,8.8663,10240
213.22,0.4290,0.0027,8.8898,9728
213.32,0.4306,0.0008,9.5210,10240
213.42,0.4330,0.0015,8.1342,10240
213.53,0.4264,0.0008,11.3045,9728
213.63,0.4222,0.0014,9.2441,10240
213.73,0.4299,0.0019,9.2958,10240
213.83,0.4314,-0.0003,8.8805,9728
213.93,0.4312,0.0005,10.6446,10240
214.03,0.4266,0.0003,10.9235,10240
214.13,0.4284,0.0019,9.6928,9728
214.23,0.4323,0.0028,10.7069,10240
214.33,0.4304,0.0033,9.5393,10240
214.43,0.4299,0.0026,8.5059,9728
214.53,0.4281,0.0007,4.3715,10240
214.63,0.4327,0.0020,9.8068,9728
214.73,0.4300,0.0020,9.1327,10240
214.83,0.4250,0.0039,7.7375,10240
214.93,0.4323,0.0030,6.8730,9728
215.03,0.4260,0.0014,6.3987,10240
215.13,0.4298,0.0016,9.6729,10240
215.23,0.4295,0.0027,6.6007,9728
215.33,0.4284,0.0024,10.6461,10240
215.44,0.4336,0.0010,9.8173,9728
215.54,0.4240,0.0021,11.0285,10240
215.64,0.4330,0.0008,9.6278,9728
215.74,0.4299,0.0030,4.6518,10240
215.84,0.4321,0.0014,4.3426,10240
215.94,0.4258,-0.0004,9.4818,9728
216.04,0.4254,0.0018,8.5293,10240
216.14,0.4296,0.0012,8.3482,10240
216.24,0.4313,0.0014,10.1972,9728
216.34,0.4281,0.0022,9.4719,10240
216.44,0.4281,0.0025,9.9200,10240
216.54,0.4293,0.0027,4.1748,9728
216.64,0.4312,0.0009,8.8349,10240
216.74,0.4232,0.0032,6.4883,9728
216.84,0.4293,0.0012,4.5500,10240
216.94,0.4303,0.0006,11.1665,10240
217.04,0.4330,0.0029,8.7127,10240
217.14,0.4266,0.0038,4.2179,9728
217.24,0.4357,0.0018,4.8662,10240
217.35,0.4252,0.0037,9.5916,9728
217.45,0.4290,0.0023,6.9284,10240
217.55,0.4280,0.0025,9.1279,10240
217.65,0.4262,0.0034,6.1301,9728
217.75,0.4293,0.0020,4.3282,10240
217.85,0.4315,0.0033,10.0324,10240
217.95,0.4340,0.0020,4.2706,9728
218.05,0.4254,0.0017,4.3426,10240
218.15,0.4341,0.0034,7.4680,9728
218.25,0.4267,0.0021,8.3391,10240
218.35,0.4281,0.0009,9.3615,10240
218.45,0.4325,0.0004,10.1557,9728
218.55,0.4314,0.0034,9.1531,10240
218.65,0.4318,0.0026,6.9203,10240
218.75,0.4278,0.0023,4.3811,9728
218.85,0.4346,0.0018,11.1928,10240
218.95,0.4236,0.0014,7.7582,10240
219.06,0.4334,0.0033,9.4701,9728
219.16,0.4257,-0.0011,9.0189,10240
219.26,0.4314,0.0023,4.1413,10240
219.36,0.4243,0.0006,7.3248,9728
219.46,0.4288,0.0015,4.4148,10240
219.56,0.4312,0.0025,10.3994,10240
219.66,0.4290,0.0022,9.4623,9728
219.76,0.4282,0.0018,9.1538,10240
219.86,0.4262,0.0027,9.1076,10240
219.96,0.4290,0.0012,4.3619,9728
220.06,0.4277,0.0029,9.5537,10240
220.16,0.4309,0.0023,8.2242,10240
220.26,0.4278,0.0015,8.4972,9728
220.37,0.4229,0.0024,6.7910,10240
220.47,0.4331,0.0027,4.3570,10240
220.57,0.4301,0.0038,7.2954,9728
220.67,0.4287,0.0020,4.4872,10240
220.77,0.4302,0.0015,4.3282,10240
220.87,0.4254,0.0012,9.8353,9728
220.97,0.4281,0.0028,10.0519,10240
221.07,0.4288,0.0020,4.5162,9728
221.17,0.4355,0.0024,4.4872,10240
221.27,0.4257,0.0026,4.4486,10240
221.37,0.4337,0.0027,9.0661,9728
221.47,0.4273,0.0032,4.5404,10240
221.57,0.4300,0.0015,6.6169,10240
221.67,0.4314,0.0028,7.4077,9728
221.77,0.4289,0.0030,4.3282,10240
221.87,0.4313,0.0030,7.6271,10240
221.97,0.4309,0.0025,9.8557,9728
222.07,0.4278,0.0028,4.4630,10240
222.17,0.4293,0.0023,8.2453,10240
222.27,0.4275,0.0017,7.3828,9728
222.37,0.4321,0.0026,6.4846,10240
222.48,0.4278,0.0029,10.0883,9728
222.58,0.4318,0.0005,4.1413,10240
222.68,0.4351,0.0030,9.8827,10752
222.78,0.4268,0.0012,7.7121,10240
222.88,0.4322,0.0035,4.3763,9728
222.99,0.4334,-0.0002,4.7248,10240
223.09,0.4270,0.0027,10.1717,10240
223.19,0.4336,0.0029,9.3452,9728
223.29,0.4226,0.0021,5.9720,10240
223.39,0.4286,0.0031,8.2394,10240
223.49,0.4320,0.0012,8.5634,10240
223.59,0.4247,0.0006,8.7254,9728
223.69,0.4309,0.0019,9.8732,10240
223.79,0.4330,-0.0008,9.3654,10240
223.89,0.4274,0.0023,4.2035,9728
223.99,0.4271,0.0020,6.4794,10240
224.09,0.4274,0.0015,10.0236,10240
224.20,0.4300,0.0023,4.7345,9728
224.30,0.4333,0.0021,6.8982,10240
224.40,0.4250,0.0030,8.8176,10240
224.50,0.4295,0.0012,4.2610,10240
224.60,0.4316,0.0029,9.5732,9728
224.70,0.4269,0.0002,7.4111,10240
224.80,0.4336,0.0021,8.0191,10240
224.90,0.4263,-0.0010,9.6923,9728
225.00,0.4316,0.0029,6.9077,10240
225.10,0.4264,0.0032,12.5520,9728
225.20,0.4296,0.0017,6.7525,10240
225.30,0.4279,0.0014,7.2409,10240
225.40,0.4359,0.0030,4.6956,10240
225.50,0.4275,0.0030,8.2189,9728
225.61,0.4286,0.0031,10.2907,10240
225.71,0.4283,0.0017,8.4041,9728
225.81,0.4240,-0.0003,6.2925,10240
225.91,0.4293,0.0013,7.4460,10240
226.01,0.4244,0.0014,6.4543,9728
226.11,0.4265,0.0035,4.4534,10240
226.21,0.4304,0.0018,10.2028,10240
226.31,0.4288,-0.0008,4.6324,9728
226.41,0.4303,0.0026,6.1119,10240
226.51,0.4268,0.0014,9.0481,10240
226.61,0.4331,-0.0009,8.6218,9728
226.71,0.4298,0.0042,4.2562,10240
226.81,0.4310,0.0020,11.0745,10240
226.91,0.4366,0.0030,9.9741,9728
227.01,0.4270,0.0019,4.7053,10240
227.11,0.4313,0.0005,4.3907,9728
227.21,0.4300,0.0033,8.2156,10240
227.32,0.4312,0.0008,8.9058,10240
227.42,0.4273,0.0021,4.2274,9728
227.52,0.4313,0.0023,6.3539,10240
227.62,0.4277,0.0018,4.2754,10240
227.72,0.4248,0.0021,8.8154,9728
227.82,0.4319,0.0017,4.4630,10240
227.92,0.4309,0.0015,6.4518,10240
228.02,0.4253,0.0003,6.0528,9728
228.12,0.4316,0.0027,10.0694,10240
228.22,0.4330,0.0024,6.1889,10240
228.32,0.4273,0.0026,4.2514,9728
228.42,0.4321,0.0017,9.3200,10240
228.52,0.4280,0.0018,10.3350,10240
228.62,0.4310,0.0022,10.3355,9728
228.72,0.4288,0.0026,9.1670,10240
228.82,0.4228,0.0023,7.2070,9728
228.92,0.4310,0.0025,4.2946,10240
229.02,0.4331,0.0021,4.2131,9728
229.12,0.4342,-0.0009,4.3282,10240
229.23,0.4294,0.0028,8.2555,10240
229.33,0.4275,0.0034,10.7602,9728
229.43,0.4260,0.0012,6.8310,10240
229.53,0.4306,0.0021,8.7562,10240
229.63,0.4356,0.0033,4.2274,9728
229.73,0.4249,0.0021,8.1828,10240
229.83,0.4304,0.0037,9.8900,9728
229.93,0.4303,0.0023,4.3138,10240
230.03,0.4305,0.0007,9.8222,10240
230.13,0.4255,0.0024,10.2774,9728
230.23,0.4316,0.0024,8.0149,10240
230.33,0.4297,0.0037,9.2530,10240
230.43,0.4292,0.0012,7.5349,9728
230.53,0.4240,0.0014,10.3448,10240
230.63,0.4320,0.0015,10.1989,10240
230.73,0.4303,-0.0006,4.2898,10240
230.84,0.4315,0.0013,4.3474,9728
230.94,0.4234,-0.0011,6.5780,10240
231.04,0.4319,0.0020,4.3859,9728
231.14,0.4329,0.0014,10.3985,10240
231.24,0.4303,0.0015,4.4341,10240
231.34,0.4306,0.0030,7.5157,10240
231.44,0.4272,0.0001,6.2638,9728
231.54,0.4305,-0.0008,9.8370,10240
231.64,0.4306,0.0024,9.2282,9728
231.74,0.4251,0.0027,7.3872,10240
231.84,0.4251,0.0002,8.7729,10240
231.94,0.4294,0.0013,7.1009,10240
232.04,0.4341,0.0013,4.3811,9728
232.14,0.4225,0.0007,8.7966,10240
232.24,0.4284,0.0013,7.9870,9728
232.34,0.4311,0.0042,4.3426,10240
232.45,0.4315,0.0018,4.2706,10240
232.55,0.4335,0.0022,4.4872,9728
232.65,0.4288,-0.0003,9.8209,10240
232.75,0.4295,0.0030,9.5607,10240
232.85,0.4259,0.0024,7.5363,9728
232.95,0.4331,0.0036,4.0459,10240
233.05,0.4360,0.0012,9.5696,10240
233.15,0.4296,0.0021,9.8865,9728
233.25,0.4288,0.0027,9.6487,10240
233.35,0.4320,0.0026,4.6082,9728
233.45,0.4284,-0.0007,4.1366,10240
233.55,0.4327,0.0008,4.4679,10240
233.65,0.4341,0.0021,8.3499,9728
233.75,0.4214,0.0026,8.3359,10240
233.85,0.4310,0.0039,4.4486,10240
233.95,0.4292,0.0012,9.6319,9728
234.05,0.4268,0.0036,5.9299,10240
234.16,0.4274,0.0028,7.2540,10240
234.26,0.4298,0.0036,9.0909,9216
234.36,0.4252,0.0018,4.7248,11264
234.46,0.4309,-0.0002,4.3426,10240
234.56,0.4299,0.0020,9.8343,9216
234.66,0.4341,0.0029,11.0307,10752
234.77,0.4273,0.0025,8.5550,10240
234.87,0.4341,0.0006,8.0981,9728
234.97,0.4281,0.0021,8.2376,10240
235.07,0.4327,0.0024,4.4582,10240
235.17,0.4306,0.0032,4.2754,9728
235.27,0.4308,0.0038,4.2898,10240
235.37,0.4270,0.0012,4.0936,8704
235.47,0.4308,-0.0004,9.9189,11776
235.58,0.4283,0.0023,4.3378,10240
235.68,0.4297,0.0022,5.9071,10240
235.78,0.4293,0.0011,8.1392,9728
235.89,0.4332,-0.0005,4.6470,9216
235.99,0.4287,0.0001,9.8536,12288
236.09,0.4285,0.0023,6.5108,10240
236.19,0.4269,-0.0000,8.1426,10240
236.29,0.4306,0.0006,9.5215,9728
236.39,0.4272,0.0003,8.9697,10240
236.50,0.4256,0.0005,7.7158,10240
236.60,0.4280,0.0023,7.3476,9728
236.70,0.4329,0.0023,9.8751,10240
236.80,0.4271,0.0009,9.8375,10240
236.90,0.4313,0.0028,4.4534,10240
237.00,0.4356,0.0022,10.1962,10240
237.11,0.4295,0.0021,10.2763,10240
237.21,0.4304,0.0030,6.5956,10240
237.31,0.4253,0.0032,7.2655,10240
237.41,0.4308,0.0027,4.2754,9728
237.51,0.4305,0.0029,6.6011,10240
237.61,0.4325,0.0016,10.2766,9728
237.71,0.4276,0.0016,6.4466,10240
237.81,0.4271,0.0030,6.1285,10240
237.91,0.4333,0.0036,9.7099,9728
238.01,0.4297,0.0026,4.5985,10240
238.11,0.4257,0.0008,9.9217,9728
238.21,0.4315,0.0035,11.1894,10240
238.31,0.4357,0.0016,9.0482,10240
238.41,0.4285,0.0025,4.3042,9728
238.51,0.4311,0.0030,5.8452,10240
238.62,0.4246,0.0038,4.3811,10240
238.72,0.4288,0.0026,4.1175,9728
238.82,0.4349,0.0021,9.0993,10240
238.92,0.4241,0.0022,6.2890,10240
239.02,0.4273,0.0012,6.7166,9728
239.12,0.4307,0.0031,4.5452,10240
239.22,0.4342,0.0015,4.3956,10240
239.32,0.4285,0.0022,4.3474,9728
239.42,0.4297,0.0011,4.2179,10240
239.52,0.4288,-0.0007,9.1591,10240
239.62,0.4321,-0.0010,4.3956,9728
239.72,0.4307,-0.0002,7.9498,10240
239.82,0.4329,0.0020,10.7987,10240
239.92,0.4267,0.0016,10.4283,9728
240.02,0.4319,0.0002,6.5228,10240
240.12,0.4285,-0.0003,10.4318,9728
240.22,0.4254,0.0028,9.3910,10240
240.32,0.4305,0.0025,8.2360,10240
240.43,0.4306,0.0005,4.3426,9728
240.53,0.4294,0.0022,9.7009,10240
240.63,0.4341,0.0013,9.6380,9728
240.73,0.4285,0.0027,9.7000,10240
240.83,0.4779,0.0025,42.1946,10240
240.93,28.4231,1.1494,56.8384,9728
241.03,37.4551,13.9478,47.8722,10240
241.13,39.4146,19.1065,47.8178,10240
241.23,39.4430,18.7711,48.1989,9728
241.33,39.5669,19.3944,48.4170,10240
241.43,39.4325,19.1065,48.5260,10240
241.53,39.3722,19.0106,47.4916,9728
241.63,39.4383,19.2984,47.6547,10240
241.73,39.3445,18.9147,49.4004,10240
241.83,39.4418,18.5797,48.8536,9728
241.93,40.2715,18.8190,50.4974,10240
242.03,39.3551,18.8668,47.9266,10240
242.14,33.2930,2.4650,63.7322,9728
242.24,36.2995,23.8612,63.5592,10240
242.34,36.4037,24.1067,62.8684,9728
242.44,36.5737,24.2542,62.7535,10240
242.54,36.3784,24.0084,62.6385,10240
242.64,36.7405,24.2542,62.8684,9728
242.74,36.3717,24.3525,62.8110,10240
242.84,36.8033,24.0576,62.8684,9728
242.94,38.0562,23.9593,68.7032,10240
243.04,36.7242,24.0084,63.5016,10240
243.14,35.3453,23.9593,64.5985,9728
243.24,34.5055,23.8612,63.3288,10240
243.34,34.3914,24.1067,64.1362,10240
243.44,33.9665,24.1067,63.8475,9728
243.54,34.3534,24.2050,63.2136,10240
243.64,34.0118,23.6649,63.7899,10240
243.74,34.2891,23.6649,63.3288,9728
243.84,34.2255,23.7140,67.1912,10240
243.94,35.3785,24.1558,64.1362,9728
244.04,34.3133,24.0084,63.4440,10240
244.14,34.8203,24.1558,64.0784,10240
244.25,33.1169,24.1558,63.5592,9728
244.35,34.8504,23.3220,63.8475,10240
244.45,33.2896,23.9102,63.2136,10240
244.55,35.1039,24.2050,63.2136,9728
244.65,33.3529,24.1558,62.6385,10240
244.75,34.9726,23.9593,63.2136,9728
244.85,33.6740,23.7630,64.9240,10240
244.95,36.6693,24.4509,64.9240,10240
245.05,35.6075,24.0084,63.2136,9728
245.15,35.7626,24.1067,63.0410,10240
245.25,36.1059,23.8612,63.5016,10240
245.35,35.2786,23.4689,63.2712,9728
245.45,33.8269,23.8121,63.1561,10240
245.55,34.6839,23.8121,62.6960,10240
245.65,33.6394,23.3220,62.9835,9728
245.75,34.8939,23.9593,63.9052,10240
245.85,33.9726,24.0084,68.7032,10240
245.95,10.0458,1.0766,64.5985,9728
246.05,0.5508,0.0032,9.2999,10240
246.16,0.4384,0.0034,8.5610,9728
246.26,0.4281,0.0035,6.2334,10240
246.36,0.4347,0.0030,7.5545,10240
246.46,0.4271,0.0023,9.9334,9728
246.56,0.4309,0.0022,9.4155,10240
246.66,0.4312,0.0024,7.6401,10240
246.76,0.4298,0.0027,4.3090,9728
246.86,0.4312,0.0032,9.8370,10240
246.96,0.4288,-0.0010,6.2643,10240
247.06,0.4307,0.0027,7.3497,9728
247.16,0.4265,0.0017,9.5412,10240
247.26,0.4325,0.0020,4.3619,10240
247.36,0.4303,0.0019,8.5949,9728
247.46,0.4203,0.0009,8.2733,10240
247.57,0.4305,0.0028,10.4318,9728
247.67,0.4296,0.0012,10.3859,10752
247.77,0.4320,0.0010,9.6544,10240
247.87,0.4280,0.0012,8.7372,10240
247.97,0.4268,0.0013,9.1565,9728
248.07,0.4314,0.0021,4.4245,10240
248.17,0.4323,-0.0007,10.9365,10240
248.27,0.4276,0.0018,5.8363,9728
248.37,0.4248,0.0013,9.2065,10240
248.47,0.4337,0.0004,11.1205,9728
248.58,0.4287,0.0023,9.5349,10240
248.68,0.4325,0.0023,10.2581,10240
248.78,0.4314,0.0024,4.3859,9728
248.88,0.4274,0.0015,4.5355,10240
248.98,0.4360,-0.0011,9.7845,10240
249.08,0.4276,0.0014,6.6328,9728
249.18,0.4344,-0.0005,8.3870,10240
249.28,0.4280,-0.0007,9.7716,10240
249.38,0.4342,0.0022,10.6349,9728
249.48,0.4271,-0.0009,9.3171,10240
249.58,0.4288,0.0020,8.6969,10240
249.68,0.4288,0.0012,9.5130,10240
249.78,0.4290,0.0005,7.6628,9728
