t_s,media_mA,min_mA,max_mA,n
308.50,0.0021,-0.0014,0.0082,2048
308.53,0.0018,-0.0014,0.0079,2048
308.55,0.0023,-0.0014,0.0090,2048
308.57,0.0023,-0.0014,0.0090,2048
308.59,0.0020,-0.0014,0.0088,2048
308.61,0.0020,-0.0014,0.0083,2048
308.63,0.0023,-0.0014,0.0087,2048
308.65,0.0021,-0.0014,0.0084,2048
308.67,0.0017,-0.0014,0.0073,2048
308.69,0.0024,-0.0014,0.0085,2048
308.71,0.0021,-0.0013,0.0077,2048
308.73,0.0018,-0.0014,0.0074,2048
308.75,0.0024,-0.0014,0.0085,2048
308.77,0.0021,-0.0014,0.0089,2048
308.79,0.0019,-0.0014,0.0084,2048
308.81,0.0022,-0.0014,0.0090,2048
308.83,0.0024,-0.0014,0.0082,2048
308.85,0.0022,-0.0014,0.0105,2048
308.87,0.0017,-0.0014,0.0078,2048
308.89,0.0023,-0.0014,0.0086,2048
308.91,0.0038,-0.0014,0.0102,2048
308.93,0.0023,-0.0014,0.0080,2048
308.95,0.0032,-0.0013,0.0110,2048
308.97,0.0019,-0.0014,0.0075,2048
308.99,0.0016,-0.0014,0.0079,2048
309.01,0.0019,-0.0014,0.0078,2048
309.04,0.0024,-0.0014,0.0104,2048
309.06,0.0023,-0.0013,0.0086,2048
309.08,0.0019,-0.0014,0.0069,2048
309.10,0.0022,-0.0014,0.0086,2048
309.12,0.0021,-0.0014,0.0080,2048
309.14,0.0020,-0.0014,0.0081,1536
309.16,0.0025,-0.0014,0.0084,2048
309.18,0.0021,-0.0014,0.0096,2048
309.20,0.0021,-0.0014,0.0094,2560
309.22,0.0017,-0.0014,0.0080,2048
309.24,0.0027,-0.0014,0.0098,1536
309.26,0.0053,-0.0014,0.0193,2560
309.28,0.0042,-0.0013,0.0103,2048
309.30,0.0028,-0.0013,0.0084,2048
309.32,0.0018,-0.0014,0.0072,1536
309.34,0.0020,-0.0014,0.0086,2048
309.36,0.0028,-0.0014,0.0085,2048
309.38,0.0023,-0.0014,0.0097,2048
309.40,0.0017,-0.0014,0.0106,2048
309.42,0.0021,-0.0014,0.0082,2048
309.44,0.0021,-0.0014,0.0111,2048
309.46,0.0023,-0.0014,0.0076,2048
309.48,0.0022,-0.0014,0.0075,2048
309.50,0.0023,-0.0014,0.0079,2048
309.52,0.0020,-0.0014,0.0083,2048
309.55,0.0016,-0.0014,0.0079,2048
309.57,0.0026,-0.0014,0.0094,2048
309.59,0.0026,-0.0014,0.0093,2048
309.61,0.0018,-0.0014,0.0093,2048
309.63,0.0022,-0.0014,0.0089,2048
309.65,0.0020,-0.0014,0.0074,2048
309.67,0.0022,-0.0014,0.0080,2560
309.69,0.0018,-0.0014,0.0076,2048
309.71,0.0026,-0.0014,0.0090,2048
309.73,0.0026,-0.0014,0.0102,2048
309.75,0.0023,-0.0014,0.0104,2048
309.77,0.0023,-0.0014,0.0098,2048
309.79,0.0023,-0.0014,0.0098,2048
309.81,0.0023,-0.0014,0.0081,2048
309.83,0.0020,-0.0014,0.0079,2048
309.85,0.0024,-0.0014,0.0091,2048
309.88,0.0021,-0.0014,0.0082,2048
309.90,0.0017,-0.0014,0.0094,2048
309.92,0.0022,-0.0014,0.0087,2048
309.94,0.0027,-0.0014,0.0097,2048
309.96,0.0035,-0.0014,0.0116,2048
309.98,0.0009,-0.0014,0.0073,2048
310.00,0.0019,-0.0014,0.0082,2048
310.02,0.0021,-0.0013,0.0079,2048
310.04,0.0019,-0.0014,0.0094,2048
310.06,0.0028,-0.0013,0.0084,1536
310.08,0.0019,-0.0014,0.0090,2048
310.10,0.0023,-0.0014,0.0080,2048
310.12,0.0027,-0.0014,0.0088,2048
310.14,0.0025,-0.0014,0.0092,2048
310.16,0.0019,-0.0014,0.0090,2048
310.18,0.0021,-0.0014,0.0080,2048
310.20,0.0021,-0.0013,0.0078,2048
310.22,0.0020,-0.0014,0.0077,2048
310.24,0.0021,-0.0014,0.0076,2048
310.26,0.0025,-0.0014,0.0091,2048
310.28,0.0022,-0.0014,0.0098,2048
310.30,0.0060,-0.0013,0.0152,2048
310.32,0.0039,-0.0013,0.0116,2048
310.34,0.0025,-0.0014,0.0090,2048
310.36,0.0020,-0.0014,0.0086,2048
310.38,0.0023,-0.0014,0.0069,2048
310.40,0.0022,-0.0014,0.0082,2048
310.42,0.0021,-0.0014,0.0100,2048
310.44,0.0027,-0.0014,0.0086,2048
310.46,0.0026,-0.0014,0.0093,2048
310.48,0.0022,-0.0014,0.0089,2048
310.50,0.0017,-0.0014,0.0072,2048
310.52,0.0023,-0.0014,0.0075,2048
310.55,0.0022,-0.0014,0.0092,2048
310.57,0.0019,-0.0014,0.0081,2048
310.59,0.0021,-0.0014,0.0079,2048
310.61,0.0024,-0.0014,0.0090,2048
310.63,0.0019,-0.0014,0.0077,2048
310.65,0.0019,-0.0014,0.0078,2048
310.67,0.0024,-0.0014,0.0079,2048
310.69,0.0021,-0.0014,0.0085,2048
310.71,0.0017,-0.0014,0.0073,2048
310.73,0.0023,-0.0014,0.0076,2048
310.75,0.0022,-0.0014,0.0085,2048
310.77,0.0020,-0.0014,0.0087,2048
310.79,0.0019,-0.0014,0.0069,2048
310.81,0.0040,-0.0012,0.0108,2048
310.84,0.0024,-0.0013,0.0086,2048
310.86,0.0019,-0.0014,0.0078,2048
310.88,0.0024,-0.0014,0.0082,2048
310.90,0.0022,-0.0014,0.0077,2048
310.92,0.0021,-0.0014,0.0093,2560
310.94,0.0016,-0.0014,0.0065,2048
310.96,0.0035,-0.0014,0.0106,2048
310.98,0.0015,-0.0014,0.0072,2048
311.00,0.0018,-0.0014,0.0085,2048
311.02,0.0023,-0.0014,0.0074,2048
311.04,0.0021,-0.0014,0.0074,2048
311.06,0.0015,-0.0014,0.0077,1536
311.08,0.0026,-0.0014,0.0082,2048
311.10,0.0023,-0.0014,0.0109,2048
311.12,0.0018,-0.0014,0.0085,2048
311.14,0.0020,-0.0014,0.0075,2560
311.16,0.0024,-0.0014,0.0083,1536
311.18,0.0021,-0.0014,0.0082,2048
311.20,0.0020,-0.0014,0.0082,2048
311.22,0.0024,-0.0013,0.0081,2048
311.24,0.0048,-0.0014,0.0188,2048
311.27,0.0045,-0.0012,0.0131,2048
311.29,0.0026,-0.0014,0.0105,2560
311.31,0.0020,-0.0014,0.0092,2048
311.33,0.0022,-0.0014,0.0101,2048
311.35,0.0024,-0.0014,0.0081,2048
311.37,0.0023,-0.0014,0.0080,2048
311.39,0.0019,-0.0014,0.0075,1536
311.41,0.0021,-0.0014,0.0078,2048
311.43,0.0026,-0.0014,0.0081,2048
311.45,0.0021,-0.0014,0.0103,2048
311.47,0.0021,-0.0014,0.0097,2560
311.49,0.0015,-0.0014,0.0081,1536
311.51,0.0025,-0.0014,0.0087,2048
311.53,0.0022,-0.0014,0.0082,2048
311.55,0.0020,-0.0014,0.0083,2048
311.57,0.0022,-0.0014,0.0085,2048
311.59,0.0019,-0.0014,0.0077,2048
311.61,0.0019,-0.0014,0.0086,2048
311.63,0.0035,-0.0014,0.0106,2048
311.65,0.0026,-0.0014,0.0106,2048
311.67,0.0018,-0.0014,0.0083,2048
311.69,0.0021,-0.0014,0.0085,2048
311.71,0.0022,-0.0014,0.0080,2048
311.74,0.0022,-0.0014,0.0087,2048
311.76,0.0022,-0.0014,0.0073,2048
311.78,0.0023,-0.0014,0.0081,2048
311.80,0.0021,-0.0014,0.0082,2048
311.82,0.0015,-0.0014,0.0068,2048
311.84,0.0026,-0.0014,0.0093,2048
311.86,0.0026,-0.0014,0.0094,2048
311.88,0.0019,-0.0014,0.0089,2048
311.90,0.0020,-0.0014,0.0072,2048
311.92,0.0021,-0.0014,0.0075,2048
311.94,0.0020,-0.0014,0.0076,2048
311.96,0.0033,-0.0014,0.0108,2048
311.98,0.0018,-0.0014,0.0086,2048
312.00,0.0024,-0.0014,0.0102,2048
312.02,0.0020,-0.0014,0.0105,2048
312.04,0.0022,-0.0014,0.0088,2048
312.06,0.0024,-0.0014,0.0099,2048
312.08,0.0022,-0.0014,0.0085,2048
312.10,0.0021,-0.0014,0.0080,2048
312.12,0.0021,-0.0014,0.0076,2048
312.15,0.0020,-0.0014,0.0080,2048
312.17,0.0019,-0.0014,0.0070,2048
312.19,0.0026,-0.0014,0.0089,2048
312.21,0.0023,-0.0014,0.0090,2048
312.23,0.0017,-0.0014,0.0106,2048
312.25,0.0058,-0.0013,0.0161,2048
312.27,0.0041,-0.0013,0.0105,2048
312.29,0.0024,-0.0014,0.0076,2048
312.31,0.0030,-0.0014,0.0088,2048
312.33,0.0026,-0.0013,0.0082,2048
312.35,0.0020,-0.0014,0.0081,2048
312.37,0.0017,-0.0014,0.0079,2048
312.39,0.0024,-0.0014,0.0079,2048
312.41,0.0024,-0.0014,0.0093,2048
312.43,0.0019,-0.0014,0.0087,2048
312.45,0.0021,-0.0014,0.0070,2048
312.47,0.0021,-0.0014,0.0075,2048
312.49,0.0020,-0.0014,0.0075,2048
312.51,0.0019,-0.0014,0.0080,2048
312.53,0.0025,-0.0014,0.0090,2048
312.55,0.0022,-0.0014,0.0090,2048
312.57,0.0016,-0.0014,0.0071,2048
312.59,0.0024,-0.0014,0.0096,2048
312.61,0.0022,-0.0014,0.0083,2048
312.63,0.0018,-0.0014,0.0075,2048
312.65,0.0025,-0.0014,0.0081,2048
312.67,0.0037,-0.0013,0.0101,2048
312.69,0.0019,-0.0014,0.0080,1536
312.71,0.0023,-0.0014,0.0077,2048
312.73,0.0023,-0.0014,0.0091,2048
312.76,0.0019,-0.0014,0.0091,2048
312.78,0.0020,-0.0014,0.0077,2048
312.80,0.0023,-0.0014,0.0079,2048
312.82,0.0020,-0.0014,0.0081,2048
312.84,0.0018,-0.0014,0.0076,2048
312.86,0.0024,-0.0014,0.0085,2048
312.88,0.0022,-0.0014,0.0084,2048
312.90,0.0018,-0.0014,0.0074,2048
312.92,0.0022,-0.0014,0.0080,2048
312.94,0.0021,-0.0014,0.0089,2048
312.96,0.0033,-0.0014,0.0098,2048
312.98,0.0012,-0.0014,0.0084,2560
313.00,0.0023,-0.0014,0.0080,2048
313.02,0.0024,-0.0014,0.0105,2048
313.04,0.0020,-0.0014,0.0079,2048
313.06,0.0019,-0.0014,0.0068,2048
313.08,0.0022,-0.0014,0.0076,2048
313.11,0.0021,-0.0014,0.0091,2048
313.13,0.0019,-0.0014,0.0067,2048
313.15,0.0025,-0.0014,0.0081,2048
313.17,0.0022,-0.0014,0.0085,2048
313.19,0.0060,-0.0014,0.0148,2048
313.21,0.0036,-0.0014,0.0108,2048
313.23,0.0027,-0.0014,0.0098,2048
313.25,0.0018,-0.0014,0.0070,1536
313.27,0.0022,-0.0014,0.0095,2048
313.29,0.0021,-0.0014,0.0079,2048
313.31,0.0020,-0.0014,0.0077,2048
313.33,0.0024,-0.0014,0.0080,2048
313.35,0.0024,-0.0014,0.0082,2048
313.37,0.0019,-0.0014,0.0086,2048
313.39,0.0017,-0.0014,0.0086,2048
313.41,0.0024,-0.0014,0.0088,2048
313.43,0.0024,-0.0014,0.0084,2048
313.45,0.0018,-0.0014,0.0082,2048
313.47,0.0023,-0.0014,0.0075,2048
313.49,0.0020,-0.0014,0.0091,2048
313.51,0.0029,-0.0014,0.0092,2048
313.53,0.0031,-0.0014,0.0091,2048
313.55,0.0028,-0.0014,0.0089,2048
313.57,0.0021,-0.0014,0.0102,2048
313.59,0.0017,-0.0014,0.0082,2048
313.61,0.0022,-0.0014,0.0087,2048
313.63,0.0021,-0.0014,0.0078,2048
313.65,0.0020,-0.0014,0.0082,2048
313.67,0.0025,-0.0014,0.0091,2048
313.70,0.0022,-0.0014,0.0087,2048
313.72,0.0019,-0.0014,0.0084,2048
313.74,0.0019,-0.0014,0.0089,2048
313.76,0.0026,-0.0014,0.0088,2048
313.78,0.0025,-0.0014,0.0090,2048
313.80,0.0017,-0.0014,0.0069,2048
313.82,0.0023,-0.0014,0.0084,2048
313.84,0.0019,-0.0014,0.0079,2048
313.86,0.0020,-0.0014,0.0075,2048
313.88,0.0026,-0.0014,0.0083,2048
313.90,0.0025,-0.0014,0.0091,2048
313.92,0.0018,-0.0014,0.0085,2048
313.94,0.0018,-0.0014,0.0081,2048
313.96,0.0033,-0.0014,0.0128,2048
313.98,0.0017,-0.0014,0.0083,2048
314.00,0.0018,-0.0014,0.0076,2048
314.03,0.0023,-0.0014,0.0083,2048
314.05,0.0022,-0.0014,0.0080,2560
314.07,0.0020,-0.0014,0.0084,2048
314.09,0.0017,-0.0014,0.0068,2048
314.11,0.0025,-0.0014,0.0095,2048
314.13,0.0073,-0.0014,0.0163,2048
314.15,0.0031,-0.0013,0.0095,2048
314.17,0.0024,-0.0014,0.0082,2048
314.19,0.0021,-0.0014,0.0078,2048
314.21,0.0020,-0.0014,0.0073,2048
314.23,0.0022,-0.0014,0.0084,2048
314.25,0.0033,-0.0014,0.0097,2048
314.27,0.0025,-0.0014,0.0091,2048
314.29,0.0016,-0.0014,0.0072,2048
314.31,0.0024,-0.0014,0.0086,2048
314.33,0.0023,-0.0014,0.0092,2048
314.35,0.0020,-0.0014,0.0079,2048
314.37,0.0023,-0.0013,0.0075,2048
314.40,0.0021,-0.0014,0.0077,2048
314.42,0.0020,-0.0014,0.0084,2048
314.44,0.0019,-0.0014,0.0077,2048
314.46,0.0025,-0.0014,0.0075,2048
314.48,0.0023,-0.0014,0.0096,2048
314.50,0.0017,-0.0014,0.0070,2048
314.52,0.0023,-0.0014,0.0078,2048
314.54,0.0023,-0.0014,0.0083,2048
314.56,0.0020,-0.0014,0.0079,2048
314.58,0.0025,-0.0013,0.0071,1536
314.60,0.0020,-0.0014,0.0089,2048
314.62,0.0018,-0.0014,0.0097,2048
314.64,0.0031,-0.0013,0.0097,2048
314.66,0.0024,-0.0014,0.0083,2048
314.68,0.0020,-0.0014,0.0083,2048
314.70,0.0019,-0.0014,0.0080,2560
314.72,0.0024,-0.0014,0.0075,2048
314.74,0.0022,-0.0014,0.0081,2048
314.76,0.0020,-0.0014,0.0086,2048
314.79,0.0020,-0.0014,0.0077,2048
314.81,0.0024,-0.0014,0.0083,2048
314.83,0.0021,-0.0014,0.0092,2048
314.85,0.0017,-0.0014,0.0067,2048
314.87,0.0025,-0.0014,0.0092,2048
314.89,0.0022,-0.0014,0.0082,2048
314.91,0.0017,-0.0014,0.0094,2048
314.93,0.0023,-0.0014,0.0084,2048
314.95,0.0026,-0.0014,0.0104,2048
314.97,0.0037,-0.0013,0.0111,2048
314.99,0.0020,-0.0014,0.0076,2048
315.01,0.0021,-0.0014,0.0071,2048
315.03,0.0021,-0.0014,0.0077,2048
315.05,0.0018,-0.0014,0.0075,2048
315.07,0.0025,-0.0014,0.0083,2048
315.09,0.0023,-0.0014,0.0081,2048
315.11,0.0028,-0.0014,0.0204,2048
315.13,0.0067,-0.0011,0.0182,2048
315.15,0.0032,-0.0014,0.0094,2048
315.17,0.0023,-0.0014,0.0076,2048
315.20,0.0020,-0.0014,0.0074,2048
315.22,0.0023,-0.0014,0.0083,2048
315.24,0.0020,-0.0014,0.0092,2048
315.26,0.0017,-0.0014,0.0072,2048
315.28,0.0025,-0.0014,0.0089,2048
315.30,0.0024,-0.0014,0.0090,2048
315.32,0.0019,-0.0014,0.0086,2048
315.34,0.0020,-0.0014,0.0082,2048
315.36,0.0021,-0.0014,0.0068,2048
315.38,0.0020,-0.0014,0.0079,2048
315.40,0.0021,-0.0014,0.0072,2048
315.42,0.0025,-0.0014,0.0089,2048
315.44,0.0021,-0.0014,0.0086,2048
315.46,0.0016,-0.0014,0.0078,2048
315.48,0.0023,-0.0014,0.0095,2048
315.50,0.0025,-0.0014,0.0093,2048
315.52,0.0021,-0.0014,0.0079,2048
315.54,0.0020,-0.0014,0.0079,2048
315.56,0.0021,-0.0014,0.0077,2048
315.58,0.0019,-0.0014,0.0081,2048
315.61,0.0020,-0.0014,0.0084,2048
315.63,0.0028,-0.0014,0.0094,2048
315.65,0.0023,-0.0014,0.0087,2048
315.67,0.0016,-0.0014,0.0088,2048
315.69,0.0021,-0.0014,0.0088,2048
315.71,0.0022,-0.0014,0.0083,2048
315.73,0.0022,-0.0014,0.0074,2048
315.75,0.0022,-0.0013,0.0081,2048
315.77,0.0023,-0.0014,0.0084,2048
315.79,0.0020,-0.0014,0.0096,2048
315.81,0.0016,-0.0014,0.0076,2048
315.83,0.0040,-0.0014,0.0123,2048
315.85,0.0029,-0.0014,0.0085,2048
315.87,0.0018,-0.0014,0.0102,2048
315.89,0.0022,-0.0014,0.0083,2048
315.91,0.0020,-0.0014,0.0090,2048
315.93,0.0020,-0.0014,0.0080,2048
315.95,0.0029,-0.0013,0.0086,2048
315.97,0.0022,-0.0014,0.0087,2048
316.00,0.0018,-0.0014,0.0091,2048
316.02,0.0016,-0.0014,0.0082,2048
316.04,0.0022,-0.0014,0.0079,2048
316.06,0.0025,-0.0014,0.0095,2048
316.08,0.0021,-0.0014,0.0076,2048
316.10,0.0022,-0.0014,0.0081,2048
316.12,0.0021,-0.0014,0.0083,2048
316.14,0.0019,-0.0014,0.0084,2048
316.16,0.0021,-0.0014,0.0085,2048
316.18,0.0027,-0.0014,0.0086,2048
316.20,0.0065,-0.0014,0.0178,2048
316.22,0.0033,-0.0013,0.0095,2048
316.24,0.0025,-0.0014,0.0092,2048
316.26,0.0024,-0.0014,0.0076,1536
316.28,0.0020,-0.0014,0.0078,2048
316.30,0.0023,-0.0014,0.0075,2048
316.32,0.0022,-0.0014,0.0093,2560
316.34,0.0014,-0.0014,0.0076,1536
316.36,0.0021,-0.0014,0.0088,2560
316.38,0.0024,-0.0014,0.0086,2048
316.40,0.0024,-0.0014,0.0086,2048
316.42,0.0018,-0.0014,0.0089,2048
316.44,0.0022,-0.0014,0.0070,2048
316.46,0.0021,-0.0014,0.0076,2048
316.48,0.0020,-0.0014,0.0085,2048
316.50,0.0022,-0.0014,0.0077,2048
316.53,0.0025,-0.0014,0.0083,2048
316.55,0.0021,-0.0014,0.0085,2048
316.57,0.0016,-0.0014,0.0084,2048
316.59,0.0024,-0.0014,0.0086,2048
316.61,0.0022,-0.0014,0.0086,2048
316.63,0.0022,-0.0014,0.0104,2048
316.65,0.0036,-0.0013,0.0100,2048
316.67,0.0024,-0.0013,0.0086,2048
316.69,0.0020,-0.0014,0.0081,2048
316.71,0.0019,-0.0014,0.0077,2048
316.73,0.0024,-0.0014,0.0082,2048
316.75,0.0023,-0.0014,0.0106,2048
316.77,0.0016,-0.0014,0.0066,2048
316.79,0.0023,-0.0014,0.0084,2048
316.81,0.0023,-0.0014,0.0078,2048
316.83,0.0018,-0.0014,0.0071,2048
316.85,0.0021,-0.0014,0.0076,2048
316.87,0.0024,-0.0014,0.0084,2048
316.89,0.0019,-0.0014,0.0082,2048
316.91,0.0019,-0.0014,0.0070,2048
316.94,0.0024,-0.0014,0.0076,2048
316.96,0.0032,-0.0014,0.0105,2048
316.98,0.0010,-0.0014,0.0083,2048
317.00,0.0021,-0.0014,0.0073,2048
317.02,0.0023,-0.0014,0.0080,2048
317.04,0.0020,-0.0014,0.0081,2048
317.06,0.0019,-0.0014,0.0077,2048
317.08,0.0024,-0.0014,0.0078,2048
317.10,0.0021,-0.0014,0.0082,2048
317.12,0.0051,-0.0013,0.0171,2048
317.14,0.0047,-0.0012,0.0116,2048
317.16,0.0025,-0.0014,0.0078,2048
317.18,0.0018,-0.0014,0.0085,2048
317.20,0.0023,-0.0014,0.0079,2048
317.22,0.0025,-0.0014,0.0093,2048
317.24,0.0020,-0.0014,0.0077,2048
317.26,0.0020,-0.0014,0.0071,2048
317.28,0.0022,-0.0014,0.0077,2048
317.30,0.0021,-0.0014,0.0084,2048
317.32,0.0018,-0.0014,0.0071,2048
317.35,0.0027,-0.0014,0.0088,2048
317.37,0.0023,-0.0014,0.0084,2048
317.39,0.0018,-0.0014,0.0089,2048
317.41,0.0020,-0.0014,0.0076,2048
317.43,0.0023,-0.0014,0.0088,2048
317.45,0.0022,-0.0014,0.0085,2048
317.47,0.0020,-0.0014,0.0072,2048
317.49,0.0023,-0.0014,0.0080,2048
317.51,0.0033,-0.0014,0.0099,2048
317.53,0.0019,-0.0014,0.0089,2048
317.55,0.0026,-0.0014,0.0089,2048
317.57,0.0025,-0.0014,0.0095,2048
317.59,0.0019,-0.0014,0.0094,2048
317.61,0.0020,-0.0014,0.0074,2048
317.64,0.0020,-0.0014,0.0078,2048
317.66,0.0021,-0.0014,0.0075,2048
317.68,0.0021,-0.0014,0.0074,2048
317.70,0.0022,-0.0014,0.0082,2560
317.72,0.0026,-0.0014,0.0088,2048
317.74,0.0021,-0.0014,0.0088,2048
317.76,0.0016,-0.0014,0.0071,2048
317.78,0.0023,-0.0014,0.0093,2048
317.80,0.0024,-0.0014,0.0088,2048
317.82,0.0020,-0.0014,0.0075,2048
317.84,0.0023,-0.0014,0.0079,2048
317.86,0.0022,-0.0014,0.0082,2048
317.88,0.0017,-0.0014,0.0096,2048
317.90,0.0022,-0.0014,0.0095,2048
317.92,0.0027,-0.0014,0.0098,2048
317.95,0.0023,-0.0014,0.0088,2048
317.97,0.0024,-0.0014,0.0084,2048
317.99,0.0017,-0.0014,0.0082,2048
318.01,0.0019,-0.0014,0.0071,2048
318.03,0.0020,-0.0014,0.0079,2048
318.05,0.0025,-0.0014,0.0074,2048
318.07,0.0023,-0.0014,0.0081,2048
318.09,0.0069,-0.0007,0.0160,2048
318.11,0.0026,-0.0014,0.0088,2048
318.13,0.0027,-0.0014,0.0095,2048
318.15,0.0024,-0.0014,0.0091,2048
318.17,0.0018,-0.0014,0.0066,2048
318.19,0.0022,-0.0014,0.0071,2048
318.21,0.0020,-0.0014,0.0079,2048
318.23,0.0018,-0.0014,0.0087,2048
318.25,0.0025,-0.0014,0.0081,2048
318.27,0.0043,-0.0014,0.0136,2048
318.29,0.0024,-0.0014,0.0085,2048
318.32,0.0019,-0.0014,0.0082,2048
318.34,0.0023,-0.0014,0.0087,2048
318.36,0.0022,-0.0014,0.0078,2048
318.38,0.0019,-0.0014,0.0071,2048
318.40,0.0022,-0.0014,0.0094,2560
318.42,0.0025,-0.0014,0.0087,2048
318.44,0.0020,-0.0014,0.0096,2048
318.46,0.0016,-0.0014,0.0079,2048
318.48,0.0025,-0.0014,0.0088,2048
318.50,0.0024,-0.0014,0.0087,2048
318.52,0.0019,-0.0014,0.0081,2048
318.54,0.0021,-0.0014,0.0073,2048
318.56,0.0021,-0.0014,0.0086,2048
318.58,0.0017,-0.0014,0.0064,1536
318.60,0.0022,-0.0014,0.0079,2560
318.62,0.0025,-0.0014,0.0087,2048
318.64,0.0023,-0.0014,0.0090,2048
318.66,0.0015,-0.0014,0.0063,1536
318.69,0.0022,-0.0014,0.0086,2560
318.71,0.0022,-0.0014,0.0081,2048
318.73,0.0019,-0.0014,0.0088,2048
318.75,0.0022,-0.0014,0.0072,2048
318.77,0.0023,-0.0014,0.0076,2048
318.79,0.0019,-0.0014,0.0078,2048
318.81,0.0018,-0.0014,0.0073,2048
318.83,0.0024,-0.0014,0.0084,2048
318.85,0.0021,-0.0014,0.0086,1536
318.87,0.0019,-0.0014,0.0072,2048
318.89,0.0023,-0.0014,0.0080,2048
318.91,0.0021,-0.0014,0.0098,2048
318.93,0.0020,-0.0014,0.0095,2560
318.95,0.0028,-0.0014,0.0092,2048
318.97,0.0020,-0.0014,0.0078,2048
318.99,0.0018,-0.0014,0.0079,2048
319.01,0.0019,-0.0014,0.0077,1536
319.03,0.0022,-0.0014,0.0089,2048
319.05,0.0035,-0.0014,0.0182,2048
319.07,0.0057,-0.0011,0.0149,2048
319.10,0.0027,-0.0014,0.0089,2560
319.12,0.0024,-0.0014,0.0090,2048
319.14,0.0032,-0.0014,0.0108,2048
319.16,0.0024,-0.0013,0.0081,2048
319.18,0.0023,-0.0014,0.0086,2048
319.20,0.0021,-0.0014,0.0089,2048
319.22,0.0019,-0.0014,0.0069,2048
319.24,0.0024,-0.0014,0.0088,2048
319.26,0.0023,-0.0014,0.0084,2048
319.28,0.0015,-0.0014,0.0093,2048
319.30,0.0023,-0.0014,0.0091,2048
319.32,0.0023,-0.0014,0.0090,2048
319.34,0.0022,-0.0014,0.0082,2048
319.36,0.0020,-0.0014,0.0067,2048
319.38,0.0023,-0.0014,0.0088,2048
319.40,0.0019,-0.0014,0.0079,2048
319.42,0.0018,-0.0014,0.0075,2048
319.45,0.0026,-0.0014,0.0076,2048
319.47,0.0024,-0.0014,0.0095,2048
319.49,0.0019,-0.0014,0.0088,2048
319.51,0.0020,-0.0014,0.0079,2048
319.53,0.0022,-0.0014,0.0079,2048
319.55,0.0021,-0.0013,0.0071,2048
319.57,0.0021,-0.0014,0.0075,2048
319.59,0.0024,-0.0014,0.0075,2048
319.61,0.0020,-0.0014,0.0090,2048
319.63,0.0015,-0.0014,0.0077,2048
319.65,0.0025,-0.0014,0.0095,2048
319.67,0.0025,-0.0014,0.0090,2048
319.69,0.0020,-0.0014,0.0082,2048
319.71,0.0020,-0.0014,0.0075,2048
319.73,0.0021,-0.0014,0.0086,2048
319.75,0.0019,-0.0014,0.0070,2048
319.77,0.0021,-0.0014,0.0084,2048
319.79,0.0026,-0.0014,0.0084,2048
319.81,0.0023,-0.0014,0.0097,2048
319.83,0.0015,-0.0014,0.0075,2048
319.85,0.0025,-0.0014,0.0090,1536
319.87,0.0025,-0.0014,0.0090,2048
319.89,0.0028,-0.0013,0.0084,2560
319.91,0.0022,-0.0014,0.0074,1536
319.93,0.0020,-0.0014,0.0077,2048
319.95,0.0023,-0.0014,0.0100,2048
319.98,0.0025,-0.0014,0.0109,2048
320.00,0.0023,-0.0014,0.0088,2048
320.02,0.0033,-0.0014,0.0187,2048
320.04,0.0056,-0.0010,0.0161,2048
320.06,0.0028,-0.0014,0.0093,2048
320.08,0.0024,-0.0014,0.0094,2048
320.10,0.0021,-0.0014,0.0072,2048
320.12,0.0024,-0.0014,0.0081,2048
320.14,0.0021,-0.0014,0.0083,2048
320.16,0.0017,-0.0014,0.0090,2048
320.18,0.0023,-0.0014,0.0089,2048
320.20,0.0026,-0.0014,0.0092,2048
320.22,0.0021,-0.0014,0.0079,2048
320.24,0.0028,-0.0014,0.0089,2048
320.26,0.0028,-0.0013,0.0098,2048
320.28,0.0020,-0.0014,0.0081,2048
320.30,0.0020,-0.0014,0.0077,2048
320.32,0.0027,-0.0014,0.0088,2048
320.34,0.0023,-0.0014,0.0088,2048
320.36,0.0018,-0.0014,0.0084,2048
320.38,0.0020,-0.0014,0.0082,2048
320.40,0.0024,-0.0014,0.0080,2048
320.42,0.0023,-0.0014,0.0099,2048
320.45,0.0019,-0.0014,0.0080,2048
320.47,0.0022,-0.0014,0.0091,2048
320.49,0.0020,-0.0014,0.0075,2048
320.51,0.0017,-0.0014,0.0071,2048
320.53,0.0026,-0.0014,0.0084,2048
320.55,0.0025,-0.0014,0.0085,2048
320.57,0.0019,-0.0014,0.0097,2048
320.59,0.0019,-0.0014,0.0081,2048
320.61,0.0023,-0.0014,0.0086,2048
320.63,0.0021,-0.0014,0.0087,2048
320.65,0.0020,-0.0014,0.0071,2048
320.67,0.0025,-0.0014,0.0083,2048
320.69,0.0021,-0.0014,0.0090,2048
320.71,0.0017,-0.0014,0.0091,2048
320.73,0.0023,-0.0014,0.0084,2048
320.75,0.0025,-0.0014,0.0086,2048
320.77,0.0021,-0.0014,0.0093,2048
320.79,0.0020,-0.0014,0.0070,2048
320.81,0.0022,-0.0014,0.0077,2048
320.83,0.0022,-0.0014,0.0088,2048
320.85,0.0018,-0.0014,0.0067,2048
320.87,0.0024,-0.0014,0.0081,2048
320.89,0.0023,-0.0014,0.0088,2048
320.91,0.0017,-0.0014,0.0093,2048
