t_s,media_mA,min_mA,max_mA,n
97.22,0.0251,0.0160,0.0348,2048
97.24,0.0257,0.0165,0.0360,2048
97.26,0.8821,0.0159,18.1020,2048
97.28,1.9237,1.1109,2.9794,2048
97.30,14.5505,0.0375,55.7151,2048
97.32,41.2654,12.7375,206.4443,2048
97.34,34.1775,13.4814,46.9488,2048
97.36,34.3034,13.8544,47.5459,2048
97.38,129.6749,12.7839,204.8958,2048
97.40,68.9350,11.8117,210.3174,2048
97.42,34.4914,13.3417,47.6003,2048
97.44,33.5302,12.8767,47.0573,2048
97.46,62.9242,12.9232,207.2187,2048
97.48,34.2773,13.7611,47.2743,2048
97.50,34.9849,26.6277,47.9811,2048
97.52,33.4865,12.4593,47.2201,2048
97.54,34.9548,26.8765,47.7634,2048
97.56,11.3042,0.0024,45.3813,2048
97.58,1.5878,0.0056,17.9247,2048
97.60,7.4765,1.0852,58.4187,2048
97.62,22.0195,0.9699,54.6523,2048
97.65,34.1429,13.4814,47.5459,2048
97.67,20.8988,0.0022,47.1658,2048
97.69,0.0211,0.0072,0.0343,2048
97.71,0.0249,0.0136,0.0347,2048
97.73,0.0253,0.0149,0.0348,2048
97.75,0.0250,0.0113,0.0357,2048
97.77,0.0259,0.0131,0.0352,2048
97.79,0.0253,0.0148,0.0379,2048
97.81,0.0260,0.0160,0.0345,2048
97.83,0.0253,0.0148,0.0364,2048
97.85,0.0251,0.0089,0.0350,2048
97.87,0.0257,0.0127,0.0361,2048
97.89,0.3882,0.0162,27.7244,2048
97.91,1.9751,0.0105,12.1473,2048
97.93,13.1225,0.0056,56.0516,2048
97.95,28.9572,1.1752,49.1268,2048
97.97,34.1343,12.6911,48.0900,2048
97.99,10.9053,0.0130,47.9811,2048
98.01,81.6343,0.2215,204.1217,2048
98.04,113.3209,11.6271,260.1168,2048
98.06,40.0424,13.3417,213.4177,2048
98.08,34.2278,13.8544,47.2743,2048
98.10,61.9415,12.4129,210.3174,2048
98.12,84.7408,1.1323,209.5426,2048
98.14,40.6978,11.7194,204.8958,2048
98.16,34.2716,13.5280,47.6547,2048
98.18,59.7707,1.0424,204.8958,2048
98.20,59.6768,0.0136,206.4443,2048
98.22,4.0163,0.2326,12.9710,2048
98.24,3.8825,0.2211,13.2951,2048
98.26,29.1044,1.6170,60.0080,2048
98.28,31.1812,24.8944,53.0381,2048
98.30,28.4883,23.8121,47.7090,2048
98.32,28.5485,23.8121,47.2201,2048
98.34,28.4857,13.8544,48.4170,2048
98.36,36.3885,14.6027,44.8430,2048
98.38,29.7497,18.0543,45.1658,2048
98.40,29.2763,17.4351,44.8968,2048
98.42,29.2612,18.1020,44.9506,2048
98.45,29.7231,18.1974,44.6817,2048
98.47,29.5580,16.9128,44.7892,2048
98.49,29.2453,18.1020,46.6779,2048
98.51,29.6876,18.1497,45.2197,2048
98.53,29.7818,18.2452,44.5206,2048
98.55,29.2173,18.0066,44.9506,2048
98.57,29.5505,17.8636,45.0044,2048
98.59,29.8108,18.2929,45.0582,2048
98.61,29.6491,17.9112,45.0582,2048
98.63,29.1038,17.9589,44.9506,2048
98.65,29.7790,18.1497,44.9506,2048
98.67,29.2601,17.4827,44.8968,1536
98.69,29.4310,18.3407,44.7355,2560
98.71,29.7277,18.0543,44.7892,2048
98.73,29.2839,18.2452,45.2197,1536
98.75,29.6485,18.1497,45.0044,2048
98.77,29.6408,18.3407,44.6280,2048
98.79,29.1331,18.5318,44.6817,2048
98.81,29.4101,18.0066,44.9506,2048
98.83,29.7382,18.2929,44.7355,2048
98.85,29.2884,17.9112,45.0044,2048
98.87,29.2897,18.3885,44.7892,2048
98.89,29.7840,18.1497,44.6280,2048
98.91,29.5166,18.3407,44.8430,2048
98.93,29.2279,18.0066,45.0044,2048
98.96,29.6887,18.0066,44.6280,2048
98.98,29.7640,18.2452,45.0044,2048
99.00,29.2410,18.1974,44.8968,2048
99.02,29.5197,18.1974,45.0044,2048
99.04,29.4649,18.1974,44.9506,2560
99.06,29.7592,18.1497,45.0044,2048
99.08,29.6753,18.0543,45.0582,2048
99.10,29.1918,18.2929,44.9506,2048
99.12,29.4961,17.9589,44.6280,2048
99.14,29.7369,17.9589,44.6817,2048
99.16,31.5350,14.8841,46.3531,2048
99.18,39.2279,19.0585,46.6779,2048
99.20,39.2566,19.4905,46.1368,2048
99.22,39.1353,19.5385,47.3286,2048
99.24,39.6028,19.6827,49.1815,2048
99.26,41.5855,20.2124,50.1678,2048
99.28,39.4011,19.6827,47.2201,2048
99.30,39.1262,19.2024,48.3079,2048
99.32,39.3027,19.5385,46.9488,1536
99.34,39.1645,19.8752,47.0030,2048
99.36,39.3348,19.8752,46.3531,2048
99.39,39.2854,19.6827,46.8404,2048
99.41,39.4374,19.7308,46.5154,2048
99.43,39.2370,19.0585,47.2201,2048
99.45,27.6625,8.0191,54.4291,2560
99.47,28.5924,24.1067,47.2201,2048
99.49,28.4529,24.0576,48.5260,2048
99.51,28.5367,23.8121,47.1658,1536
99.53,28.4534,23.8612,47.5459,2048
99.55,36.3359,14.2282,45.8667,2048
99.57,29.7200,18.0066,44.7892,2048
99.59,29.2858,17.9589,44.4132,2048
99.61,29.3455,18.1020,44.5206,2048
99.63,29.7506,18.1020,44.6280,2048
99.65,29.7019,18.3407,44.7892,2048
99.67,29.6019,17.8636,44.7892,2048
99.69,29.3131,18.4362,44.7892,2048
99.71,29.5697,17.5778,45.3274,2048
99.73,29.7546,18.3885,44.6817,2048
99.75,29.7026,18.2452,44.9506,2048
99.77,29.3860,17.5303,44.9506,2048
99.80,29.5407,18.0066,45.5430,2048
99.82,29.5360,18.1020,45.2735,2560
99.84,29.7496,17.9112,44.8968,2048
99.86,29.7289,18.1020,45.2735,2048
99.88,29.4320,18.0066,44.7355,2048
99.90,29.3324,18.1020,45.1658,2048
99.92,29.7241,18.0066,44.8430,2048
99.94,29.6850,17.8636,44.7892,2048
99.96,29.6357,18.1974,44.5206,2048
99.98,29.2425,17.9589,45.2735,2048
100.00,29.4226,18.1974,44.4132,2048
100.02,29.6841,17.5303,45.0044,2048
100.04,29.7189,18.1974,44.8430,2048
100.07,29.3047,18.1497,44.7355,2048
100.09,29.3840,18.1020,45.3813,2048
100.11,29.7900,17.7206,45.0044,2048
100.13,29.7758,18.2929,45.3274,2048
100.15,29.4039,18.0066,44.8430,2048
100.17,29.3790,18.5318,45.0582,2048
100.19,29.8209,18.0066,44.9506,2048
100.21,29.7569,18.1974,45.1658,2048
100.23,29.6522,17.9589,44.9506,2048
100.25,29.8539,18.5318,49.0721,2048
100.27,31.3769,18.3407,49.8386,2048
100.29,29.7038,18.1497,44.5206,2048
100.31,29.4795,18.2929,44.6817,2048
100.33,29.2598,18.2929,44.6817,2048
100.35,35.4921,15.1189,46.3531,2048
100.37,39.2221,19.3464,46.2990,2048
100.39,39.2819,19.4424,46.4613,2048
100.41,39.1744,19.2984,48.0355,2048
100.43,39.4079,19.6827,46.8404,2048
100.45,39.3093,19.7308,46.5696,2048
100.47,39.3247,19.2984,46.8946,2048
100.49,39.1874,19.5866,46.6779,2048
100.51,39.1428,18.9627,47.8722,2048
100.54,39.1866,19.9715,46.6779,2048
100.56,39.2567,19.4424,46.5154,2048
100.58,39.3944,19.5385,47.1115,2048
100.60,39.2328,19.2024,48.3079,2048
100.62,33.1933,8.7440,57.2326,2048
100.64,28.5366,24.1067,48.5806,2048
100.66,28.5651,24.0576,47.6547,2048
100.68,28.4728,24.0084,47.3286,2048
100.70,28.4934,24.0576,48.1444,2048
100.72,31.7756,14.0880,47.0030,2048
100.74,32.8427,14.8372,44.7892,2048
100.76,27.8558,18.0543,44.5206,2048
100.78,27.3430,18.4362,44.7892,2048
100.80,27.9012,18.1020,44.6280,2048
100.82,27.6072,18.4362,44.7355,2048
100.84,27.5914,18.2929,44.5206,2048
100.86,27.9221,18.1497,44.5743,2048
100.89,27.3762,17.4827,44.7892,2048
100.91,27.7752,18.1497,44.8968,2048
100.93,27.8632,18.1497,44.8968,2048
100.95,27.4115,18.1974,44.7355,2048
100.97,27.9645,18.1497,44.6280,2048
100.99,27.6215,17.8636,45.2197,2048
101.01,27.6578,18.1974,44.9506,2048
101.03,27.9902,18.2452,44.7355,2048
101.05,27.4066,17.8636,44.9506,2048
101.07,27.8909,18.3407,45.3274,2048
101.09,27.8439,18.1020,45.0582,2048
101.11,27.4279,18.0543,45.3813,2048
101.13,28.0016,18.1974,45.1658,2048
101.15,27.2665,18.2452,44.6817,2048
101.17,27.9339,18.3885,44.7892,2560
101.19,27.9168,18.3885,45.2735,1536
101.21,27.2300,18.0543,45.0582,2048
101.23,27.9390,17.5303,44.5743,2048
101.25,28.8428,18.3885,48.8536,2560
101.27,28.5069,17.8636,45.5969,1536
101.30,27.9440,18.0543,44.7892,2048
101.32,27.1636,18.3407,44.9506,2048
101.34,27.9191,17.8636,44.6817,2048
101.36,27.8316,18.1497,44.5206,2048
101.38,27.3714,18.1497,44.5206,2048
101.40,27.9320,18.1020,44.8968,2048
101.42,27.3605,17.7206,44.8430,2048
101.44,27.7893,18.3885,45.2197,2048
101.46,28.0181,17.6730,44.8968,2048
101.48,27.2172,18.1497,45.9207,2048
101.50,27.9998,18.0543,44.7355,2048
101.52,27.8751,18.0543,45.3813,2048
101.54,27.4462,17.8159,44.8430,2048
101.56,28.0020,18.1974,45.0582,2560
101.58,27.2411,18.2452,44.6817,2048
101.60,27.9758,18.2929,45.0044,2048
101.62,27.8038,18.3407,44.6817,2048
101.65,27.4210,18.3885,44.6817,2048
101.67,27.9695,17.7683,44.6817,2048
101.69,27.2638,18.2452,44.7355,2048
101.71,27.8267,18.1497,45.1658,2048
101.73,27.9568,18.1974,44.2522,2048
101.75,27.1729,18.3407,45.1658,2048
101.77,32.2249,15.4481,46.0287,2048
101.79,39.3371,19.6827,46.6779,2048
101.81,39.1756,19.9233,46.4613,2048
101.83,39.3421,19.8752,47.0573,2048
101.85,39.3098,19.8752,47.1115,2048
101.87,39.3533,18.9627,48.0355,2048
101.89,39.3006,19.9715,46.1368,2048
101.91,39.3166,19.7789,46.1368,2048
101.93,39.1467,19.1544,46.2449,2048
101.95,39.2007,19.1065,49.0175,2048
101.97,39.2428,19.7308,46.4613,2048
101.99,39.3989,19.8271,46.5696,2048
102.01,39.3626,20.0678,46.8404,2048
102.04,36.5505,8.5172,54.7640,2048
102.06,27.4416,12.1815,47.2743,2048
102.08,28.5780,24.2542,47.5459,2048
102.10,28.4438,24.0576,47.9811,2048
102.12,28.5191,24.0084,47.7090,2048
102.14,29.3884,13.2951,47.3829,2048
102.16,35.2207,14.9780,44.4669,2048
102.18,27.9076,18.1974,44.8968,2048
102.20,27.4636,18.2452,44.5206,2048
102.22,27.6434,18.4840,44.7355,2048
102.24,27.9341,18.1020,44.5743,2048
102.26,29.2510,18.4840,48.9082,2048
102.28,28.2252,18.2452,45.6509,2048
102.30,27.7796,18.1974,44.5206,2048
102.32,27.3970,18.2929,44.7892,2048
102.34,27.9491,18.2929,44.5206,2048
102.36,27.2914,18.1020,44.7892,2048
102.38,27.8965,17.9589,45.1658,2048
102.40,27.9687,17.9112,44.8968,2048
102.42,27.2813,17.8636,44.7892,2048
102.45,27.9802,17.7206,45.2197,2048
102.47,27.4528,18.1020,45.0044,2048
102.49,27.7981,17.8159,44.6280,2048
102.51,28.0257,18.2929,45.4352,2048
102.53,27.3041,18.1497,45.0582,2048
102.55,27.9148,17.8636,44.7892,2048
102.57,27.4957,18.1497,44.8968,2048
102.59,27.6871,17.6730,44.4132,2048
102.61,27.9639,17.4827,44.4132,2048
102.63,27.1845,17.6254,44.4669,2048
102.65,27.9275,17.9589,44.5743,2048
102.67,27.5843,17.7206,45.3813,2048
102.69,27.5364,17.7683,44.6817,2048
102.71,27.8323,17.8636,44.3058,2048
102.73,27.2984,18.1497,44.8968,2048
102.75,27.7705,18.1020,44.9506,2048
102.77,27.9404,18.1974,44.6280,2048
102.79,27.2330,17.9112,44.7892,2048
102.81,27.8758,18.4840,44.5206,2048
102.83,27.5030,17.9589,44.6817,2048
102.85,27.6363,17.3400,44.8430,2048
102.87,27.9537,17.8159,44.3595,1536
102.89,27.4841,18.1497,44.9506,2048
102.91,27.7849,17.9112,45.1120,2560
102.94,27.9307,17.8636,44.6280,2048
102.96,27.3434,17.9589,44.6817,2048
102.98,27.9368,18.1020,44.7892,2048
103.00,27.3980,18.1974,44.8430,2048
103.02,27.8227,17.9112,44.7355,2048
103.04,27.9868,18.1497,44.7355,2048
103.06,27.2041,17.5303,44.4669,2048
103.08,27.9361,18.1020,44.8968,2048
103.10,27.6783,18.0543,44.5743,2048
103.12,27.4176,17.9112,45.2197,2048
103.14,27.8286,18.1497,44.5206,2048
103.16,27.4036,18.1974,44.7892,2048
103.18,27.6547,18.3407,44.1986,2048
103.20,34.7100,14.6027,46.6237,2048
103.22,39.1977,20.2607,46.3531,2048
103.24,39.2321,18.9627,46.7320,2048
103.26,41.4855,20.2607,50.0032,2048
103.28,39.5092,19.6347,47.2743,2048
103.30,39.3055,19.6347,47.3829,2048
103.32,39.3476,19.7789,46.5696,2048
103.35,39.1884,19.9233,46.5154,2048
103.37,39.0921,19.1065,47.6003,2048
103.39,39.1652,19.9715,46.2449,2048
103.41,39.3071,19.5385,46.9488,2048
103.43,39.2989,19.7789,46.6237,2048
103.45,39.3034,19.6347,47.7634,2048
103.47,36.2893,13.7611,46.6779,2048
103.49,26.6840,7.7931,58.4187,2048
103.51,28.4890,23.9593,47.1115,2048
103.53,28.5103,24.1067,46.9488,2048
103.55,28.4233,23.8612,47.7090,2560
103.57,27.9251,13.9011,46.7320,1536
103.59,29.6794,18.2929,44.8430,2048
103.61,29.7055,18.3407,45.0582,2048
103.64,29.2433,18.3407,44.7892,2048
103.66,29.7265,18.2452,44.5743,2560
103.68,29.2283,18.3407,44.8430,1536
103.70,29.3797,17.9589,44.9506,2560
103.72,30.0114,17.9112,44.7355,1536
103.74,29.5751,17.9589,45.1658,2560
103.76,29.3288,18.2929,44.7355,2048
103.78,29.3899,18.0066,45.4891,2048
103.80,29.8017,17.9589,44.9506,2048
103.82,29.2504,17.7683,45.1120,1536
103.84,29.7642,18.0066,44.9506,2560
103.86,29.7601,18.1974,44.7892,1536
103.88,29.2721,18.1020,45.3813,2048
103.90,29.4832,17.6730,45.4352,2048
103.92,29.7227,18.0066,44.9506,2048
103.94,29.6952,18.3407,44.9506,2048
103.96,29.4554,18.1497,44.8968,2048
103.98,29.1777,17.8159,44.7355,2048
104.00,29.6574,18.2452,44.5206,2048
104.02,29.6549,18.0543,44.8968,2048
104.04,29.4633,18.3885,44.8968,2048
104.06,29.2737,17.9589,44.9506,2048
104.08,29.6161,17.7683,44.9506,2048
104.10,29.7341,18.2929,44.5743,2048
104.12,29.5117,17.8159,44.5743,2048
104.14,29.3224,17.8159,44.7355,2048
104.17,29.6577,18.3885,44.8430,2048
104.19,29.7313,18.1020,45.1658,2048
104.21,29.8127,17.7206,44.9506,2048
104.23,29.1566,18.1497,45.3813,2048
104.25,29.8059,18.3885,44.7892,2048
104.27,31.9449,18.7232,49.5646,2048
104.29,29.6776,18.1974,45.1658,2048
104.31,29.2734,18.2452,44.6817,2048
104.33,29.4374,18.0066,45.3274,2048
104.35,29.6701,18.2929,44.8430,2048
104.37,29.6015,18.1974,44.7355,2048
104.39,32.4847,14.6027,46.1909,2048
104.41,39.1904,19.4424,46.7320,2048
104.43,39.2494,19.7789,46.6779,2048
104.45,39.1878,19.0106,46.2990,2048
104.47,39.3393,20.0197,47.1658,2048
104.49,39.2039,19.2024,47.9266,2048
104.51,39.3517,19.4424,46.6237,2048
104.53,39.2205,19.6347,46.4613,2048
104.55,39.2295,19.5385,46.3531,2048
104.57,39.1497,19.7789,46.7862,2048
104.59,39.2179,19.4424,47.9811,2048
104.62,39.2673,19.8752,46.2990,2048
104.64,39.4246,19.9233,47.0573,2048
104.66,39.2739,18.9147,47.0573,2048
104.68,28.4675,7.7931,60.4637,2048
104.70,28.5075,23.9102,47.4916,2048
104.72,28.5254,24.2050,49.7838,2048
104.74,28.4113,23.5669,47.4373,2048
104.76,28.5068,24.0576,48.4170,2048
104.78,28.7901,13.8077,46.9488,2048
104.80,29.3252,18.3407,45.0582,2048
104.82,29.6751,18.2452,44.4132,2048
104.84,29.6759,18.0543,45.0582,2048
104.86,29.6783,17.9589,44.5206,2048
104.88,29.0803,18.2929,44.8430,2048
104.90,29.6373,18.3885,44.8430,2048
104.92,29.7344,18.1497,44.7355,2048
104.94,29.7683,17.7683,45.0044,2048
104.96,29.3800,18.0066,44.9506,2048
104.98,29.3728,17.9112,45.1658,2048
105.00,29.7444,17.5303,44.9506,2048
105.02,29.8189,18.3407,44.7892,2048
105.04,29.5197,18.2452,44.6280,2048
105.07,29.2619,18.1020,44.4669,2048
105.09,29.7424,18.0543,44.7892,2048
105.11,29.7622,18.1974,44.6280,2048
105.13,29.2122,18.1497,44.8968,2048
105.15,29.4383,18.1974,45.1658,2048
105.17,29.7297,18.3885,44.4669,2048
105.19,29.6774,18.2452,44.7355,2048
105.21,29.4589,18.1020,44.7892,2048
105.23,29.0795,17.9589,44.6280,2048
105.25,30.4953,18.1020,48.3624,2048
105.27,31.2906,18.6275,48.6897,2048
105.29,29.5066,17.6254,44.7892,2048
105.31,29.3295,18.3885,45.0582,2048
105.33,29.5842,18.4362,45.0044,2048
105.35,29.7507,18.1974,45.1120,2048
105.37,29.6610,18.1020,45.1120,2048
105.39,29.3628,18.1497,44.9506,2048
105.41,29.4831,18.4362,44.8430,2048
105.43,29.7978,18.0543,45.4891,2048
105.45,29.7519,18.2929,44.5743,2048
105.48,29.3013,17.9112,45.3813,2048
105.50,29.3782,17.8159,44.6817,2048
105.52,29.7505,18.4840,45.1658,2048
105.54,29.6957,18.3407,44.5206,2048
105.56,29.5555,17.9112,44.8968,2048
105.58,29.2494,17.9112,44.6817,2048
105.60,33.3871,15.0719,46.2449,2048
105.62,39.3311,18.9627,46.4613,2048
105.64,39.1580,20.0197,46.1909,2048
105.66,39.1780,19.7308,46.5154,2048
105.68,39.3467,19.8752,46.7320,2048
105.70,39.2398,18.8190,47.8178,2048
105.72,39.3648,19.4905,46.6779,2048
105.74,39.2191,19.6347,46.7320,2048
105.76,39.2308,19.0106,46.2990,2048
105.78,39.0462,19.2984,46.7320,2048
105.80,39.2897,19.8271,46.8946,2048
105.82,39.2531,19.8271,46.1368,2048
105.84,39.4101,19.8752,46.1909,2048
105.86,39.2260,18.6753,47.4373,2048
105.89,29.9174,8.7440,56.1639,2048
105.91,28.5688,24.0084,47.2743,2048
105.93,28.5046,23.8121,47.7090,2048
105.95,28.4381,23.3709,47.3286,2048
105.97,28.5132,24.3525,47.5459,2048
105.99,27.3325,13.1091,47.0030,2048
106.01,27.9550,18.1974,44.6280,2048
106.03,27.7734,18.1020,44.5206,2048
106.05,27.3702,18.1497,44.9506,2048
106.07,27.8598,18.2929,44.3595,2048
106.09,27.5148,18.2452,44.7892,2048
106.11,27.5988,18.2929,44.5743,2048
106.13,27.9527,18.2929,44.6817,2048
106.15,27.2565,18.1497,44.4132,2048
106.17,27.9003,17.9589,44.8430,2048
106.19,27.6914,17.9112,44.7892,2048
106.21,27.5598,18.2929,44.8430,2048
106.23,27.9342,18.2452,44.5743,2048
106.25,28.6720,18.3885,49.0721,2048
106.27,28.9216,18.7232,48.7989,2048
106.29,27.7927,18.1497,44.8968,2048
106.31,27.5264,17.9112,45.0044,2048
106.33,27.9407,18.1974,44.7892,2048
106.36,27.2789,18.1497,44.7355,2048
106.38,27.9643,18.0543,45.0582,2048
106.40,27.7504,18.0543,45.3274,2048
106.42,27.4241,17.8636,44.5206,2048
106.44,27.9224,18.0543,44.2522,2048
106.46,27.2147,18.2929,45.2197,2048
106.48,27.8698,18.1974,44.8968,2048
106.50,27.8516,18.1497,45.0044,2048
106.52,27.2162,18.0543,44.5206,2048
106.54,27.8484,18.1974,44.4669,2048
106.56,27.5463,18.0543,44.8968,2048
106.58,27.5024,17.9589,44.8430,2048
106.60,27.8579,18.0543,45.0582,2048
106.62,27.2210,17.8159,44.6817,2048
106.64,27.9056,17.8159,44.6817,2048
106.66,27.7367,18.2452,44.3595,2048
106.68,27.4086,18.1497,44.8968,2048
106.70,27.9017,17.7683,44.5743,2048
106.72,27.5405,17.7206,45.1120,2048
106.74,27.6510,18.1020,44.6817,2048
106.77,27.9909,18.2452,45.0582,2048
106.79,27.2731,18.5318,45.0582,2048
106.81,27.9175,18.0543,44.8968,2048
106.83,27.9251,18.1020,44.9506,2048
106.85,27.3160,18.1974,45.4891,2048
106.87,27.8969,17.8636,44.8430,2048
106.89,27.3637,18.0543,44.8968,2048
106.91,27.7717,18.2929,44.5206,2048
106.93,27.9509,17.9112,44.5206,2048
106.95,27.2133,18.2452,44.7355,2048
106.97,27.8404,17.9112,44.4132,2048
106.99,27.4461,18.1020,44.5206,2048
107.01,27.5969,17.9112,45.0044,2048
107.03,27.8834,18.2452,44.7355,2048
107.05,32.4290,15.0250,46.8404,2048
107.07,39.2033,19.5866,46.7862,2048
107.09,39.2367,19.7308,46.1368,2048
107.11,39.1843,20.1160,46.4613,2048
107.13,39.2859,19.4905,46.8404,2048
107.15,39.3111,19.6347,46.8946,2048
107.17,39.3338,19.1065,46.5696,2048
107.19,39.2065,19.2024,46.5154,1536
107.21,39.0614,18.6753,47.4916,2048
107.24,39.2203,19.7789,46.5154,2560
107.26,41.1085,20.2607,49.9483,2048
107.28,39.9172,19.7789,48.5260,2048
107.30,39.3019,18.9147,47.9266,2048
107.32,39.2942,19.9233,47.1115,2048
107.34,29.3698,8.9712,57.6838,2048
107.36,28.6201,24.2050,47.2743,2048
107.38,28.4450,22.8818,47.3286,2048
107.40,28.4902,23.9593,47.7090,2048
107.42,28.4692,23.7630,47.2743,2048
107.44,28.8860,13.6678,47.6003,2048
107.46,29.0489,18.3885,44.4669,2048
107.48,29.5761,18.1497,44.6817,2048
107.50,29.4172,18.1974,44.6817,2048
107.52,29.0975,18.1497,44.7355,2048
107.54,29.6636,18.1974,44.7355,2048
107.56,29.5958,18.1020,44.7355,2048
107.58,29.3459,18.0543,44.7355,1536
107.60,29.3903,18.2452,45.2197,2560
107.62,29.2132,18.2929,44.8968,1536
107.64,29.7237,18.0066,45.0044,2048
107.66,29.1090,18.4362,44.7355,2048
107.68,29.6223,17.7206,45.2197,2048
107.70,29.7236,17.9112,45.1120,2048
107.72,28.9645,18.3407,45.0044,2048
107.75,29.6940,18.1497,45.0582,2048
107.77,29.3439,18.2929,44.5743,2048
107.79,29.3212,18.0066,44.5206,2048
107.81,29.6607,18.3407,44.7355,2048
107.83,29.1230,18.1020,44.5206,2048
107.85,29.4348,18.3885,45.0582,2048
107.87,29.6019,18.1497,45.0044,2048
107.89,28.9181,18.3885,44.7355,2048
107.91,29.5814,17.7206,45.3274,2048
107.93,29.6365,18.1497,44.5743,2048
107.95,29.0465,18.3407,45.1120,2048
107.97,29.5152,18.1974,44.6817,2048
107.99,29.5937,18.2452,45.0582,2048
108.01,29.0899,18.2452,44.9506,2048
108.03,29.7044,18.1020,44.7355,2048
108.05,29.4732,18.0066,45.1658,2048
108.07,29.2194,18.1497,44.7355,2048
108.09,29.7550,17.9112,45.3813,2048
108.11,29.2923,18.3407,44.9506,2048
108.13,29.3816,18.1020,44.8430,2048
108.15,29.6986,17.8636,44.5743,2048
108.17,29.0729,18.1974,44.6817,2048
108.20,29.5385,18.1974,44.7892,2048
108.22,29.5002,18.1974,45.1658,2048
108.24,29.0314,18.3407,44.6280,2048
108.26,31.2367,18.1497,49.0721,2048
108.28,30.1732,18.2929,45.8127,2048
108.30,38.2931,14.9780,47.0030,2048
108.32,39.1703,20.0197,46.5696,2048
108.34,39.2490,19.6347,46.4613,2048
108.36,39.2436,19.6827,46.5154,2048
108.38,39.3068,19.4905,47.8178,2048
108.40,39.3193,19.2984,46.7862,2048
108.42,39.3440,20.3089,46.7862,2048
108.44,39.2043,19.8752,46.5696,2048
108.46,39.1225,19.3944,48.0355,2048
108.48,39.2102,19.6347,46.2990,2048
108.50,39.3530,19.8752,46.2449,2048
108.52,39.3311,20.0197,46.9488,2048
108.54,39.4702,19.5385,47.9266,2048
108.56,39.1395,19.4424,46.1909,2048
108.58,26.0804,9.1531,55.9394,2048
108.60,28.6149,23.9593,47.7090,2048
108.63,28.4330,23.8121,47.2743,2048
108.65,28.5341,23.9102,47.2201,2048
108.67,28.4256,23.7140,47.7090,2048
108.69,37.1269,13.6212,44.8968,2048
108.71,29.2505,18.4362,44.6280,2048
108.73,29.3407,18.0543,44.7355,2048
108.75,29.6591,18.1020,44.4132,2048
108.77,29.0721,18.2929,44.5206,2048
108.79,29.5262,18.1497,44.5206,2560
108.81,29.2922,18.2929,45.1658,2048
108.83,29.7051,17.8159,44.8430,2048
108.85,29.2212,18.1974,44.8968,2048
108.87,29.4801,18.3407,44.8430,2048
108.89,29.7091,18.2452,44.6280,2048
108.92,29.1256,18.1974,45.0582,2048
108.94,29.6648,18.2452,44.6280,2048
108.96,29.7795,18.3407,45.1120,2048
108.98,28.9728,18.3407,44.6280,2048
109.00,29.7488,17.5303,44.9506,2048
109.02,29.3694,18.2452,44.8430,2048
109.04,29.3525,18.0543,45.0044,2048
109.06,29.7409,18.4840,44.7892,2048
109.08,29.1136,17.8159,45.3813,2048
109.10,29.4718,18.4840,44.6280,2048
109.12,29.6125,18.0066,44.5743,2048
109.14,29.0004,17.9112,44.2522,2048
109.16,29.5593,17.8159,45.1658,2048
109.18,29.4617,17.8636,45.3813,2048
109.20,29.1044,17.5778,45.1658,2048
109.22,29.7122,18.2452,45.5430,2048
109.25,29.3793,18.1497,44.7892,2048
109.27,31.5107,18.8668,49.0175,2048
109.29,29.8718,17.9589,46.5696,2048
109.31,29.0960,17.8636,44.8968,2048
109.33,29.6337,18.0066,45.1658,2048
109.35,29.7384,18.0066,45.1658,2048
109.37,28.9502,18.3885,44.5743,2048
109.39,29.7322,18.2452,45.1658,2048
109.41,29.6580,17.9589,45.3274,2048
109.43,29.0341,18.1497,45.1658,2048
109.45,29.6910,18.3885,44.9506,2048
109.47,29.4215,17.8636,44.9506,2048
109.49,29.1719,18.2929,44.6817,2048
109.51,29.6463,17.9589,45.0582,2048
109.53,29.2006,18.3407,44.6280,2048
109.55,33.2933,14.7434,46.5696,2048
109.57,39.3268,19.4424,45.7588,2048
109.59,39.1704,19.9715,46.4072,2048
109.62,39.1725,19.2504,47.3286,2048
109.64,39.2856,19.6347,47.7634,2048
109.66,39.3190,19.5866,47.3286,2560
109.68,39.3672,19.3464,46.2990,2048
109.70,39.2147,18.9147,46.5154,1536
109.72,39.1752,18.7711,47.5459,2048
109.74,39.1457,19.7308,46.6237,2048
109.76,39.3111,19.8752,46.6779,2048
109.78,39.2065,19.3464,47.2201,2048
109.80,39.4297,19.0585,46.5154,2048
109.82,39.3214,19.6347,46.4613,2048
109.84,33.4446,8.6533,58.6452,2048
109.86,28.4415,24.0084,49.1815,2048
109.88,28.5989,23.8612,49.1815,2048
109.90,28.4468,24.0576,49.4004,2048
109.92,28.5166,24.1067,47.2201,2048
109.94,30.7825,13.7611,46.7320,2048
109.96,34.3945,15.4952,44.5206,2048
109.98,27.4434,18.1020,44.6280,2048
110.00,27.6877,18.2929,44.4669,2048
110.02,27.7351,18.2929,44.5743,2048
110.04,27.3446,18.5318,44.7355,2048
110.06,27.7679,18.0066,44.6280,2048
110.08,27.3145,18.3407,44.4669,2048
110.10,27.8623,18.0066,44.8430,2048
110.13,27.1919,17.9589,45.1658,2048
110.15,27.9246,18.1497,44.7355,2048
110.17,27.2023,18.1497,44.8430,2048
110.19,27.9039,18.1974,44.8430,2048
110.21,27.4526,17.9589,44.9506,2048
