t_s,media_mA,min_mA,max_mA,n
719.6,0.4290,0.0003,10.1525,100864
720.6,0.4282,0.0009,9.0127,100352
721.6,0.4289,0.0011,11.4888,100352
722.7,0.4288,0.0001,9.8841,101376
723.7,0.4283,0.0004,10.5379,100352
724.7,0.4293,0.0015,10.8906,100864
725.7,0.4297,0.0016,10.3938,101376
726.7,0.4283,0.0005,10.0572,100864
727.7,0.4273,0.0010,10.1094,101376
728.7,0.4275,0.0007,10.6009,100864
729.7,0.4274,0.0015,10.4318,101888
730.8,0.4281,0.0006,9.5175,101376
731.8,0.4270,-0.0001,9.8370,100864
732.8,0.4283,0.0014,11.0745,100864
733.8,0.4291,0.0003,10.6069,100352
734.8,0.4285,0.0010,8.3166,100864
735.8,0.4274,0.0018,8.9257,100352
736.8,0.4289,0.0002,9.7972,101376
737.8,0.4276,0.0009,9.4342,100352
738.8,0.4287,-0.0005,10.0850,101376
739.8,0.4252,0.0006,9.3808,101376
740.8,0.4296,0.0013,10.4515,100864
741.8,0.4289,0.0012,10.5234,100864
742.8,0.4283,-0.0008,10.7263,100352
743.9,0.4284,0.0009,10.0198,100864
744.9,0.4278,0.0009,12.0427,101376
745.9,0.4298,0.0015,9.9580,101376
746.9,0.4278,-0.0001,9.4264,101376
747.9,0.4279,0.0004,10.3597,101376
748.9,0.4290,0.0016,10.1035,100864
749.9,0.4287,-0.0008,10.9860,101376
750.9,0.4287,0.0008,10.6555,101376
752.0,0.4278,0.0016,10.9825,100864
753.0,0.4287,0.0010,11.4427,100352
754.0,0.4273,0.0018,10.1007,101376
755.0,0.4281,0.0006,9.4885,100352
756.0,0.4286,0.0009,10.3414,101376
757.0,0.4293,0.0001,10.2700,101376
758.0,0.4290,0.0010,9.5939,100864
759.0,0.4277,0.0008,10.0412,101376
760.0,0.4272,0.0004,10.0797,100864
761.0,0.4284,0.0004,10.3401,100864
762.1,0.4291,0.0001,8.9609,101376
763.1,0.4280,0.0006,9.6871,101376
764.1,0.4273,-0.0007,9.9501,101376
765.1,0.4285,0.0012,9.9334,100352
766.1,0.4291,0.0018,9.5567,100352
767.1,0.4286,0.0012,10.0275,100864
768.1,0.4290,-0.0003,10.7726,100864
769.1,2.3593,0.0012,73.2416,101376
770.1,26.3482,0.0022,254.6497,101376
771.1,22.6652,0.0018,263.2430,100864
772.2,8.5411,0.0009,197.1593,101376
773.2,7.9176,-0.0011,194.0675,100864
774.2,7.9030,0.0009,198.7058,101376
775.2,5.6684,0.0011,57.9662,100352
776.2,7.8770,0.0011,198.7058,101888
777.2,10.8628,0.0005,214.9684,100864
778.2,19.0058,-0.0007,208.7679,101376
779.2,7.8949,0.0008,196.3862,101376
780.3,8.0977,-0.0002,197.9325,100864
781.3,7.9102,-0.0008,197.1593,101376
782.3,5.6432,0.0007,58.1924,100864
783.3,8.5201,0.0007,197.9325,101888
784.3,9.3965,0.0004,199.4792,101376
785.3,7.8521,0.0007,194.0675,101376
786.3,7.9377,0.0007,197.1593,100352
787.3,5.6422,0.0004,58.1924,100864
788.3,13.1805,0.0018,204.8958,101376
789.4,8.0391,0.0010,200.2527,100352
790.4,9.5250,-0.0007,193.2948,101376
791.4,7.4336,-0.0006,194.0675,100864
792.4,6.2390,0.0011,58.6452,100864
793.4,7.8643,0.0011,195.6132,101376
794.4,7.9175,0.0013,199.4792,100864
795.4,11.0979,0.0010,215.7440,100352
796.4,8.9441,0.0012,209.5426,100864
797.4,7.4406,0.0008,194.8403,100864
798.4,12.7106,0.0000,205.6700,101376
799.5,7.8108,0.0010,199.4792,102400
800.5,22.5334,-0.0006,207.2187,100864
801.5,37.1309,0.8510,57.2890,100864
802.5,37.1643,1.0168,57.6838,100352
803.5,37.8213,0.2007,63.6745,100352
804.5,35.7620,0.1626,68.7032,101376
805.5,34.1558,23.8121,64.4250,101376
806.5,33.8661,0.0084,64.3672,100352
807.5,32.9007,2.2180,67.1912,100864
808.5,40.1643,14.5090,48.8536,101376
809.6,40.8928,23.2241,50.2776,101888
810.6,40.9018,24.2050,50.1678,101376
811.6,40.8969,24.8451,49.9483,100352
812.6,40.1758,2.6642,71.7284,100352
813.6,37.3926,23.8121,67.1912,100352
814.6,34.4093,24.1067,59.4961,101376
815.6,34.4319,23.9593,59.7235,100352
816.6,34.4434,24.0576,59.4961,100352
817.6,36.7773,23.9593,64.4250,101376
818.6,38.5004,23.9102,68.7032,100864
819.6,38.2081,24.0576,68.7032,101376
820.7,36.2695,24.1067,64.9240,101888
821.7,34.7016,23.4199,64.9240,100864
822.7,35.2203,23.7140,66.4354,101376
823.7,35.3298,24.1067,66.4354,101376
824.7,35.4189,24.0576,64.1684,101376
825.7,35.3260,23.7630,64.6564,101888
826.7,35.4012,23.5669,64.2517,100352
827.7,35.1948,24.0084,66.4354,100352
828.7,35.8893,23.7630,64.9240,100864
829.8,35.9842,23.7630,64.5985,100864
830.8,35.7701,24.0084,67.9471,100352
831.8,35.9761,24.0084,64.9240,100864
832.8,35.7582,24.0084,67.1912,100864
833.8,35.9699,23.7630,65.6796,101376
834.8,35.7580,23.4689,67.1912,100864
835.8,36.4431,23.9102,64.8300,101376
836.8,36.0253,24.0084,65.6796,101376
837.8,36.5490,23.5179,66.4354,101376
838.8,36.2032,23.9102,64.9240,100864
839.9,35.9626,23.6649,64.9240,100864
840.9,35.7737,24.0084,66.4354,101888
841.9,35.9434,23.7630,67.1912,101376
842.9,35.4655,23.6159,64.4829,100864
843.9,35.6443,23.7630,65.6796,100864
844.9,35.4517,23.5179,64.5985,101376
845.9,33.6624,0.0023,67.1912,101376
846.9,0.4584,0.0018,10.5693,100864
848.0,0.4296,0.0006,9.7390,101376
849.0,0.4284,0.0003,10.9825,100864
850.0,0.4286,0.0001,10.2485,101376
851.0,0.4285,0.0003,9.4519,101376
852.0,0.4281,0.0019,11.0745,101376
853.0,0.4283,0.0001,9.6915,100864
854.0,0.4286,0.0008,10.4362,101376
855.0,0.4292,-0.0008,10.6610,100864
856.0,0.4295,0.0003,10.2485,100352
857.0,0.4284,0.0010,9.5518,100864
858.1,0.4289,0.0008,10.0770,100352
859.1,0.4288,0.0004,10.2377,100864
860.1,0.4289,0.0011,8.5569,100352
861.1,0.4292,0.0001,10.8212,101376
862.1,0.4289,-0.0001,9.4557,101376
863.1,0.4283,0.0007,9.6107,101376
864.1,0.4285,0.0020,10.4051,100864
865.1,0.4282,0.0004,10.0442,100864
866.1,0.4274,0.0010,9.0136,100864
867.1,0.4287,0.0003,9.4490,101376
868.2,0.4281,-0.0006,9.8827,101376
869.2,0.4287,0.0008,10.1749,100864
870.2,0.4283,0.0006,10.1302,100864
871.2,0.4290,0.0012,9.5096,100864
872.2,0.4289,0.0023,7.2070,101376
873.2,0.4279,0.0009,10.1028,100352
874.2,0.4276,0.0013,10.4203,100864
875.2,0.4291,0.0005,10.1189,101376
876.2,0.4287,-0.0011,10.4959,100352
877.2,0.4290,0.0002,10.5162,101376
878.3,0.4282,0.0005,9.2865,101376
879.3,0.4288,0.0017,10.3218,100864
880.3,0.4293,0.0018,10.2722,100864
881.3,0.4289,0.0007,10.3057,101376
882.3,0.4275,0.0001,10.0590,100864
883.3,0.4289,0.0007,10.0283,101888
884.3,0.4291,0.0013,9.6544,101376
885.3,0.4286,0.0005,10.6847,100864
886.3,0.4286,0.0001,11.3045,100352
887.3,0.4273,0.0004,11.1981,100352
888.4,0.4281,0.0018,10.2281,101888
889.4,0.4290,0.0004,9.9045,100864
890.4,0.4297,0.0006,10.1832,100864
891.4,0.4296,0.0001,10.2368,100864
892.4,0.4288,-0.0002,10.1905,101376
893.4,0.4288,-0.0006,11.2125,100352
894.4,0.4293,-0.0005,10.5903,100352
895.4,0.4284,0.0001,11.0285,101376
896.4,0.4300,0.0017,10.0198,101376
897.4,0.4282,0.0011,9.3064,100864
898.5,0.4281,-0.0001,10.8906,101376
899.5,0.4283,0.0010,10.5087,100864
900.5,0.4292,0.0012,10.7987,100864
901.5,0.4290,0.0004,9.4649,100864
902.5,0.4287,-0.0001,10.1113,100352
903.5,0.4289,0.0003,10.5234,100864
904.5,0.4294,-0.0007,10.9825,100352
905.5,0.4290,0.0002,10.1509,100352
906.5,0.4300,0.0007,11.7194,101376
907.5,0.4289,0.0011,10.3030,101376
908.5,0.4299,0.0018,10.2683,100864
909.5,0.4299,-0.0004,10.3094,100864
910.6,0.4282,-0.0005,10.2943,100864
911.6,0.4285,0.0007,9.9228,100864
912.6,0.4283,0.0012,9.9284,100864
913.6,0.4291,0.0015,10.5693,100352
914.6,0.4292,0.0003,10.6152,101376
915.6,0.4294,-0.0003,8.9698,100352
916.6,0.4289,0.0015,10.6152,100864
917.6,0.4282,0.0001,10.0449,101376
918.6,0.4276,0.0012,10.0236,100864
919.6,0.4279,0.0009,10.9365,101376
920.6,0.4299,0.0006,10.0674,100864
921.7,0.4274,0.0002,9.4074,101376
922.7,0.4285,0.0008,9.6256,101376
923.7,0.4295,0.0016,10.1113,100864
924.7,0.4285,0.0012,11.9041,100352
925.7,0.4287,0.0007,10.4530,101376
926.7,0.4282,-0.0000,11.3506,101376
927.7,0.4279,0.0009,10.0494,100864
928.7,0.4275,0.0009,9.9284,101376
929.7,0.4281,0.0012,9.9737,100864
930.8,0.4280,-0.0003,10.8447,101376
931.8,0.4276,-0.0005,10.7069,100352
932.8,0.4282,0.0012,9.9741,101376
933.8,0.4285,-0.0004,9.8669,101376
934.8,0.4281,0.0002,8.9702,100352
935.8,0.4291,-0.0003,9.6448,101376
936.8,0.4275,0.0017,9.6879,101888
937.8,0.4290,-0.0001,10.7507,99840
938.8,0.4276,0.0005,10.2202,102400
939.9,0.4276,0.0004,10.4919,101376
940.9,0.4282,0.0009,10.1720,100352
941.9,0.4275,0.0012,9.7286,100352
942.9,0.4285,-0.0004,9.1751,101376
943.9,0.4285,0.0006,10.7528,101376
944.9,0.4288,0.0009,10.6466,100352
945.9,0.4282,0.0018,8.4426,101376
946.9,0.4282,0.0002,10.5371,101376
947.9,0.4281,0.0008,9.9228,100864
948.9,0.4288,0.0005,9.6904,100864
950.0,0.4285,0.0004,9.3826,101376
951.0,0.4284,0.0002,9.2990,100864
952.0,0.4269,0.0010,10.8447,100864
953.0,0.4293,0.0004,10.4388,101376
954.0,0.4292,0.0017,10.3567,101888
955.0,0.4282,0.0003,9.0023,100864
956.0,0.4280,0.0013,9.1083,101376
957.0,0.4286,0.0015,11.0745,100352
958.0,0.4279,-0.0004,10.2337,100864
959.1,0.4291,0.0005,10.2964,100864
960.1,0.4292,0.0011,10.4908,100864
961.1,0.4296,0.0019,10.4165,100864
962.1,0.4299,0.0009,10.5511,101376
963.1,0.4267,-0.0007,9.8827,100864
964.1,0.4278,-0.0000,10.7947,100864
965.1,0.4284,0.0014,10.4461,100352
966.1,2.2984,0.0005,60.4637,100864
967.1,23.1550,0.0114,229.7208,101888
968.1,15.8941,0.0011,275.7643,100864
969.1,13.2294,0.0016,204.8958,100864
970.2,8.9110,0.0020,203.3477,100864
971.2,6.3732,0.0003,59.3257,100864
972.2,9.0267,0.0004,196.3862,101376
973.2,10.1243,0.0001,197.9325,101888
974.2,8.5395,0.0005,195.6132,100352
975.2,8.5002,-0.0001,194.8403,100352
976.2,6.2919,0.0006,58.3621,101888
977.2,9.7002,0.0012,218.0711,101376
978.2,13.4466,0.0010,206.4443,100864
979.3,9.6024,-0.0007,197.9325,100864
980.3,8.7619,0.0004,207.9932,101376
981.3,7.2648,0.0011,60.0649,100864
982.3,8.4587,0.0022,191.7498,100864
983.3,8.4625,0.0002,195.6132,100864
984.3,8.4709,0.0000,207.2187,100864
985.3,6.7191,-0.0001,59.9511,100864
986.3,10.4519,0.0004,204.1217,101376
987.3,8.5677,0.0012,206.4443,101376
988.3,14.1178,0.0002,206.4443,100352
989.4,8.3793,0.0012,194.8403,101888
990.4,6.2923,0.0005,59.5530,101888
991.4,9.2252,-0.0010,209.5426,100864
992.4,10.1031,0.0001,197.1593,101376
993.4,8.4967,0.0015,194.8403,100864
994.4,8.6359,-0.0005,197.9325,100864
995.4,6.3678,-0.0007,60.1218,100864
996.4,8.5209,0.0005,195.6132,100864
997.5,24.5516,0.0012,208.7679,101376
998.5,34.1267,0.0081,68.7032,100352
999.5,32.8422,0.0105,64.6564,100864
1000.5,32.9737,0.0084,64.8879,100864
1001.5,33.5679,23.3709,68.7032,101376
1002.5,32.9429,0.0107,64.4250,100864
1003.5,32.3838,0.0090,64.7721,100864
1004.5,31.5770,2.3839,65.6796,100864
1005.5,39.9359,14.4622,49.8386,101376
1006.5,40.8694,16.0138,50.0032,100864
1007.5,40.8985,25.9327,49.6742,100864
1008.5,40.8848,27.1255,49.7290,100352
1009.6,40.2600,2.7005,64.1684,100864
1010.6,38.2514,24.1067,64.9240,100864
1011.6,37.8992,24.1558,65.6796,100352
1012.6,38.0621,23.6159,64.9240,100864
1013.6,38.0159,23.9102,65.6796,101376
1014.6,38.0431,23.7140,64.5985,100864
1015.6,38.0210,24.0084,66.4354,100864
1016.6,37.6823,23.6649,65.6796,101376
1017.6,36.4359,23.8612,65.6796,101376
1018.7,34.1439,23.6159,64.1362,101888
1019.7,34.2600,23.9593,66.4354,100352
1020.7,34.1733,23.7140,64.1362,101376
1021.7,34.3548,23.7630,64.7721,100352
1022.7,34.4782,23.8121,64.8300,100352
1023.7,34.7331,23.8121,64.7721,100352
1024.7,34.9001,23.9102,65.6796,100864
1025.7,34.7392,23.7140,64.3672,100352
1026.7,34.9070,23.9102,67.1912,100864
1027.7,35.2645,23.8121,64.7142,100352
1028.7,35.2611,23.9102,66.4354,100864
1029.7,35.3599,23.7140,64.9240,101376
1030.7,35.4596,24.0084,66.4354,100864
1031.7,34.7759,23.7630,65.6796,100352
1032.8,34.8606,23.7630,64.5985,101376
1033.8,35.0779,23.7630,66.4354,100864
1034.8,35.7948,23.7630,64.7721,100864
1035.8,35.7063,23.6159,64.5985,100352
1036.8,35.3650,23.6159,64.9240,100352
1037.8,35.2420,23.9593,65.6796,101376
1038.8,34.8381,23.7630,65.6796,100352
1039.8,34.9785,23.9102,64.6564,101376
1040.8,35.1765,23.5669,67.1912,101376
1041.8,35.3500,23.7140,67.1912,100352
1042.8,35.3916,23.9102,64.4250,101376
1043.8,35.0622,24.0084,66.4354,100352
1044.9,34.5902,24.0084,64.9240,100864
1045.9,34.3148,23.9102,64.9240,100864
1046.9,35.2051,23.8612,65.6796,101376
1047.9,35.2982,23.9102,68.7032,100864
1048.9,35.1462,23.5669,67.1912,101376
1049.9,35.3396,23.9593,69.4593,100352
1050.9,34.5861,23.9102,67.1912,100864
1051.9,34.3003,23.7630,66.4354,101376
1052.9,34.1729,23.6649,67.1912,101376
1053.9,34.0047,23.8612,67.1912,100864
1055.0,34.0137,23.8121,64.9240,101376
1056.0,34.4001,23.7140,67.1912,101376
1057.0,29.9641,0.0021,65.6796,101376
1058.0,0.4304,0.0005,10.3366,101376
1059.0,0.4292,-0.0001,8.9033,100352
1060.0,0.4299,0.0015,11.0285,101376
1061.0,0.4289,0.0007,9.8121,100352
1062.0,0.4287,0.0005,10.5905,100864
1063.0,0.4294,0.0014,10.0939,101376
1064.1,0.4283,0.0005,9.9229,100864
1065.1,0.4281,0.0012,10.4033,101376
1066.1,0.4293,0.0009,10.1814,100864
1067.1,0.4282,0.0018,11.6733,100352
1068.1,0.4289,0.0014,11.0745,100864
1069.1,0.4283,0.0013,9.6918,100864
1070.1,0.4280,0.0012,10.2899,100352
1071.1,0.4285,0.0008,9.5919,101376
1072.1,0.4287,0.0006,9.0409,100864
1073.1,0.4283,0.0008,9.9270,100864
1074.1,0.4283,0.0004,9.9389,101376
1075.2,0.4282,0.0002,11.2125,100864
1076.2,0.4285,0.0009,10.3401,100864
1077.2,0.4277,0.0004,9.8827,100864
1078.2,0.4282,0.0013,9.9833,100864
1079.2,0.4280,0.0004,11.5810,100864
1080.2,0.4280,0.0012,10.8660,100864
1081.2,0.4280,-0.0002,10.5403,100352
1082.2,0.4276,-0.0004,10.1614,100864
1083.2,0.4287,0.0014,12.5056,101376
1084.2,0.4274,0.0010,10.8906,101376
1085.3,0.4294,0.0005,9.0220,101888
1086.3,0.4282,0.0001,9.6692,100352
1087.3,0.4285,0.0010,10.3731,100864
1088.3,0.4275,0.0018,9.1312,100352
1089.3,0.4278,-0.0011,11.3967,101376
1090.3,0.4272,0.0005,9.8370,100864
1091.3,0.4283,0.0012,11.2125,100864
1092.3,0.4282,-0.0002,10.4683,100864
1093.3,0.4286,0.0005,9.2537,100864
1094.3,0.4283,0.0012,10.1457,100864
1095.3,0.4269,-0.0000,10.1297,100864
1096.3,0.4293,0.0012,10.4174,100352
1097.3,0.4290,0.0004,10.0744,100864
1098.4,0.4284,0.0008,9.8851,100352
1099.4,0.4270,0.0005,9.4499,101376
1100.4,0.4279,0.0001,9.5724,100352
1101.4,0.4290,0.0006,10.9311,101376
1102.4,0.4281,0.0004,9.3781,100864
1103.4,0.4287,0.0002,10.3401,98816
1104.4,0.4282,0.0008,11.6733,104960
1105.4,0.4286,-0.0002,11.4427,101888
1106.5,0.4266,0.0000,10.8906,101376
1107.5,0.4283,0.0012,9.0972,100864
1108.5,0.4284,0.0000,10.5693,100352
1109.5,0.4270,0.0009,9.3317,101376
1110.5,0.4275,0.0003,10.1488,101376
1111.5,0.4277,0.0004,10.3665,100864
1112.5,0.4281,0.0018,10.2028,101376
1113.5,0.4274,0.0007,9.4480,100864
1114.5,0.4279,-0.0002,11.6733,100864
1115.5,0.4273,0.0013,9.7239,100864
1116.6,0.4277,0.0014,10.9365,100352
1117.6,0.4275,0.0008,9.8973,101376
1118.6,0.4279,0.0006,9.7913,100864
1119.6,0.4259,0.0018,9.2172,101376
1120.6,0.4278,0.0024,9.9284,101376
1121.6,0.4282,0.0007,8.4036,100864
1122.6,0.4288,-0.0003,10.2943,100864
1123.6,0.4268,0.0008,9.2127,101376
1124.6,0.4270,-0.0002,9.9269,101376
1125.7,0.4278,0.0007,11.1665,100864
1126.7,0.4276,0.0001,10.2943,101376
1127.7,0.4284,0.0007,10.6006,101376
1128.7,0.4284,-0.0000,10.8447,100864
1129.7,0.4282,0.0002,9.4364,101376
1130.7,0.4273,-0.0001,9.9882,100864
1131.7,0.4270,0.0011,9.9810,100352
1132.7,0.4272,0.0005,10.0177,100352
1133.7,0.4270,0.0002,10.0917,101376
1134.7,0.4271,0.0006,10.4318,100352
1135.7,0.4282,0.0005,9.4523,100864
1136.8,0.4283,0.0016,9.7792,101888
1137.8,0.4277,0.0016,10.0608,100352
1138.8,0.4292,0.0006,9.8827,100864
1139.8,0.4269,-0.0002,9.6001,100864
1140.8,0.4277,0.0010,10.9365,100352
1141.8,0.4279,0.0014,10.6152,100864
1142.8,0.4282,0.0013,10.7069,100864
1143.8,0.4271,0.0009,9.8495,100352
1144.8,0.4280,0.0001,10.4754,100864
1145.8,0.4291,-0.0002,10.1113,100864
1146.8,0.4285,0.0013,11.5349,101376
1147.8,0.4281,0.0015,10.8222,100352
1148.9,0.4280,0.0003,9.9169,100864
1149.9,0.4280,0.0012,8.8450,100352
1150.9,0.4276,0.0001,9.9016,99840
1151.9,0.4274,0.0012,10.0614,100864
1152.9,0.4279,0.0005,11.6733,100864
1153.9,0.4279,0.0010,9.3692,100864
1154.9,0.4295,0.0003,10.2629,100864
1155.9,0.4278,0.0007,9.1565,100864
1156.9,0.4292,0.0005,9.3518,100352
1157.9,0.4272,0.0023,8.6344,102400
1158.9,0.4278,0.0010,9.7813,100352
1159.9,0.4282,0.0011,10.9825,101376
1161.0,0.4283,0.0006,10.2176,101376
1162.0,0.4285,0.0014,9.0621,100864
1163.0,0.4275,-0.0006,9.8370,100864
1164.0,0.4280,0.0008,10.0033,100352
1165.0,0.4292,0.0014,10.2943,101376
1166.0,0.4269,0.0012,9.6874,100352
1167.0,0.4285,0.0008,9.5647,100352
1168.0,0.4267,0.0011,9.4427,101888
1169.0,0.4271,0.0018,11.4888,101376
1170.0,0.4278,0.0015,10.9976,101376
1171.1,0.4279,0.0007,9.9436,100864
1172.1,0.4283,0.0007,10.1703,100864
1173.1,0.4279,-0.0000,11.4427,101376
1174.1,0.4278,0.0015,10.4060,100864
1175.1,0.4272,-0.0000,10.1113,101376
1176.1,0.4296,0.0012,10.5234,100352
1177.1,2.3676,0.0011,60.2927,100864
1178.1,23.7662,0.0037,241.3933,100864
1179.1,23.5059,0.0011,263.2430,100864
1180.1,9.4521,0.0011,197.1593,101376
1181.1,9.1914,0.0019,208.7679,99840
1182.2,8.0377,0.0015,194.8403,101376
1183.2,8.3360,0.0009,59.2690,101888
1184.2,9.1034,0.0005,202.5738,100864
1185.2,8.4479,0.0014,193.2948,100352
1186.2,8.3777,-0.0008,202.5738,101376
1187.2,6.4305,0.0012,60.0080,100352
1188.2,9.3318,0.0001,198.7058,100352
1189.2,12.4800,0.0008,209.5426,100352
1190.2,8.7960,0.0015,195.6132,100352
1191.2,8.8869,-0.0000,207.9932,101376
1192.2,6.3606,0.0003,59.3257,100864
1193.2,9.4438,0.0011,204.8958,100864
1194.3,8.4687,0.0023,193.2948,100864
1195.3,10.1563,0.0015,192.5223,102400
1196.3,8.4717,0.0011,191.7498,100864
1197.3,8.3898,0.0011,197.1593,101376
1198.3,6.3687,0.0001,59.2122,100864
1199.3,13.4657,0.0007,209.5426,100352
1200.3,10.2292,-0.0003,225.0582,100352
1201.3,9.7733,0.0010,209.5426,101376
1202.3,8.1778,0.0009,197.1593,100864
1203.3,7.6274,0.0006,59.2122,100864
1204.4,8.4562,0.0004,193.2948,100352
1205.4,8.4190,0.0010,207.9932,101888
1206.4,8.9079,0.0013,211.0923,100352
1207.4,6.6540,0.0004,60.1788,100864
1208.4,18.9715,-0.0010,209.5426,101376
1209.4,37.0714,1.0382,56.8384,101376
1210.4,37.0861,0.0087,56.7259,101376
1211.4,38.9642,0.0268,57.7968,101376
1212.4,36.3439,2.4470,65.6796,100864
1213.5,33.2250,0.0125,64.6564,101376
1214.5,32.8969,0.2362,64.4250,101376
1215.5,32.4481,2.0887,64.9240,100864
1216.5,38.0376,10.5693,59.9511,100864
1217.5,40.6553,15.2599,49.8935,101376
1218.5,40.8597,26.0814,50.1678,100864
1219.5,40.8523,29.3296,49.5099,100864
1220.5,39.9568,8.5625,62.6577,101888
1221.5,39.9542,13.8544,50.1678,100864
1222.6,40.8660,23.0284,50.1678,100352
1223.6,40.8772,29.2289,50.0580,100864
1224.6,39.6384,10.0198,59.6373,100864
1225.6,37.3236,2.5916,67.1912,100864
1226.6,37.6091,23.9102,66.4354,99840
1227.6,34.4121,23.8612,59.2690,100864
1228.6,34.4201,23.5669,60.1218,101376
1229.6,34.4128,23.9102,59.5530,101376
1230.6,34.4219,24.1067,59.5530,100352
1231.6,34.4183,24.0576,59.2122,100864
1232.6,34.4040,23.9102,60.9202,101888
1233.7,34.2391,23.8612,64.3672,100864
1234.7,34.4003,23.5669,64.9240,100864
1235.7,34.3427,23.3220,67.9471,101376
1236.7,35.2763,23.6649,65.6796,101376
1237.7,35.5653,23.2730,67.1912,101376
1238.7,34.8884,23.9102,65.6796,100352
1239.7,34.8041,23.8121,65.6796,101376
1240.7,34.8477,23.5669,64.9458,100864
1241.7,34.5806,23.4199,64.9240,100864
1242.7,34.3513,23.7630,64.9240,100864
1243.8,34.3504,23.4199,64.3672,101376
1244.8,34.3570,23.5179,65.6796,100864
1245.8,34.3696,23.7140,65.1196,101376
1246.8,34.8810,23.9593,64.7142,100864
1247.8,34.7367,23.9102,64.9240,100864
1248.8,34.9227,23.7140,65.6796,100864
1249.8,34.7956,23.4689,64.9240,101376
1250.8,34.9389,23.8612,67.9471,100864
1251.8,34.6519,23.9102,68.7032,100864
1252.8,34.9102,23.8121,64.7142,100352
1253.9,34.7746,23.8612,65.6796,100864
1254.9,35.3543,23.4199,65.6796,100864
1255.9,35.2403,23.8612,65.6796,101376
1256.9,35.3661,24.0084,64.1939,101376
1257.9,35.6157,23.6649,68.7032,101376
1258.9,35.4368,23.7630,68.7032,101376
1259.9,35.2354,23.8121,68.7032,101376
1260.9,35.4006,23.9102,67.1912,101376
1261.9,34.7367,23.5179,64.5407,100352
1262.9,34.9113,23.4689,66.4354,100864
1264.0,35.2310,23.7140,65.6796,100352
1265.0,35.1651,23.4689,64.9240,100864
1266.0,35.1848,23.6159,67.9471,100352
1267.0,34.9429,23.7630,65.6796,100864
1268.0,34.2045,23.8612,64.4250,100352
1269.0,34.0242,23.7140,65.6796,100864
1270.0,34.0524,23.6159,66.4354,101888
1271.0,34.1006,23.3709,67.1912,100864
1272.0,34.1852,23.8612,66.4354,100352
1273.0,34.3191,23.9102,65.6796,101888
1274.0,34.3694,23.7140,65.1775,100352
1275.1,34.0027,23.8612,64.7142,100864
1276.1,34.0693,23.7140,65.6796,100864
1277.1,34.3477,23.8612,65.6796,101376
1278.1,34.2293,23.6159,66.4354,101376
1279.1,34.1150,23.7630,65.6796,100352
1280.1,34.4673,23.8612,67.1912,100864
1281.1,34.3810,23.8612,64.8300,101376
1282.1,34.3593,23.7140,65.6796,100864
1283.1,33.6770,23.9593,65.0037,100864
1284.1,34.1748,23.8121,64.3095,100352
1285.1,34.0703,23.6159,65.6796,101376
1286.2,34.3866,23.9593,66.4354,101376
1287.2,34.5380,23.7630,65.6796,100864
1288.2,34.3851,23.7630,64.4250,100864
1289.2,33.8197,23.9102,66.4354,100864
1290.2,33.8820,23.8612,65.6796,101376
1291.2,34.2718,23.9593,64.9240,101376
1292.2,34.2417,23.6649,65.6796,101376
1293.2,34.3500,23.5669,66.4354,100352
1294.2,34.2469,23.7630,66.4354,100352
1295.2,34.6525,23.8121,67.9471,101376
1296.3,33.8907,23.8612,66.4354,101376
1297.3,33.7523,23.6649,65.6796,101376
1298.3,34.2324,23.7140,67.9471,100352
1299.3,33.8687,23.9102,64.4829,100352
1300.3,34.0581,23.7140,64.9240,100864
1301.3,34.1018,23.6649,64.9240,101376
1302.3,34.0411,23.9102,64.2517,100864
1303.3,34.2817,23.9593,64.1684,101376
1304.3,34.5547,23.7140,65.6796,101376
1305.4,34.3643,23.6159,64.8300,101376
1306.4,34.2181,23.8612,67.1912,100864
1307.4,34.1331,23.3220,66.4354,100352
1308.4,34.6038,23.7630,64.1684,100352
1309.4,34.3797,23.5179,67.9471,101376
1310.4,34.4304,23.5669,66.4354,100864
1311.4,34.2786,23.7630,64.4829,100864
1312.4,33.8207,23.7630,68.7032,100352
1313.4,34.6581,23.5179,64.8300,101376
1314.4,34.7315,23.6159,65.6796,100352
1315.4,34.5948,23.5669,67.1912,100352
1316.4,35.5458,23.8121,65.6796,101376
1317.5,34.9332,23.7140,65.6796,100864
1318.5,34.9299,23.7630,65.6796,100864
1319.5,34.7151,23.8121,65.6796,101376
1320.5,34.9206,23.5179,65.6796,100864
1321.5,34.7722,23.7140,64.9240,101376
1322.5,33.9843,23.5179,64.9240,101376
1323.5,34.8214,23.6159,64.4250,101376
1324.5,34.0294,23.7140,64.3672,101376
1325.5,33.9923,23.6649,64.9240,100864
1326.6,34.2270,23.4689,67.1912,101376
1327.6,34.2233,23.3709,67.9471,100864
1328.6,34.1628,23.9102,65.6796,101376
1329.6,33.5808,23.7630,66.4354,100864
1330.6,34.2079,23.8121,64.4829,100864
1331.6,33.7369,23.7630,66.4354,100864
1332.6,33.6316,23.9102,64.7721,100864
1333.6,33.2683,23.8121,64.7721,100864
1334.6,33.7277,23.5179,65.6796,100864
1335.6,34.2721,23.6159,66.4354,100352
1336.6,34.4826,23.6159,66.4354,101376
1337.7,34.6905,23.8121,64.4250,100864
1338.7,7.4912,0.0000,67.1912,101376
1339.7,0.4294,0.0008,9.7456,100864
1340.7,0.4295,-0.0005,10.5234,100864
1341.7,0.4300,0.0004,10.6938,100352
