ax,ay,az,gx,gy,gz,temp,hum,pres,class
503994.0,-173584.0,10008068.0,-1065.0,-4793.0,-2663.0,20280000.0,56737000.0,100928000.0,0
494417.0,-183162.0,10005674.0,-1065.0,-4793.0,-2130.0,20280000.0,56737000.0,100928000.0,0
505191.0,-178373.0,9990111.0,-1065.0,-3195.0,-3195.0,20280000.0,56737000.0,100928000.0,0
476460.0,-162810.0,9994899.0,-1065.0,-3728.0,-4261.0,20280000.0,56737000.0,100928000.0,0
476460.0,-162810.0,9994899.0,-1065.0,-3728.0,-4261.0,20280000.0,56737000.0,100928000.0,0
495614.0,-169993.0,10015251.0,-532.0,-3728.0,-3728.0,20280000.0,56737000.0,100928000.0,0
493220.0,-173584.0,10004476.0,-1597.0,-4261.0,-1597.0,20280000.0,56737000.0,100928000.0,0
490826.0,-168796.0,9991308.0,-532.0,-5326.0,-3195.0,20280000.0,56737000.0,100928000.0,0
494417.0,-167599.0,9991308.0,-1065.0,-3728.0,-2663.0,20280000.0,56737000.0,100928000.0,0
486037.0,-174782.0,10003279.0,-532.0,-5326.0,-3728.0,20280000.0,56737000.0,100928000.0,0
478854.0,-187950.0,9988914.0,-532.0,-4793.0,-2663.0,20280000.0,56737000.0,100928000.0,0
495614.0,-180767.0,9993702.0,-532.0,-3728.0,-2663.0,20280000.0,56737000.0,100928000.0,0
492023.0,-183162.0,10010462.0,0.0,-3728.0,-2663.0,20280000.0,56737000.0,100928000.0,0
498009.0,-168796.0,10020039.0,-532.0,-4793.0,-3728.0,20280000.0,56737000.0,100928000.0,0
483643.0,-172387.0,10011659.0,-532.0,-4261.0,-4261.0,20280000.0,56737000.0,100928000.0,0
487234.0,-168796.0,9992505.0,0.0,-5326.0,-3195.0,20280000.0,56737000.0,100928000.0,0
512374.0,-186753.0,10011659.0,-532.0,-5326.0,-3195.0,20280000.0,56737000.0,100928000.0,0
511177.0,-184359.0,10018842.0,-532.0,-3728.0,-2663.0,20280000.0,56737000.0,100928000.0,0
498009.0,-164007.0,10002082.0,0.0,-3195.0,-1597.0,20280000.0,56737000.0,100928000.0,0
483643.0,-173584.0,9998491.0,0.0,-3728.0,-2130.0,20280000.0,56737000.0,100928000.0,0
487234.0,-180767.0,10008068.0,-532.0,-3728.0,-2663.0,20280000.0,56737000.0,100928000.0,0
486037.0,-177176.0,10006871.0,532.0,-4261.0,-3195.0,20280000.0,56737000.0,100928000.0,0
499206.0,-165204.0,10009265.0,-532.0,-4261.0,-2663.0,20280000.0,56737000.0,100928000.0,0
506389.0,-162810.0,10009265.0,-1597.0,-4793.0,-2663.0,20280000.0,56737000.0,100928000.0,0
499206.0,-185556.0,10009265.0,-1597.0,-4793.0,-1065.0,20280000.0,56737000.0,100928000.0,0
493220.0,-184359.0,10003279.0,-1065.0,-4261.0,-2663.0,20280000.0,56737000.0,100928000.0,0
499206.0,-174782.0,9992505.0,-532.0,-4793.0,-2130.0,20280000.0,56737000.0,100928000.0,0
499206.0,-184359.0,9999688.0,0.0,-4261.0,-3728.0,20280000.0,56737000.0,100928000.0,0
489629.0,-159219.0,10017645.0,532.0,-4793.0,-2663.0,20280000.0,56737000.0,100928000.0,0
