acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,class
15129,-26310,7137,14604,-92,7162,1
8492,-26342,17293,16334,1913,10444,1
-3296,-26390,20334,15701,4332,15184,1
-20704,-26535,19162,10973,6745,17453,1
-31841,28211,16186,3920,8201,17453,1
-32443,8157,10036,-934,8121,17453,1
-25148,-3972,2241,-1986,7650,17453,1
-17406,-6712,-1188,-623,7809,17453,1
-16370,-4655,1547,271,7945,13948,1
-19239,-2806,5792,1440,7243,11007,1
-21198,-2150,8801,3032,6043,8876,1
-21874,-2807,10391,3647,5317,7055,1
-21898,-2724,10899,3676,5042,4931,1
-21978,-1671,11445,3363,4751,3173,1
-17170,-981,9941,1395,2370,319,1
-15578,-1646,8379,1206,1808,-494,1
-13567,-1509,7716,1236,1442,-1352,1
-11453,-338,7699,1341,1056,-2167,1
-10005,1134,7601,1440,520,-2731,1
-9737,2575,7014,1487,-89,-3009,1
-10749,3196,6990,1486,-553,-3168,1
-12409,2116,7625,1218,-851,-3464,1
-15195,-797,8830,795,-1132,-4139,1
-19836,-5743,10012,436,-1744,-5509,1
-25690,-10143,10197,361,-2566,-7612,1
-25690,-10143,10197,361,-2566,-7612,1
-31233,-12705,8856,448,-3044,-10851,1
-31120,19886,6389,-748,-1977,-17453,1
-31120,19886,6389,-748,-1977,-17453,1
-26790,29253,8238,-1286,-2586,-17453,1
-19263,-29713,9592,-1218,-3698,-17453,1
-8822,-26460,8795,-600,-5416,-17453,1
1379,-27563,5010,-358,-7564,-15289,1
7241,32226,-483,-1083,-8803,-9657,1
10030,24888,-6205,-2090,-7704,-4198,1
-5582,3055,19712,2356,5584,3433,1
-5582,3055,19712,2356,5584,3433,1
-7376,-583,23486,1814,3723,2261,1
-5302,214,22467,2200,1372,1129,1
-2882,1950,18565,2157,-415,247,1
-701,2867,14684,1448,-1308,-68,1
1385,2998,11968,512,-1422,59,1
2136,2457,10770,-309,-952,246,1
2166,1132,10981,-929,-358,450,1
1929,-288,11253,-1282,-69,590,1
1195,-1881,10965,-1549,-35,519,1
454,-3047,10958,-1725,-55,408,1
-59,-3630,10840,-1808,-166,205,1
159,-3938,10622,-1446,-292,-127,1
830,-3572,10152,-1088,-451,-373,1
1504,-2826,9397,-999,-591,-436,1
2179,-2189,8741,-842,-598,-410,1
2480,-1619,8060,-617,-425,-271,1
2645,-1045,7928,-218,-258,-118,1
2336,-1052,8290,139,-118,-7,1
1778,-1049,9073,417,24,142,1
1270,-1393,10003,571,19,238,1
902,-1623,10407,631,-131,253,1
775,-1647,10381,552,-242,230,1
